,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,8,4,2465,0,0.037,3.037,4.5
1,2,enc,enc000,,9,4,2465,0,7.537,10.536,0.5
2,3,ctl,ctl0,,8,4,1466,0,11.036,14.036,0.5
3,4,enc,enc01,old54,6,4,466,0,14.536,17.536,6.5
4,5,enc,enc02,old10,5,4,966,0,24.035,27.035,2
5,6,enc,enc03,old17,6,4,966,0,29.035,32.035,1.5
6,7,enc,enc04,old74,9,4,1466,0,33.534,36.534,1
7,8,enc,enc05,old59,8,4,2466,0,37.534,40.534,8.5
8,9,enc,enc06,old44,9,4,967,0,49.033,52.033,2
9,10,enc,enc07,old32,8,4,967,0,54.033,57.032,2.5
10,11,ctl,ctl01,,8,4,468,0,59.532,62.532,1.5
11,12,ctl,ctl02,,5,1,930,0,64.032,67.032,1.5
12,13,enc,enc08,old43,6,4,1469,0,68.531,71.531,0.5
13,14,ctl,ctl03,,6,4,469,0,72.031,75.031,0.5
14,15,enc,enc09,old24,5,4,1969,0,75.531,78.531,2
15,16,enc,enc10,old29,6,4,1969,0,80.53,83.53,1.5
16,17,ctl,ctl04,,8,1,815,0,85.03,88.03,2
17,18,enc,enc11,old08,6,1,1881,0,90.03,93.029,7.5
18,19,enc,enc12,old14,8,4,1969,0,100.529,103.529,5
19,20,enc,enc13,old69,5,1,624,0,108.528,111.528,1.5
20,21,enc,enc14,old19,9,4,1970,0,113.028,116.027,3
21,22,enc,enc15,old35,9,4,971,0,119.027,122.027,1
22,23,enc,enc16,old36,5,4,1971,0,123.027,126.027,1.5
23,24,enc,enc17,old23,5,4,2471,0,127.527,130.526,8.5
24,25,enc,enc18,old11,5,4,971,0,139.026,142.025,2
25,26,ctl,ctl05,,8,1,845,0,144.025,147.025,1
26,27,ctl,ctl06,,5,1,796,0,148.025,151.025,1.5
27,28,enc,enc19,old41,8,1,2355,0,152.524,155.524,6.5
28,29,enc,enc20,old68,6,4,473,0,162.024,165.023,1.5
29,30,enc,enc21,old60,5,4,974,0,166.523,169.523,6.5
30,31,ctl,ctl07,,5,1,707,0,176.023,179.022,3.5
31,32,enc,enc22,old67,6,1,1959,0,182.522,185.522,8
32,33,enc,enc23,old09,5,4,1474,0,193.521,196.521,13
33,34,ctl,ctl08,,6,4,475,0,209.52,212.519,1
34,35,enc,enc24,old07,8,4,1476,0,213.519,216.519,2.5
35,36,enc,enc25,old50,5,4,976,0,219.019,222.019,1.5
36,37,enc,enc26,old53,9,4,1476,0,223.519,226.518,3.5
37,38,enc,enc27,old46,8,1,2178,0,230.018,233.018,2
38,39,enc,enc28,old26,9,4,2476,0,235.018,238.017,3
39,40,enc,enc29,old31,8,4,1477,0,241.017,244.017,7
40,41,enc,enc30,old58,6,1,1420,0,251.016,254.016,1
41,42,ctl,ctl09,,9,1,1064,0,255.016,258.016,0.5
42,43,ctl,ctl10,,8,1,621,0,258.516,261.515,1
43,44,enc,enc31,old13,9,1,1751,0,262.515,265.515,0.5
44,45,enc,enc32,old76,6,4,1478,0,266.015,269.015,7
45,46,enc,enc33,old21,9,4,1479,0,276.014,279.014,4
46,47,enc,enc34,old16,6,1,1275,0,283.014,286.013,2
47,48,ctl,ctl11,,5,1,749,0,288.013,291.013,2.5
48,49,enc,enc35,old75,5,4,1479,0,293.513,296.513,4.5
49,50,enc,enc36,old03,9,4,1480,0,301.012,304.012,0.5
50,51,ctl,ctl12,,9,4,480,0,304.512,307.512,3
51,52,enc,enc37,old05,8,1,1813,0,310.511,313.511,2
52,53,ctl,ctl13,,6,1,902,0,315.511,318.511,0.5
53,54,ctl,ctl14,,6,1,575,0,319.011,322.01,1
54,55,ctl,ctl15,,6,1,658,0,323.01,326.01,2.5
55,56,ctl,ctl16,,9,1,777,0,328.51,331.51,6.5
56,57,enc,enc38,old49,6,4,1981,0,338.009,341.009,9.5
57,58,enc,enc39,old55,6,1,1264,0,350.508,353.508,3
58,59,enc,enc40,old56,5,4,982,0,356.508,359.507,3
59,60,enc,enc41,old73,6,1,1855,0,362.507,365.507,1
60,61,enc,enc42,old62,9,4,983,0,366.507,369.506,2
61,62,enc,enc43,old18,8,4,984,0,371.506,374.506,1
62,63,enc,enc44,old33,9,4,1984,0,375.506,378.506,0.5
