trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
45	enc	enc32	old01	6	1	1477	0	279.517	282.516	1
46	ctl	ctl11	nan	6	3	475	0	283.516	286.516	1.5
47	enc	enc33	old10	9	1	808	0	288.016	291.016	2
48	enc	enc34	old59	8	1	1785	0	293.015	296.015	4
49	ctl	ctl12	nan	6	1	1611	0	300.015	303.015	2
50	enc	enc35	old06	9	1	1305	0	305.014	308.014	2.5
51	enc	enc36	old60	8	1	2025	0	310.514	313.514	2
52	enc	enc37	old17	9	1	1689	0	315.513	318.513	14.5
53	enc	enc38	old75	6	3	1977	0	333.012	336.012	4
54	enc	enc39	old26	5	1	733	0	340.011	343.011	1.5
55	ctl	ctl13	nan	5	1	1270	0	344.511	347.511	1
56	enc	enc40	old16	6	3	478	0	348.511	351.51	3
57	ctl	ctl14	nan	9	1	1336	0	354.51	357.51	5.5
58	ctl	ctl15	nan	8	3	479	0	363.009	366.009	2
59	ctl	ctl16	nan	9	1	1093	0	368.009	371.009	2.5
60	enc	enc41	old49	6	3	1980	0	373.508	376.508	3
61	enc	enc42	old33	8	1	1017	0	379.508	382.508	3
62	enc	enc43	old30	9	3	480	0	385.507	388.507	2
63	enc	enc44	old67	5	3	1980	0	390.507	393.507	5
64	enc	enc45	old53	6	1	1626	0	398.506	401.506	4.5
65	enc	enc46	old61	9	3	1481	0	406.006	409.005	10.5
66	ctl	ctl17	nan	8	3	1481	0	419.504	422.504	2.5
67	enc	enc47	old74	6	3	483	0	425.004	428.004	2.5
68	enc	enc48	old36	9	1	920	0	430.503	433.503	6
69	ctl	ctl18	nan	5	1	955	0	439.503	442.502	3.5
70	ctl	ctl19	nan	5	3	483	0	446.002	449.002	1.5
71	enc	enc49	old18	6	1	1207	0	450.502	453.501	2.5
72	ctl	ctl20	nan	8	3	1983	0	456.001	459.001	4
73	ctl	ctl21	nan	9	1	1075	0	463.001	466	2
74	enc	enc50	old03	8	1	1260	0	468	471	3
75	enc	enc51	old58	9	3	1985	0	474	476.999	3
76	ctl	ctl22	nan	8	3	984	0	479.999	482.999	4
77	enc	enc52	old41	8	1	1091	0	486.999	489.998	0.5
78	enc	enc53	old15	9	3	485	0	490.498	493.498	8
79	ctl	ctl23	nan	9	3	1986	0	501.497	504.497	3
80	ctl	ctl24	nan	6	3	987	0	507.497	510.496	0.5
81	enc	enc54	old44	5	1	935	0	510.996	513.996	1.5
82	enc	enc55	old37	8	3	1487	0	515.496	518.496	4
83	enc	enc56	old29	5	1	1815	0	522.495	525.495	5
84	ctl	ctl25	nan	6	1	962	0	530.495	533.494	7.5
85	enc	enc57	old71	6	1	1299	0	540.994	543.994	1
86	ctl	ctl26	nan	6	1	1439	0	544.993	547.993	1.5
87	ctl	ctl27	nan	9	1	2005	0	549.493	552.493	0.5
88	enc	enc58	old14	5	3	488	0	552.993	555.993	1.5
89	enc	enc59	old68	6	1	1847	0	557.492	560.492	2
90	enc	enc60	old52	8	1	3	0	562.492	565.492	1
91	ctl	ctl28	nan	5	1	1509	0	566.492	569.491	5
92	ctl	ctl29	nan	8	3	989	0	574.491	577.491	2
93	ctl	ctl30	nan	9	3	490	0	579.49	582.49	5.5
94	ctl	ctl31	nan	6	3	491	0	587.99	590.989	0.5
95	enc	enc61	old39	5	1	1224	0	591.489	594.489	8
96	ctl	ctl32	nan	5	3	991	0	602.488	605.488	1
97	enc	enc62	old64	5	3	3	0	606.488	609.488	0.5
98	ctl	ctl33	nan	5	3	992	0	609.988	612.988	3.5
99	enc	enc63	old09	5	2	3	0	616.487	619.487	1.5
100	enc	enc64	old13	9	3	992	0	620.987	623.987	2.5
101	enc	enc65	old63	9	1	1070	0	626.486	629.486	9.5
102	enc	enc66	old70	5	3	993	0	638.985	641.985	0.5
103	enc	enc67	old54	8	3	993	0	642.485	645.485	1
104	ctl	ctl34	nan	8	3	2493	0	646.485	649.484	3
105	enc	enc68	old28	6	3	993	0	652.484	655.484	1
106	enc	enc69	old04	6	1	1528	0	656.484	659.483	2
107	ctl	ctl35	nan	8	3	994	0	661.483	664.483	0.5
108	ctl	ctl36	nan	6	3	995	0	664.983	667.983	2
109	enc	enc70	old56	5	3	3	0	669.983	672.982	8.5
110	ctl	ctl37	nan	5	2	2	0	681.482	684.481	1.5
111	enc	enc71	old45	6	3	995	0	685.981	688.981	1
112	enc	enc72	old02	8	1	1179	0	689.981	692.981	1
113	enc	enc73	old43	9	2	2	0	693.98	696.98	4
114	enc	enc74	old22	8	3	996	0	700.98	703.98	9.5
115	enc	enc75	old66	9	3	1496	0	713.479	716.479	4.5
116	ctl	ctl38	nan	8	3	1496	0	720.978	723.978	0.5
117	ctl	ctl39	nan	9	1	2742	0	724.478	727.478	4
118	enc	enc76	old62	6	nan	0	1	731.477	734.477	1
119	enc	enc77	old34	5	nan	0	1	735.477	738.477	11.5
120	enc	enc78	old23	6	nan	0	1			
