trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
82	enc	enc55	old29	8	1	2125	0	491.798	494.807	7.5
83	enc	enc56	old39	5	1	2054	0	502.296	505.305	2.5
84	enc	enc57	old48	6	1	1820	0	507.796	510.805	0.5
85	ctl	ctl25	nan	6	1	1120	0	511.306	514.315	1
86	enc	enc58	old14	5	1	2162	0	515.302	518.311	4
87	enc	enc59	old44	6	1	1781	0	522.306	525.315	11.5
88	enc	enc60	old70	8	1	2137	0	536.816	539.825	0.5
89	ctl	ctl26	nan	6	1	1099	0	540.326	543.335	4
90	ctl	ctl27	nan	9	1	1084	0	547.33	550.339	0.5
91	ctl	ctl28	nan	5	1	1336	0	550.841	553.85	2.5
92	enc	enc61	old30	5	1	2105	0	556.34	559.349	3
93	enc	enc62	old65	5	1	1646	0	562.342	565.35	1
94	ctl	ctl29	nan	8	1	1364	0	566.353	569.362	2
95	enc	enc63	old12	5	1	2336	0	571.352	574.361	0.5
96	enc	enc64	old04	9	1	1809	0	574.862	577.871	7
97	ctl	ctl30	nan	9	1	1603	0	584.858	587.867	0.5
98	enc	enc65	old58	9	1	1703	0	588.369	591.378	0.5
99	enc	enc66	old46	5	1	1744	0	591.879	594.888	0.5
100	ctl	ctl31	nan	6	1	1545	0	595.39	598.399	1.5
101	ctl	ctl32	nan	5	1	634	0	599.886	602.895	3
102	enc	enc67	old54	8	1	1698	0	605.888	608.897	1.5
103	enc	enc68	old33	6	1	2952	0	610.384	613.393	4.5
104	ctl	ctl33	nan	5	1	1416	0	617.89	620.899	0.5
105	ctl	ctl34	nan	8	1	1101	0	621.4	624.409	8
106	enc	enc69	old09	6	1	2079	0	632.4	635.409	1
107	enc	enc70	old57	5	1	1863	0	636.412	639.421	4.5
108	ctl	ctl35	nan	8	1	1395	0	643.917	646.926	2
109	ctl	ctl36	nan	6	1	705	0	648.916	651.925	1
110	enc	enc71	old73	6	1	1514	0	652.928	655.936	2
111	enc	enc72	old11	8	1	2230	0	657.926	660.935	2
112	ctl	ctl37	nan	5	1	1240	0	662.924	665.933	10
113	ctl	ctl38	nan	8	1	1098	0	675.929	678.938	3.5
114	enc	enc73	old72	9	1	2092	0	682.432	685.441	9
115	enc	enc74	old16	8	1	2149	0	694.434	697.443	0.5
116	ctl	ctl39	nan	9	1	1098	0	697.945	700.954	7
117	enc	enc75	old50	9	1	1643	0	707.941	710.95	12.5
118	enc	enc76	old56	6	nan	0	1	723.437	726.446	2.5
119	enc	enc77	old31	5	1	2382	0	728.937	731.946	18.5
120	enc	enc78	old25	6	1	1986	0			
