trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	5	1	1348	0	10.016	13.025	4.5
2	enc	enc000	nan	9	1	1904	0	17.522	20.531	4.5
3	ctl	ctl0	nan	9	1	1389	0	25.027	28.036	0.5
4	enc	enc01	old55	8	1	1932	0	28.538	31.547	0.5
5	ctl	ctl01	nan	6	1	1045	0	32.048	35.057	4.5
6	enc	enc02	old05	5	1	1903	0	39.554	42.563	2
7	enc	enc03	old62	5	1	2252	0	44.552	47.561	3.5
8	ctl	ctl02	nan	5	1	1798	0	51.055	54.064	1.5
9	ctl	ctl03	nan	6	1	1343	0	55.551	58.56	2.5
10	enc	enc04	old68	6	1	2303	0	61.051	64.06	1
11	enc	enc05	old69	5	1	2915	0	65.063	68.072	3
12	ctl	ctl04	nan	6	1	1415	0	71.064	74.073	4
13	enc	enc06	old45	9	1	1885	0	78.068	81.077	0.5
14	ctl	ctl05	nan	9	1	1465	0	81.579	84.588	2.5
15	enc	enc07	old63	6	1	2722	0	87.078	90.087	2.5
16	ctl	ctl06	nan	9	1	2247	0	92.578	95.587	3.5
17	ctl	ctl07	nan	5	1	1402	0	99.081	102.09	1
18	enc	enc08	old07	8	1	2299	0	103.093	106.102	2
19	enc	enc09	old76	9	1	2311	0	108.091	111.1	0.5
20	enc	enc10	old08	5	1	2657	0	111.601	114.61	4.5
21	enc	enc11	old38	9	1	2475	0	119.107	122.116	7
22	enc	enc12	old28	5	nan	0	1	129.103	132.112	0.5
23	enc	enc13	old47	8	1	1780	0	132.614	135.623	2
24	enc	enc14	old43	8	1	1693	0	137.612	140.621	1
25	enc	enc15	old41	9	1	1991	0	141.624	144.633	1
26	enc	enc16	old40	8	1	2986	0	145.636	148.645	3.5
27	enc	enc17	old02	5	1	1774	0	152.139	155.148	1
28	ctl	ctl08	nan	8	1	1439	0	156.15	159.159	2
29	enc	enc18	old32	8	1	1916	0	161.149	164.158	0.5
30	enc	enc19	old19	8	nan	0	1	164.659	167.668	3.5
31	enc	enc20	old26	5	1	1375	0	171.162	174.171	7
32	ctl	ctl09	nan	8	1	767	0	181.158	184.167	2.5
33	enc	enc21	old42	9	1	1635	0	186.658	189.667	5
34	enc	enc22	old24	9	1	1751	0	194.665	197.674	1
35	enc	enc23	old13	6	1	1767	0	198.677	201.686	10
36	enc	enc24	old23	8	1	2867	0	211.682	214.691	1.5
37	enc	enc25	old74	8	1	2086	0	216.179	219.188	0.5
38	enc	enc26	old22	9	1	1852	0	219.689	222.698	2.5
39	enc	enc27	old71	5	1	1510	0	225.189	228.198	3.5
40	enc	enc28	old37	6	1	2226	0	231.692	234.701	1
41	ctl	ctl10	nan	9	1	1443	0	235.704	238.713	0.5
42	ctl	ctl11	nan	6	1	1279	0	239.214	242.223	1.5
43	ctl	ctl12	nan	6	1	1473	0	243.711	246.72	7
44	ctl	ctl13	nan	5	1	1031	0	253.707	256.716	7
45	enc	enc29	old78	9	1	1731	0	263.704	266.713	2
46	enc	enc30	old77	8	1	2358	0	268.702	271.711	6.5
47	ctl	ctl14	nan	9	1	1271	0	278.213	281.222	3.5
48	enc	enc31	old35	6	1	2176	0	284.716	287.725	2.5
49	enc	enc32	old06	6	1	2793	0	290.216	293.225	4
50	enc	enc33	old01	9	1	1828	0	297.22	300.229	3.5
51	enc	enc34	old60	8	1	2864	0	303.723	306.732	1
52	ctl	ctl15	nan	8	1	881	0	307.735	310.743	6.5
53	enc	enc35	old10	9	1	1845	0	317.246	320.255	7.5
54	ctl	ctl16	nan	9	1	1069	0	327.744	330.753	2.5
55	ctl	ctl17	nan	8	1	1155	0	333.244	336.253	1.5
56	enc	enc36	old64	8	1	1503	0	337.74	340.749	1
57	enc	enc37	old18	9	1	2095	0	341.736	344.745	3
58	enc	enc38	old51	6	1	2042	0	347.737	350.746	2.5
59	ctl	ctl18	nan	5	1	1113	0	353.236	356.245	1
60	enc	enc39	old21	5	1	2494	0	357.232	360.241	9
61	enc	enc40	old15	6	1	1330	0	369.234	372.243	1.5
62	enc	enc41	old67	6	1	1383	0	373.731	376.74	8.5
63	enc	enc42	old27	8	1	1582	0	385.232	388.241	8
64	enc	enc43	old34	9	1	2233	0	396.231	399.24	1.5
65	ctl	ctl19	nan	5	1	1009	0	400.728	403.737	5
66	enc	enc44	old52	5	1	2056	0	408.735	411.744	1
67	ctl	ctl20	nan	8	1	1209	0	412.747	415.756	3
68	ctl	ctl21	nan	9	1	557	0	418.748	421.757	5
69	enc	enc45	old59	6	1	1899	0	426.755	429.764	0.5
70	ctl	ctl22	nan	8	1	1276	0	430.265	433.274	1.5
71	enc	enc46	old53	9	1	2622	0	434.762	437.771	0.5
72	enc	enc47	old49	6	1	2677	0	438.273	441.282	2
73	enc	enc48	old36	9	1	2414	0	443.271	446.28	1.5
74	enc	enc49	old20	6	1	1639	0	447.768	450.776	1
75	enc	enc50	old03	8	1	1686	0	451.779	454.788	2.5
76	enc	enc51	old61	9	1	1955	0	457.279	460.288	5.5
77	enc	enc52	old75	8	1	2375	0	465.788	468.797	2.5
78	ctl	ctl23	nan	9	1	1121	0	471.287	474.296	1.5
79	enc	enc53	old17	9	1	2118	0	475.784	478.793	0.5
80	ctl	ctl24	nan	6	1	2085	0	479.295	482.304	3
81	enc	enc54	old66	5	1	2294	0	485.296	488.305	3.5
