trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
66	enc	enc45	old22	8	nan	0	1	383.005	386.005	1.5
67	enc	enc46	old37	9	nan	0	1	387.505	390.505	0.5
68	ctl	ctl19	nan	8	nan	0	1	391.005	394.004	2.5
69	ctl	ctl20	nan	5	nan	0	1	396.504	399.504	0.5
70	ctl	ctl21	nan	5	nan	0	1	400.004	403.004	2.5
71	ctl	ctl22	nan	8	nan	0	1	405.503	408.503	2
72	ctl	ctl23	nan	9	nan	0	1	410.503	413.503	11
73	ctl	ctl24	nan	8	nan	0	1	424.502	427.502	1
74	enc	enc47	old34	6	nan	0	1	428.501	431.501	1.5
75	enc	enc48	old01	6	nan	0	1	433.001	436.001	0.5
76	enc	enc49	old48	8	nan	0	1	436.501	439.5	0.5
77	enc	enc50	old41	9	nan	0	1	440	443	2
78	enc	enc51	old12	6	nan	0	1	445	448	1
79	ctl	ctl25	nan	9	nan	0	1	449	451.999	2
80	ctl	ctl26	nan	5	nan	0	1	453.999	456.999	4
81	enc	enc52	old46	5	nan	0	1	460.999	463.998	4.5
82	enc	enc53	old62	9	nan	0	1	468.498	471.498	8.5
83	enc	enc54	old45	8	nan	0	1	479.997	482.997	1
84	enc	enc55	old58	8	nan	0	1	483.997	486.996	6
85	ctl	ctl27	nan	6	nan	0	1	492.996	495.996	1.5
86	enc	enc56	old35	6	nan	0	1	497.496	500.495	13
87	ctl	ctl28	nan	6	nan	0	1	513.494	516.494	1.5
88	enc	enc57	old60	9	nan	0	1	517.994	520.994	1.5
89	enc	enc58	old67	9	nan	0	1	522.493	525.493	7.5
90	enc	enc59	old59	5	nan	0	1	532.993	535.992	1.5
91	ctl	ctl29	nan	9	nan	0	1	537.492	540.492	3.5
92	enc	enc60	old57	8	nan	0	1	543.992	546.991	1
93	ctl	ctl30	nan	8	nan	0	1	547.991	550.991	1.5
94	enc	enc61	old09	8	nan	0	1	552.491	555.491	3.5
95	ctl	ctl31	nan	8	nan	0	1	558.99	561.99	4.5
96	enc	enc62	old39	5	nan	0	1	566.49	569.489	3
97	ctl	ctl32	nan	5	nan	0	1	572.489	575.489	0.5
98	enc	enc63	old75	8	nan	0	1	575.989	578.989	8
99	enc	enc64	old76	9	nan	0	1	586.988	589.988	5
100	ctl	ctl33	nan	9	nan	0	1	594.987	597.987	0.5
101	ctl	ctl34	nan	9	nan	0	1	598.487	601.487	1
102	enc	enc65	old77	8	nan	0	1	602.487	605.486	11.5
103	enc	enc66	old70	8	nan	0	1	616.985	619.985	2.5
104	ctl	ctl35	nan	6	nan	0	1	622.485	625.485	2
105	enc	enc67	old05	5	nan	0	1	627.484	630.484	0.5
106	enc	enc68	old04	9	nan	0	1	630.984	633.984	1
107	enc	enc69	old33	5	nan	0	1	634.984	637.984	1
108	enc	enc70	old52	9	nan	0	1	638.983	641.983	0.5
109	enc	enc71	old29	8	nan	0	1	642.483	645.483	7.5
110	ctl	ctl36	nan	6	nan	0	1	652.982	655.982	15
111	enc	enc72	old19	6	nan	0	1	670.981	673.98	0.5
112	enc	enc73	old72	9	nan	0	1	674.48	677.48	1
113	ctl	ctl37	nan	5	nan	0	1	678.48	681.48	0.5
114	ctl	ctl38	nan	6	nan	0	1	681.98	684.98	9
115	enc	enc74	old51	5	nan	0	1	693.979	696.978	6
116	enc	enc75	old43	6	nan	0	1	702.978	705.978	10.5
117	ctl	ctl39	nan	9	nan	0	1	716.477	719.477	5
118	enc	enc76	old16	5	nan	0	1	724.476	727.476	1
119	enc	enc77	old32	5	nan	0	1	728.476	731.476	18.5
120	enc	enc78	old24	8	nan	0	1			
