,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,5,1,2756,0,0.02,3.029,1.5
1,2,enc,enc00,,8,1,2804,0,4.516,7.525,0.5
2,3,enc,enc000,,9,1,2717,0,8.027,11.036,0.5
3,4,ctl,ctl01,,8,1,2223,0,11.537,14.546,5.5
4,5,enc,enc01,old55,6,1,2170,0,20.046,23.055,0.5
5,6,enc,enc02,old04,5,,0,1,23.556,26.565,1
6,7,enc,enc03,old20,6,1,2559,0,27.552,30.561,1
7,8,enc,enc04,old67,9,1,2787,0,31.564,34.573,1.5
8,9,enc,enc05,old60,8,1,2651,0,36.06,39.069,2
9,10,enc,enc06,old48,9,1,2197,0,41.058,44.067,3
10,11,ctl,ctl02,,5,1,1171,0,47.06,50.069,0.5
11,12,ctl,ctl03,,6,1,1124,0,50.57,53.579,4
12,13,enc,enc07,old30,8,1,2112,0,57.574,60.583,2.5
13,14,ctl,ctl04,,8,1,1052,0,63.074,66.083,1.5
14,15,enc,enc08,old44,6,,0,1,67.571,70.58,2
15,16,enc,enc09,old21,5,1,916,0,72.569,75.578,3.5
16,17,ctl,ctl05,,8,,0,1,79.071,82.08,0.5
17,18,enc,enc10,old27,6,1,1727,0,82.582,85.591,2.5
18,19,enc,enc11,old11,6,1,1403,0,88.082,91.091,0.5
19,20,enc,enc12,old15,8,1,1621,0,91.592,94.601,1
20,21,enc,enc13,old66,5,1,1569,0,95.604,98.613,1.5
21,22,enc,enc14,old23,9,1,1487,0,100.101,103.11,2.5
22,23,enc,enc15,old33,9,1,1676,0,105.6,108.609,3
23,24,enc,enc16,old39,5,1,1570,0,111.602,114.61,1
24,25,enc,enc17,old16,5,1,1943,0,115.613,118.622,1.5
25,26,ctl,ctl06,,5,1,974,0,120.11,123.119,1.5
26,27,enc,enc18,old08,5,1,1660,0,124.607,127.616,1
27,28,enc,enc19,old52,8,1,1600,0,128.619,131.628,2.5
28,29,ctl,ctl07,,5,1,813,0,134.118,137.127,2.5
29,30,enc,enc20,old78,6,1,1313,0,139.618,142.627,0.5
30,31,enc,enc21,old54,5,1,2186,0,143.129,146.138,5.5
31,32,enc,enc22,old75,6,1,1645,0,151.637,154.646,5.5
32,33,enc,enc23,old13,5,1,1752,0,160.146,163.155,2
33,34,enc,enc24,old10,8,1,2490,0,165.144,168.153,1
34,35,enc,enc25,old43,5,1,1838,0,169.156,172.165,3
35,36,enc,enc26,old53,9,1,1996,0,175.157,178.166,3.5
36,37,ctl,ctl08,,6,1,2165,0,181.66,184.669,0.5
37,38,ctl,ctl09,,9,1,679,0,185.17,188.179,1.5
38,39,ctl,ctl10,,8,1,558,0,189.667,192.676,9.5
39,40,ctl,ctl11,,5,1,653,0,202.171,205.18,2
40,41,enc,enc27,old40,8,1,1263,0,207.169,210.178,2
41,42,ctl,ctl12,,9,1,1601,0,212.167,215.176,1
42,43,enc,enc28,old22,9,1,1550,0,216.162,219.171,0.5
43,44,ctl,ctl13,,6,1,783,0,219.673,222.682,0.5
44,45,enc,enc29,old37,8,1,1672,0,223.183,226.192,2
45,46,enc,enc30,old61,6,1,1265,0,228.182,231.19,4.5
46,47,enc,enc31,old02,9,1,1152,0,235.687,238.696,3.5
47,48,enc,enc32,old74,6,1,1097,0,242.19,245.199,8
48,49,enc,enc33,old19,9,1,1001,0,253.189,256.198,9
49,50,enc,enc34,old17,6,1,1270,0,265.192,268.2,0.5
50,51,ctl,ctl14,,6,1,968,0,268.702,271.711,2.5
51,52,enc,enc35,old73,5,1,1379,0,274.202,277.211,8.5
52,53,enc,enc36,old03,9,1,1342,0,285.703,288.711,0.5
53,54,enc,enc37,old07,8,1,1112,0,289.213,292.222,5.5
54,55,enc,enc38,old49,6,1,1850,0,297.722,300.731,3
55,56,ctl,ctl15,,6,1,953,0,303.723,306.732,4
56,57,ctl,ctl16,,9,1,677,0,310.727,313.736,6.5
57,58,enc,enc39,old57,6,1,1309,0,320.239,323.247,0.5
58,59,enc,enc40,old56,5,1,1486,0,323.749,326.758,11.5
59,60,enc,enc41,old71,6,1,688,0,338.259,341.268,9.5
60,61,ctl,ctl17,,8,1,863,0,350.763,353.772,1
61,62,enc,enc42,old63,9,1,1675,0,354.775,357.784,5.5
62,63,enc,enc43,old26,8,1,1415,0,363.283,366.292,1.5
63,64,enc,enc44,old35,9,1,550,0,367.78,370.789,1
64,65,ctl,ctl18,,9,1,682,0,371.792,374.801,2
65,66,enc,enc45,old25,8,1,715,0,376.79,379.799,3.5
66,67,enc,enc46,old28,9,1,716,0,383.293,386.302,1.5
67,68,ctl,ctl19,,8,1,836,0,387.789,390.798,0.5
68,69,ctl,ctl20,,5,1,709,0,391.3,394.309,2.5
69,70,ctl,ctl21,,5,1,585,0,396.8,399.808,0.5
70,71,ctl,ctl22,,8,1,666,0,400.31,403.319,2.5
71,72,ctl,ctl23,,9,1,614,0,405.81,408.819,2
72,73,ctl,ctl24,,8,1,704,0,410.808,413.817,11
73,74,enc,enc47,old31,6,1,1143,0,424.816,427.825,1
74,75,enc,enc48,old05,6,1,1500,0,428.811,431.82,1.5
75,76,enc,enc49,old45,8,1,1571,0,433.308,436.317,0.5
76,77,enc,enc50,old51,9,1,1005,0,436.818,439.827,0.5
77,78,enc,enc51,old09,6,1,1838,0,440.329,443.338,2
78,79,ctl,ctl25,,9,1,680,0,445.327,448.336,1
79,80,ctl,ctl26,,5,1,755,0,449.339,452.348,2
80,81,enc,enc52,old46,5,1,661,0,454.337,457.346,4
81,82,enc,enc53,old62,9,1,1249,0,461.341,464.35,4.5
82,83,enc,enc54,old50,8,1,1519,0,468.847,471.856,8.5
83,84,enc,enc55,old64,8,1,953,0,480.348,483.357,1
84,85,ctl,ctl27,,6,1,797,0,484.36,487.369,6
85,86,enc,enc56,old34,6,1,1403,0,493.37,496.379,1.5
86,87,ctl,ctl28,,6,1,961,0,497.867,500.876,13
87,88,enc,enc57,old59,9,1,2836,0,513.864,516.873,1.5
88,89,enc,enc58,old70,9,1,547,0,518.361,521.37,1.5
89,90,enc,enc59,old65,5,1,577,0,522.858,525.867,7.5
90,91,ctl,ctl29,,9,1,655,0,533.356,536.364,1.5
91,92,enc,enc60,old58,8,1,519,0,537.852,540.861,3.5
92,93,ctl,ctl30,,8,1,576,0,544.355,547.364,1
93,94,enc,enc61,old12,8,1,1483,0,548.367,551.376,1.5
94,95,ctl,ctl31,,8,1,682,0,552.864,555.872,3.5
95,96,enc,enc62,old29,5,1,1308,0,559.366,562.375,4.5
96,97,ctl,ctl32,,5,1,578,0,566.872,569.881,3
97,98,enc,enc63,old72,8,1,1368,0,572.873,575.882,0.5
98,99,enc,enc64,old69,9,1,1002,0,576.383,579.392,8
99,100,ctl,ctl33,,9,1,658,0,587.383,590.392,5
100,101,ctl,ctl34,,9,1,723,0,595.39,598.399,0.5
101,102,enc,enc65,old68,8,1,1620,0,598.9,601.909,1
102,103,enc,enc66,old76,8,1,1136,0,602.896,605.905,11.5
103,104,ctl,ctl35,,6,1,659,0,617.405,620.414,2.5
104,105,enc,enc67,old06,5,1,1190,0,622.905,625.914,2
105,106,enc,enc68,old01,9,1,1328,0,627.903,630.912,0.5
106,107,enc,enc69,old32,5,1,1921,0,631.414,634.423,1
107,108,enc,enc70,old47,9,1,557,0,635.426,638.435,1
108,109,enc,enc71,old38,8,1,737,0,639.438,642.447,0.5
109,110,ctl,ctl36,,6,1,691,0,642.948,645.957,7.5
110,111,enc,enc72,old14,6,1,568,0,653.446,656.455,15
111,112,enc,enc73,old77,9,1,933,0,671.449,674.458,0.5
112,113,ctl,ctl37,,5,1,1229,0,674.96,677.969,1
113,114,ctl,ctl38,,6,1,761,0,678.972,681.981,0.5
114,115,enc,enc74,old42,5,1,611,0,682.482,685.491,9
115,116,enc,enc75,old41,6,1,1200,0,694.485,697.494,6
116,117,ctl,ctl39,,9,1,605,0,703.495,706.504,10.5
117,118,enc,enc76,old24,5,1,1402,0,717.002,720.01,5
118,119,enc,enc77,old36,5,1,1194,0,725.009,728.018,1
119,120,enc,enc78,old18,8,1,2094,0,729.021,732.03,18.5
