trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
34	ctl	ctl08	nan	6	2	1213	0	213.551	216.55	2.5
35	enc	enc24	old01	8	2	1030	0	219.05	222.05	1.5
36	enc	enc25	old43	5	2	1027	0	223.55	226.549	3.5
37	enc	enc26	old62	9	2	1207	0	230.049	233.049	2
38	enc	enc27	old41	8	2	917	0	235.049	238.048	3
39	enc	enc28	old20	9	2	1190	0	241.048	244.048	7
40	enc	enc29	old29	8	2	1243	0	251.047	254.047	1
41	enc	enc30	old55	6	2	1083	0	255.047	258.046	0.5
42	ctl	ctl09	nan	9	2	1149	0	258.546	261.546	1
43	ctl	ctl10	nan	8	2	680	0	262.546	265.546	0.5
44	enc	enc31	old04	9	2	865	0	266.046	269.045	7
45	enc	enc32	old69	6	2	756	0	276.045	279.045	4
46	enc	enc33	old18	9	2	1071	0	283.044	286.044	2
47	enc	enc34	old22	6	2	1366	0	288.044	291.043	2.5
48	ctl	ctl11	nan	5	2	1088	0	293.543	296.543	4.5
49	enc	enc35	old71	5	2	1071	0	301.042	304.042	0.5
50	enc	enc36	old03	9	2	1069	0	304.542	307.542	3
51	ctl	ctl12	nan	9	2	766	0	310.542	313.541	2
52	enc	enc37	old02	8	2	726	0	315.541	318.541	0.5
53	ctl	ctl13	nan	6	2	879	0	319.041	322.04	1
54	ctl	ctl14	nan	6	2	672	0	323.04	326.04	2.5
55	ctl	ctl15	nan	6	2	568	0	328.54	331.54	6.5
56	ctl	ctl16	nan	9	2	722	0	338.039	341.039	9.5
57	enc	enc38	old52	6	2	553	0	350.538	353.538	3
58	enc	enc39	old56	6	2	1492	0	356.537	359.537	3
59	enc	enc40	old63	5	2	1151	0	362.537	365.536	1
60	enc	enc41	old70	6	2	1017	0	366.536	369.536	2
61	enc	enc42	old57	9	2	1291	0	371.536	374.536	1
62	enc	enc43	old24	8	2	1471	0	375.535	378.535	0.5
63	enc	enc44	old34	9	2	1351	0	379.035	382.035	2.5
64	enc	enc45	old19	8	2	2050	0	384.535	387.534	8.5
65	enc	enc46	old32	9	2	1534	0	396.034	399.033	5.5
66	enc	enc47	old36	6	2	1381	0	404.533	407.533	2
67	enc	enc48	old06	6	2	886	0	409.532	412.532	6
68	enc	enc49	old45	8	2	1104	0	418.531	421.531	6
69	enc	enc50	old48	9	2	1366	0	427.531	430.53	1.5
70	enc	enc51	old10	6	2	1101	0	432.03	435.03	2
71	ctl	ctl17	nan	8	2	986	0	437.03	440.03	1.5
72	enc	enc52	old44	5	2	788	0	441.529	444.529	4
73	ctl	ctl18	nan	9	2	690	0	448.529	451.528	0.5
74	ctl	ctl19	nan	8	2	628	0	452.028	455.028	6
75	ctl	ctl20	nan	5	2	651	0	461.028	464.027	0.5
76	enc	enc53	old54	9	2	840	0	464.527	467.527	2.5
77	enc	enc54	old46	8	2	812	0	470.027	473.026	1.5
78	enc	enc55	old59	8	2	1108	0	474.526	477.526	2.5
79	enc	enc56	old37	6	2	904	0	480.026	483.025	5.5
80	ctl	ctl21	nan	5	2	603	0	488.525	491.525	4.5
81	enc	enc57	old61	9	2	934	0	496.024	499.024	2.5
82	ctl	ctl22	nan	8	2	621	0	501.524	504.523	6.5
83	enc	enc58	old68	9	2	979	0	511.023	514.023	6.5
84	ctl	ctl23	nan	9	2	680	0	520.522	523.522	1.5
85	ctl	ctl24	nan	8	2	586	0	525.022	528.021	4.5
86	ctl	ctl25	nan	9	2	555	0	532.521	535.521	1.5
87	ctl	ctl26	nan	5	2	518	0	537.02	540.02	0.5
88	enc	enc59	old58	5	2	632	0	540.52	543.52	10.5
89	ctl	ctl27	nan	6	2	694	0	554.019	557.019	4.5
90	ctl	ctl28	nan	6	2	768	0	561.518	564.518	2
91	enc	enc60	old64	8	2	1025	0	566.518	569.517	1.5
92	ctl	ctl29	nan	9	2	697	0	571.017	574.017	12.5
93	enc	enc61	old11	8	2	868	0	586.516	589.516	2
94	enc	enc62	old35	5	2	715	0	591.515	594.515	1
95	enc	enc63	old76	8	2	761	0	595.515	598.515	4
96	ctl	ctl30	nan	8	2	697	0	602.514	605.514	0.5
97	enc	enc64	old67	9	2	521	0	606.014	609.014	4
98	enc	enc65	old73	8	2	739	0	613.013	616.013	3.5
99	enc	enc66	old74	8	2	1010	0	619.513	622.512	1
100	ctl	ctl31	nan	8	2	664	0	623.512	626.512	0.5
101	ctl	ctl32	nan	5	2	652	0	627.012	630.012	2.5
102	enc	enc67	old05	5	2	721	0	632.512	635.511	0.5
103	ctl	ctl33	nan	9	2	608	0	636.011	639.011	9
104	ctl	ctl34	nan	9	2	795	0	648.01	651.01	2
105	ctl	ctl35	nan	6	2	630	0	653.01	656.009	0.5
106	enc	enc68	old08	9	2	687	0	656.509	659.509	2
107	ctl	ctl36	nan	6	2	861	0	661.509	664.509	4.5
108	ctl	ctl37	nan	5	2	507	0	669.008	672.008	4.5
109	ctl	ctl38	nan	6	2	527	0	676.507	679.507	3.5
110	enc	enc69	old33	5	2	517	0	683.007	686.007	1.5
111	enc	enc70	old51	9	2	672	0	687.506	690.506	4.5
112	enc	enc71	old28	8	2	736	0	695.006	698.005	0.5
113	enc	enc72	old17	6	2	566	0	698.505	701.505	0.5
114	enc	enc73	old72	9	2	1622	0	702.005	705.005	5
115	ctl	ctl39	nan	9	2	623	0	710.004	713.004	4.5
116	enc	enc74	old49	5	2	488	0	717.504	720.503	5.5
117	enc	enc75	old50	6	2	597	0	726.003	729.003	1
118	enc	enc76	old14	5	2	761	0	730.002	733.002	0.5
119	enc	enc77	old27	5	2	898	0	733.502	736.502	13.5
120	enc	enc78	old15	8	2	1348	0			
