trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	8	2	1041	0	7.57	10.57	0.5
2	enc	enc000	nan	9	2	1095	0	11.07	14.069	0.5
3	ctl	ctl0	nan	8	2	1351	0	14.569	17.569	6.5
4	enc	enc01	old65	6	2	767	0	24.068	27.068	2
5	enc	enc02	old12	5	2	1052	0	29.068	32.068	1.5
6	enc	enc03	old16	6	2	775	0	33.567	36.567	1
7	enc	enc04	old77	9	2	1123	0	37.567	40.567	8.5
8	enc	enc05	old53	8	2	1147	0	49.066	52.066	2
9	enc	enc06	old42	9	2	1256	0	54.066	57.065	2.5
10	enc	enc07	old39	8	2	1448	0	59.565	62.565	1.5
11	ctl	ctl01	nan	8	2	728	0	64.065	67.064	1.5
12	ctl	ctl02	nan	5	2	656	0	68.564	71.564	0.5
13	enc	enc08	old40	6	2	1021	0	72.064	75.064	0.5
14	ctl	ctl03	nan	6	2	716	0	75.564	78.563	2
15	enc	enc09	old26	5	2	957	0	80.563	83.563	1.5
16	enc	enc10	old30	6	2	1734	0	85.063	88.062	2
17	ctl	ctl04	nan	8	2	962	0	90.062	93.062	7.5
18	enc	enc11	old09	6	2	1031	0	100.561	103.561	5
19	enc	enc12	old23	8	2	1686	0	108.56	111.56	1.5
20	enc	enc13	old75	5	2	1179	0	113.06	116.06	3
21	enc	enc14	old25	9	2	1826	0	119.059	122.059	1
22	enc	enc15	old31	9	2	819	0	123.059	126.059	1.5
23	enc	enc16	old38	5	2	973	0	127.559	130.558	8.5
24	enc	enc17	old21	5	2	1110	0	139.058	142.057	2
25	enc	enc18	old13	5	2	1003	0	144.057	147.057	1
26	ctl	ctl05	nan	8	2	1255	0	148.057	151.056	1.5
27	ctl	ctl06	nan	5	2	898	0	152.556	155.556	6.5
28	enc	enc19	old47	8	2	798	0	162.055	165.055	1.5
29	enc	enc20	old78	6	2	1104	0	166.555	169.555	6.5
30	enc	enc21	old60	5	2	698	0	176.054	179.054	3.5
31	ctl	ctl07	nan	5	2	770	0	182.554	185.553	8
32	enc	enc22	old66	6	2	756	0	193.552	196.552	13
33	enc	enc23	old07	5	2	708	0	209.551	212.551	1
