trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	8	1	1876	0	7.526	10.535	0.5
2	enc	enc000	nan	9	1	1002	0	11.036	14.045	0.5
3	ctl	ctl0	nan	8	1	1268	0	14.547	17.556	6.5
4	enc	enc01	old62	6	1	1053	0	24.059	27.068	2
5	enc	enc02	old11	5	1	869	0	29.057	32.066	1.5
6	enc	enc03	old15	6	1	895	0	33.554	36.563	1
7	enc	enc04	old77	9	1	1622	0	37.566	40.575	8.5
8	enc	enc05	old59	8	1	1042	0	49.067	52.076	2
9	enc	enc06	old41	9	1	988	0	54.065	57.074	2.5
10	enc	enc07	old37	8	1	1230	0	59.565	62.574	1.5
11	ctl	ctl01	nan	8	1	842	0	64.062	67.071	1.5
12	ctl	ctl02	nan	5	1	801	0	68.558	71.567	0.5
13	enc	enc08	old50	6	1	1009	0	72.069	75.078	0.5
14	ctl	ctl03	nan	6	1	1218	0	75.579	78.588	2
15	enc	enc09	old18	5	1	948	0	80.578	83.587	1.5
16	enc	enc10	old33	6	1	909	0	85.074	88.083	2
17	ctl	ctl04	nan	8	1	892	0	90.073	93.082	7.5
18	enc	enc11	old08	6	1	805	0	100.571	103.58	5
19	enc	enc12	old17	8	1	907	0	108.578	111.587	1.5
20	enc	enc13	old71	5	1	940	0	113.075	116.084	3
21	enc	enc14	old16	9	1	939	0	119.076	122.085	1
22	enc	enc15	old30	9	1	1346	0	123.071	126.08	1.5
23	enc	enc16	old39	5	1	1423	0	127.568	130.577	8.5
24	enc	enc17	old23	5	1	918	0	139.069	142.078	2
25	enc	enc18	old09	5	1	800	0	144.068	147.077	1
26	ctl	ctl05	nan	8	1	857	0	148.08	151.089	1.5
27	ctl	ctl06	nan	5	1	621	0	152.576	155.585	6.5
28	enc	enc19	old42	8	1	845	0	162.071	165.08	1.5
29	enc	enc20	old70	6	1	782	0	166.568	169.577	6.5
30	enc	enc21	old57	5	1	965	0	176.08	179.089	3.5
31	ctl	ctl07	nan	5	1	788	0	182.583	185.592	8
32	enc	enc22	old68	6	1	717	0	193.582	196.591	13
33	enc	enc23	old10	5	1	814	0	209.58	212.589	1
34	ctl	ctl08	nan	6	1	840	0	213.575	216.584	2.5
35	enc	enc24	old05	8	1	973	0	219.075	222.084	1.5
