trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
95	ctl	ctl31	nan	8	2	842	0	559.066	562.066	4.5
96	enc	enc62	old30	5	4	920	0	566.565	569.565	3
97	ctl	ctl32	nan	5	4	921	0	572.565	575.565	0.5
98	enc	enc63	old72	8	2	693	0	576.065	579.064	8
99	enc	enc64	old71	9	2	696	0	587.064	590.063	5
100	ctl	ctl33	nan	9	4	421	0	595.063	598.063	0.5
101	ctl	ctl34	nan	9	2	583	0	598.563	601.563	1
102	enc	enc65	old67	8	2	812	0	602.563	605.562	11.5
103	enc	enc66	old70	8	4	2422	0	617.061	620.061	2.5
104	ctl	ctl35	nan	6	4	423	0	622.561	625.561	2
105	enc	enc67	old02	5	2	2137	0	627.561	630.56	0.5
106	enc	enc68	old08	9	2	667	0	631.06	634.06	1
107	enc	enc69	old31	5	2	795	0	635.06	638.06	1
108	enc	enc70	old50	9	2	998	0	639.06	642.059	0.5
109	enc	enc71	old28	8	2	738	0	642.559	645.559	7.5
110	ctl	ctl36	nan	6	2	887	0	653.059	656.058	15
111	enc	enc72	old19	6	2	1076	0	671.057	674.057	0.5
112	enc	enc73	old76	9	4	1426	0	674.557	677.557	1
113	ctl	ctl37	nan	5	4	426	0	678.556	681.556	0.5
114	ctl	ctl38	nan	6	2	574	0	682.056	685.056	9
115	enc	enc74	old40	5	4	427	0	694.055	697.055	6
116	enc	enc75	old41	6	2	761	0	703.055	706.054	10.5
117	ctl	ctl39	nan	9	2	982	0	716.553	719.553	5
118	enc	enc76	old23	5	nan	0	1	724.553	727.553	1
119	enc	enc77	old32	5	2	540	0	728.553	731.552	18.5
120	enc	enc78	old26	8	2	699	0			
