trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	ctl	ctl0	nan	5	1	765	0	4.516	7.525	0.5
2	enc	enc00	nan	8	1	964	0	8.027	11.036	0.5
3	enc	enc000	nan	9	1	645	0	11.537	14.546	5.5
4	ctl	ctl01	nan	8	1	615	0	20.046	23.055	0.5
5	enc	enc01	old65	6	1	666	0	23.556	26.565	1
6	enc	enc02	old07	5	1	708	0	27.552	30.561	1
7	enc	enc03	old15	6	1	600	0	31.564	34.573	1.5
8	enc	enc04	old69	9	1	747	0	36.061	39.07	2
9	enc	enc05	old56	8	1	642	0	41.059	44.068	3
10	enc	enc06	old45	9	1	620	0	47.06	50.069	0.5
11	ctl	ctl02	nan	5	1	531	0	50.571	53.58	4
12	ctl	ctl03	nan	6	1	564	0	57.575	60.584	2.5
13	enc	enc07	old30	8	1	568	0	63.075	66.084	1.5
14	ctl	ctl04	nan	8	1	500	0	67.571	70.58	2
15	enc	enc08	old43	6	1	788	0	72.57	75.579	3.5
16	enc	enc09	old14	5	1	820	0	79.072	82.081	0.5
17	ctl	ctl05	nan	8	1	686	0	82.583	85.592	2.5
18	enc	enc10	old37	6	1	663	0	88.083	91.092	0.5
19	enc	enc11	old13	6	1	779	0	91.593	94.602	1
20	enc	enc12	old22	8	1	949	0	95.588	98.597	1.5
21	enc	enc13	old77	5	1	802	0	100.085	103.094	2.5
22	enc	enc14	old23	9	1	673	0	105.585	108.594	3
23	enc	enc15	old32	9	1	829	0	111.586	114.595	1
24	enc	enc16	old36	5	1	779	0	115.581	118.59	1.5
25	enc	enc17	old21	5	1	856	0	120.078	123.087	1.5
26	ctl	ctl06	nan	5	1	615	0	124.575	127.584	1
27	enc	enc18	old05	5	1	606	0	128.587	131.596	2.5
28	enc	enc19	old50	8	1	890	0	134.087	137.096	2.5
29	ctl	ctl07	nan	5	1	590	0	139.587	142.596	0.5
30	enc	enc20	old75	6	1	890	0	143.097	146.106	5.5
31	enc	enc21	old59	5	1	1236	0	151.606	154.615	5.5
32	enc	enc22	old74	6	1	918	0	160.115	163.124	2
33	enc	enc23	old12	5	1	921	0	165.113	168.122	1
34	enc	enc24	old03	8	1	747	0	169.125	172.134	3
35	enc	enc25	old47	5	1	887	0	175.126	178.135	3.5
36	enc	enc26	old64	9	1	1030	0	181.629	184.638	0.5
