trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
37	ctl	ctl08	nan	6	1	567	0	185.139	188.148	1.5
38	ctl	ctl09	nan	9	1	753	0	189.636	192.645	9.5
39	ctl	ctl10	nan	8	1	656	0	202.14	205.149	2
40	ctl	ctl11	nan	5	1	599	0	207.138	210.147	2
41	enc	enc27	old41	8	1	577	0	212.137	215.146	1
42	ctl	ctl12	nan	9	1	618	0	216.149	219.158	0.5
43	enc	enc28	old19	9	1	686	0	219.659	222.668	0.5
44	ctl	ctl13	nan	6	1	560	0	223.17	226.179	2
45	enc	enc29	old28	8	1	673	0	228.168	231.177	4.5
46	enc	enc30	old54	6	1	971	0	235.674	238.683	3.5
47	enc	enc31	old10	9	1	840	0	242.176	245.185	8
48	enc	enc32	old70	6	1	722	0	253.176	256.185	9
49	enc	enc33	old16	9	1	746	0	265.178	268.187	0.5
50	enc	enc34	old17	6	1	960	0	268.689	271.698	2.5
51	ctl	ctl14	nan	6	1	825	0	274.189	277.198	8.5
52	enc	enc35	old66	5	1	868	0	285.69	288.699	0.5
53	enc	enc36	old04	9	1	1031	0	289.2	292.209	5.5
54	enc	enc37	old09	8	1	1041	0	297.709	300.718	3
55	enc	enc38	old51	6	1	1084	0	303.71	306.719	4
56	ctl	ctl15	nan	6	1	1051	0	310.715	313.724	6.5
57	ctl	ctl16	nan	9	1	517	0	320.226	323.235	0.5
58	enc	enc39	old63	6	1	638	0	323.737	326.746	11.5
59	enc	enc40	old62	5	1	855	0	338.247	341.256	9.5
60	enc	enc41	old72	6	1	993	0	350.751	353.76	1
61	ctl	ctl17	nan	8	1	560	0	354.763	357.772	5.5
62	enc	enc42	old53	9	1	1068	0	363.272	366.281	1.5
63	enc	enc43	old26	8	1	1071	0	367.768	370.777	1
64	enc	enc44	old34	9	1	1031	0	371.764	374.773	2
65	ctl	ctl18	nan	9	1	923	0	376.762	379.771	3.5
66	enc	enc45	old24	8	1	1053	0	383.265	386.274	1.5
67	enc	enc46	old31	9	1	470	0	387.761	390.77	0.5
68	ctl	ctl19	nan	8	1	798	0	391.272	394.281	2.5
69	ctl	ctl20	nan	5	1	590	0	396.772	399.781	0.5
70	ctl	ctl21	nan	5	1	578	0	400.282	403.291	2.5
71	ctl	ctl22	nan	8	1	572	0	405.782	408.791	2
72	ctl	ctl23	nan	9	1	680	0	410.78	413.789	11
73	ctl	ctl24	nan	8	1	562	0	424.789	427.798	1
74	enc	enc47	old29	6	1	945	0	428.801	431.81	1.5
75	enc	enc48	old06	6	1	628	0	433.297	436.306	0.5
76	enc	enc49	old40	8	1	836	0	436.808	439.817	0.5
77	enc	enc50	old44	9	1	821	0	440.318	443.327	2
78	enc	enc51	old08	6	1	703	0	445.317	448.326	1
79	ctl	ctl25	nan	9	1	648	0	449.329	452.338	2
80	ctl	ctl26	nan	5	1	516	0	454.327	457.336	4
81	enc	enc52	old46	5	nan	0	1	461.331	464.34	4.5
82	enc	enc53	old61	9	1	698	0	468.837	471.846	8.5
83	enc	enc54	old42	8	1	856	0	480.338	483.347	1
84	enc	enc55	old55	8	1	866	0	484.35	487.359	6
85	ctl	ctl27	nan	6	1	934	0	493.36	496.369	1.5
86	enc	enc56	old33	6	1	924	0	497.857	500.866	13
87	ctl	ctl28	nan	6	1	979	0	513.855	516.864	1.5
88	enc	enc57	old60	9	1	940	0	518.352	521.361	1.5
89	enc	enc58	old67	9	1	915	0	522.848	525.857	7.5
90	enc	enc59	old57	5	1	875	0	533.346	536.355	1.5
91	ctl	ctl29	nan	9	1	545	0	537.843	540.852	3.5
92	enc	enc60	old58	8	1	496	0	544.346	547.355	1
93	ctl	ctl30	nan	8	nan	0	1	548.358	551.367	1.5
94	enc	enc61	old01	8	1	772	0	552.855	555.864	3.5
95	ctl	ctl31	nan	8	1	651	0	559.358	562.366	4.5
96	enc	enc62	old38	5	1	1036	0	566.863	569.872	3
97	ctl	ctl32	nan	5	1	635	0	572.865	575.874	0.5
98	enc	enc63	old71	8	1	873	0	576.375	579.384	8
99	enc	enc64	old73	9	1	723	0	587.375	590.384	5
100	ctl	ctl33	nan	9	1	675	0	595.382	598.391	0.5
101	ctl	ctl34	nan	9	1	579	0	598.892	601.901	1
102	enc	enc65	old68	8	1	653	0	602.888	605.897	11.5
103	enc	enc66	old78	8	1	713	0	617.398	620.407	2.5
104	ctl	ctl35	nan	6	1	603	0	622.897	625.906	2
105	enc	enc67	old02	5	1	504	0	627.896	630.905	0.5
106	enc	enc68	old11	9	1	800	0	631.406	634.415	1
107	enc	enc69	old39	5	1	786	0	635.401	638.41	1
108	enc	enc70	old48	9	1	655	0	639.397	642.406	0.5
109	enc	enc71	old27	8	1	859	0	642.907	645.916	7.5
110	ctl	ctl36	nan	6	1	597	0	653.405	656.414	15
111	enc	enc72	old25	6	1	875	0	671.409	674.418	0.5
112	enc	enc73	old76	9	1	726	0	674.919	677.928	1
113	ctl	ctl37	nan	5	1	600	0	678.915	681.924	0.5
114	ctl	ctl38	nan	6	1	452	0	682.425	685.434	9
115	enc	enc74	old49	5	1	470	0	694.428	697.437	6
116	enc	enc75	old52	6	1	811	0	703.438	706.447	10.5
117	ctl	ctl39	nan	9	1	705	0	716.945	719.954	5
118	enc	enc76	old18	5	1	813	0	724.952	727.961	1
119	enc	enc77	old35	5	1	814	0	728.948	731.957	18.5
120	enc	enc78	old20	8	1	578	0			
