,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
57,58,enc,enc39,old53,6,1,1618,0,350.552,353.552,3
58,59,enc,enc40,old62,5,4,1278,0,356.552,359.551,3
59,60,enc,enc41,old73,6,4,279,0,362.551,365.551,1
60,61,enc,enc42,old55,9,4,1278,0,366.551,369.551,2
61,62,enc,enc43,old22,8,4,1279,0,371.55,374.55,1
62,63,enc,enc44,old34,9,1,1910,0,375.55,378.55,0.5
63,64,enc,enc45,old17,8,4,1279,0,379.05,382.049,2.5
64,65,enc,enc46,old29,9,4,780,0,384.549,387.549,8.5
65,66,enc,enc47,old27,6,4,1781,0,396.048,399.048,5.5
66,67,enc,enc48,old04,6,4,781,0,404.547,407.547,2
67,68,enc,enc49,old44,8,4,781,0,409.547,412.547,6
68,69,enc,enc50,old50,9,1,1423,0,418.546,421.546,6
69,70,enc,enc51,old06,6,4,282,0,427.545,430.545,1.5
70,71,ctl,ctl17,,8,4,781,0,432.046,435.045,2
71,72,enc,enc52,old48,5,4,783,0,437.044,440.044,1.5
72,73,ctl,ctl18,,9,1,938,0,441.544,444.544,4
73,74,ctl,ctl19,,8,1,990,0,448.543,451.543,0.5
74,75,ctl,ctl20,,5,4,782,0,452.044,455.043,6
75,76,enc,enc53,old58,9,1,1531,0,461.042,464.042,0.5
76,77,enc,enc54,old46,8,4,784,0,464.542,467.542,2.5
77,78,enc,enc55,old56,8,4,285,0,470.041,473.041,1.5
78,79,enc,enc56,old39,6,4,784,0,474.541,477.541,2.5
79,80,ctl,ctl21,,5,4,285,0,480.04,483.041,5.5
80,81,enc,enc57,old63,9,1,1634,0,488.54,491.539,4.5
81,82,ctl,ctl22,,8,1,829,0,496.039,499.039,2.5
82,83,enc,enc58,old69,9,1,1236,0,501.539,504.538,6.5
83,84,ctl,ctl23,,9,1,812,0,511.038,514.037,6.5
84,85,ctl,ctl24,,8,1,921,0,520.537,523.536,1.5
85,86,ctl,ctl25,,9,4,287,0,525.036,528.036,4.5
86,87,ctl,ctl26,,5,4,287,0,532.536,535.535,1.5
87,88,enc,enc59,old64,5,4,788,0,537.035,540.035,0.5
88,89,ctl,ctl27,,6,1,1755,0,540.535,543.535,10.5
89,90,ctl,ctl28,,6,1,673,0,554.034,557.033,4.5
90,91,enc,enc60,old65,8,1,1027,0,561.533,564.533,2
91,92,ctl,ctl29,,9,4,1288,0,566.533,569.532,1.5
92,93,enc,enc61,old07,8,1,973,0,571.032,574.032,12.5
93,94,enc,enc62,old30,5,4,1289,0,586.531,589.531,2
94,95,enc,enc63,old68,8,1,921,0,591.53,594.53,1
95,96,ctl,ctl30,,8,1,776,0,595.53,598.53,4
96,97,enc,enc64,old70,9,4,291,0,602.529,605.529,0.5
97,98,enc,enc65,old74,8,4,1791,0,606.029,609.029,4
98,99,enc,enc66,old76,8,1,992,0,613.028,616.028,3.5
99,100,ctl,ctl31,,8,1,765,0,619.528,622.528,1
100,101,ctl,ctl32,,5,1,720,0,623.527,626.527,0.5
101,102,enc,enc67,old12,5,4,792,0,627.027,630.027,2.5
102,103,ctl,ctl33,,9,4,292,0,632.527,635.526,0.5
103,104,ctl,ctl34,,9,1,767,0,636.026,639.026,9
104,105,ctl,ctl35,,6,1,789,0,648.025,651.025,2
105,106,enc,enc68,old13,9,1,1112,0,653.025,656.025,0.5
106,107,ctl,ctl36,,6,1,866,0,656.524,659.524,2
107,108,ctl,ctl37,,5,1,766,0,661.524,664.524,4.5
108,109,ctl,ctl38,,6,1,835,0,669.023,672.023,4.5
109,110,enc,enc69,old32,5,1,1222,0,676.523,679.522,3.5
110,111,enc,enc70,old41,9,1,1347,0,683.022,686.022,1.5
111,112,enc,enc71,old37,8,4,295,0,687.522,690.521,4.5
112,113,enc,enc72,old26,6,4,295,0,695.021,698.021,0.5
113,114,enc,enc73,old75,9,1,1622,0,698.521,701.52,0.5
114,115,ctl,ctl39,,9,4,796,0,702.02,705.02,5
115,116,enc,enc74,old51,5,4,296,0,710.02,713.019,4.5
116,117,enc,enc75,old47,6,4,296,0,717.519,720.519,5.5
117,118,enc,enc76,old23,5,4,1797,0,726.018,729.018,1
118,119,enc,enc77,old33,5,1,2655,0,730.018,733.018,0.5
119,120,enc,enc78,old14,8,1,1264,0,733.517,736.517,13.5
