,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,5,1,1401,0,0.092,3.092,7
1,2,enc,enc000,,9,1,1689,0,10.092,13.091,4.5
2,3,ctl,ctl0,,9,1,1325,0,17.591,20.591,4.5
3,4,enc,enc01,old53,8,1,2063,0,25.09,28.09,0.5
4,5,ctl,ctl01,,6,3,1412,0,28.59,31.59,0.5
5,6,enc,enc02,old09,5,3,412,0,32.09,35.09,4.5
6,7,enc,enc03,old65,5,3,411,0,39.589,42.589,2
7,8,ctl,ctl02,,5,3,411,0,44.589,47.589,3.5
8,9,ctl,ctl03,,6,1,979,0,51.088,54.088,1.5
9,10,enc,enc04,old72,6,1,1873,0,55.588,58.588,2.5
10,11,enc,enc05,old75,5,3,1412,0,61.088,64.087,1
11,12,ctl,ctl04,,6,1,1007,0,65.087,68.087,3
12,13,enc,enc06,old48,9,3,1413,0,71.087,74.087,4
13,14,ctl,ctl05,,9,1,725,0,78.086,81.086,0.5
14,15,enc,enc07,old54,6,3,914,0,81.586,84.586,2.5
15,16,ctl,ctl06,,9,3,414,0,87.086,90.085,2.5
16,17,ctl,ctl07,,5,1,862,0,92.585,95.585,3.5
17,18,enc,enc08,old04,8,3,915,0,99.085,102.084,1
18,19,enc,enc09,old78,9,1,1737,0,103.084,106.084,2
19,20,enc,enc10,old05,5,3,1916,0,108.084,111.084,0.5
20,21,enc,enc11,old33,9,3,915,0,111.584,114.583,4.5
21,22,enc,enc12,old34,5,3,915,0,119.083,122.083,7
22,23,enc,enc13,old45,8,3,916,0,129.082,132.082,0.5
23,24,enc,enc14,old49,8,3,2416,0,132.582,135.582,2
24,25,enc,enc15,old41,9,1,2260,0,137.582,140.581,1
25,26,enc,enc16,old43,8,3,917,0,141.581,144.581,1
26,27,enc,enc17,old10,5,3,1917,0,145.581,148.581,3.5
27,28,ctl,ctl08,,8,3,418,0,152.08,155.08,1
28,29,enc,enc18,old35,8,3,1418,0,156.08,159.08,2
29,30,enc,enc19,old16,8,1,1049,0,161.08,164.079,0.5
30,31,enc,enc20,old22,5,4,418,0,164.579,167.579,3.5
31,32,ctl,ctl09,,8,1,1224,0,171.079,174.079,7
32,33,enc,enc21,old52,9,4,1419,0,181.078,184.078,2.5
33,34,enc,enc22,old20,9,4,919,0,186.578,189.577,5
34,35,enc,enc23,old12,6,4,419,0,194.577,197.577,1
35,36,enc,enc24,old23,8,4,1419,0,198.577,201.576,10
36,37,enc,enc25,old68,8,1,768,0,211.576,214.575,1.5
37,38,enc,enc26,old18,9,4,1421,0,216.075,219.075,0.5
38,39,enc,enc27,old76,5,4,421,0,219.575,222.575,2.5
39,40,enc,enc28,old32,6,1,1557,0,225.075,228.074,3.5
40,41,ctl,ctl10,,9,4,921,0,231.574,234.574,1
41,42,ctl,ctl11,,6,1,808,0,235.574,238.574,0.5
42,43,ctl,ctl12,,6,1,577,0,239.074,242.073,1.5
43,44,ctl,ctl13,,5,1,606,0,243.573,246.573,7
44,45,enc,enc29,old77,9,4,1423,0,253.572,256.572,7
45,46,enc,enc30,old74,8,4,1423,0,263.572,266.571,2
46,47,ctl,ctl14,,9,1,930,0,268.571,271.571,6.5
47,48,enc,enc31,old37,6,1,1476,0,278.07,281.07,3.5
48,49,enc,enc32,old08,6,4,424,0,284.57,287.57,2.5
49,50,enc,enc33,old06,9,1,1554,0,290.07,293.069,4
50,51,enc,enc34,old56,8,4,424,0,297.069,300.069,3.5
51,52,ctl,ctl15,,8,1,853,0,303.568,306.568,1
52,53,enc,enc35,old07,9,1,1926,0,307.568,310.568,6.5
53,54,ctl,ctl16,,9,4,426,0,317.067,320.067,7.5
54,55,ctl,ctl17,,8,1,649,0,327.567,330.566,2.5
55,56,enc,enc36,old64,8,1,1492,0,333.066,336.066,1.5
56,57,enc,enc37,old24,9,1,1017,0,337.566,340.566,1
57,58,enc,enc38,old51,6,4,928,0,341.565,344.565,3
58,59,ctl,ctl18,,5,1,850,0,347.565,350.565,2.5
59,60,enc,enc39,old19,5,1,1303,0,353.065,356.064,1
60,61,enc,enc40,old25,6,4,427,0,357.064,360.064,9
61,62,enc,enc41,old66,6,4,928,0,369.063,372.063,1.5
62,63,enc,enc42,old39,8,4,1428,0,373.563,376.563,8.5
63,64,enc,enc43,old38,9,1,1311,0,385.062,388.062,8
64,65,ctl,ctl19,,5,1,742,0,396.061,399.061,1.5
65,66,enc,enc44,old50,5,4,1930,0,400.561,403.561,5
66,67,ctl,ctl20,,8,1,889,0,408.56,411.56,1
67,68,ctl,ctl21,,9,1,662,0,412.56,415.56,3
68,69,enc,enc45,old59,6,4,1432,0,418.559,421.559,5
69,70,ctl,ctl22,,8,1,735,0,426.559,429.558,0.5
70,71,enc,enc46,old61,9,1,1441,0,430.058,433.058,1.5
71,72,enc,enc47,old44,6,4,431,0,434.558,437.558,0.5
72,73,enc,enc48,old27,9,1,1240,0,438.058,441.058,2
73,74,enc,enc49,old15,6,1,717,0,443.057,446.057,1.5
74,75,enc,enc50,old11,8,1,1153,0,447.557,450.557,1
75,76,enc,enc51,old63,9,4,932,0,451.557,454.557,2.5
76,77,enc,enc52,old67,8,4,433,0,457.056,460.056,5.5
77,78,ctl,ctl23,,9,1,772,0,465.556,468.555,2.5
78,79,enc,enc53,old14,9,1,1180,0,471.055,474.055,1.5
79,80,ctl,ctl24,,6,1,983,0,475.555,478.555,0.5
80,81,enc,enc54,old71,5,4,934,0,479.055,482.054,3
81,82,enc,enc55,old28,8,1,1304,0,485.054,488.054,3.5
82,83,enc,enc56,old30,5,4,934,0,491.554,494.553,7.5
83,84,enc,enc57,old40,6,4,435,0,502.053,505.053,2.5
84,85,ctl,ctl25,,6,1,824,0,507.552,510.552,0.5
85,86,enc,enc58,old17,5,4,1435,0,511.052,514.052,1
86,87,enc,enc59,old46,6,1,1443,0,515.052,518.051,4
87,88,enc,enc60,old69,8,4,436,0,522.051,525.051,11.5
88,89,ctl,ctl26,,6,1,697,0,536.55,539.55,0.5
89,90,ctl,ctl27,,9,1,459,0,540.05,543.05,4
90,91,ctl,ctl28,,5,4,437,0,547.049,550.049,0.5
91,92,enc,enc61,old29,5,1,1693,0,550.549,553.549,2.5
92,93,enc,enc62,old60,5,4,1438,0,556.048,559.048,3
93,94,ctl,ctl29,,8,4,438,0,562.048,565.048,1
94,95,enc,enc63,old02,5,4,1438,0,566.048,569.047,2
95,96,enc,enc64,old03,9,1,1405,0,571.047,574.047,0.5
96,97,ctl,ctl30,,9,4,439,0,574.547,577.547,7
97,98,enc,enc65,old57,9,4,440,0,584.546,587.546,0.5
98,99,enc,enc66,old42,5,1,1870,0,588.046,591.046,0.5
99,100,ctl,ctl31,,6,4,939,0,591.546,594.545,0.5
100,101,ctl,ctl32,,5,1,549,0,595.045,598.045,1.5
101,102,enc,enc67,old58,8,4,440,0,599.545,602.545,3
102,103,enc,enc68,old31,6,1,1430,0,605.545,608.544,1.5
103,104,ctl,ctl33,,5,1,807,0,610.044,613.044,4.5
104,105,ctl,ctl34,,8,1,624,0,617.544,620.543,0.5
105,106,enc,enc69,old01,6,4,1441,0,621.043,624.043,8
106,107,enc,enc70,old55,5,4,442,0,632.042,635.042,1
107,108,ctl,ctl35,,8,1,848,0,636.042,639.042,4.5
108,109,ctl,ctl36,,6,1,934,0,643.542,646.541,2
109,110,enc,enc71,old70,6,1,936,0,648.541,651.541,1
110,111,enc,enc72,old13,8,1,1427,0,652.541,655.541,2
111,112,ctl,ctl37,,5,1,738,0,657.54,660.54,2
112,113,ctl,ctl38,,8,1,643,0,662.54,665.54,10
113,114,enc,enc73,old73,9,1,1152,0,675.539,678.539,3.5
114,115,enc,enc74,old26,8,4,443,0,682.039,685.038,9
115,116,ctl,ctl39,,9,4,944,0,694.038,697.037,0.5
116,117,enc,enc75,old47,9,1,1916,0,697.537,700.537,7
117,118,enc,enc76,old62,6,1,1690,0,707.537,710.536,12.5
118,119,enc,enc77,old36,5,1,1573,0,723.035,726.035,2.5
119,120,enc,enc78,old21,6,1,1410,0,728.535,731.535,18.5
