trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	8	nan	0	1	7.538	10.538	0.5
2	enc	enc000	nan	9	nan	0	1	11.038	14.038	0.5
3	ctl	ctl0	nan	8	nan	0	1	14.538	17.537	6.5
4	enc	enc01	old58	6	nan	0	1	24.037	27.036	2
5	enc	enc02	old03	5	nan	0	1	29.036	32.036	1.5
6	enc	enc03	old16	6	nan	0	1	33.536	36.536	1
7	enc	enc04	old78	9	nan	0	1	37.536	40.535	8.5
8	enc	enc05	old63	8	nan	0	1	49.035	52.034	2
9	enc	enc06	old46	9	nan	0	1	54.034	57.034	2.5
10	enc	enc07	old32	8	nan	0	1	59.534	62.533	1.5
11	ctl	ctl01	nan	8	nan	0	1	64.033	67.033	1.5
12	ctl	ctl02	nan	5	nan	0	1	68.533	71.533	0.5
13	enc	enc08	old42	6	nan	0	1	72.032	75.032	0.5
14	ctl	ctl03	nan	6	nan	0	1	75.532	78.532	2
15	enc	enc09	old14	5	nan	0	1	80.532	83.531	1.5
16	enc	enc10	old36	6	nan	0	1	85.031	88.031	2
17	ctl	ctl04	nan	8	nan	0	1	90.031	93.031	7.5
18	enc	enc11	old05	6	nan	0	1	100.53	103.53	5
19	enc	enc12	old25	8	nan	0	1	108.529	111.529	1.5
20	enc	enc13	old72	5	nan	0	1	113.029	116.028	3
21	enc	enc14	old15	9	nan	0	1	119.028	122.028	1
22	enc	enc15	old38	9	nan	0	1	123.028	126.028	1.5
23	enc	enc16	old34	5	nan	0	1	127.527	130.527	8.5
24	enc	enc17	old18	5	nan	0	1	139.026	142.026	2
25	enc	enc18	old12	5	nan	0	1	144.026	147.026	1
26	ctl	ctl05	nan	8	nan	0	1	148.026	151.025	1.5
27	ctl	ctl06	nan	5	nan	0	1	152.525	155.525	6.5
28	enc	enc19	old48	8	nan	0	1	162.024	165.024	1.5
29	enc	enc20	old67	6	nan	0	1	166.524	169.524	6.5
30	enc	enc21	old60	5	nan	0	1	176.023	179.023	3.5
31	ctl	ctl07	nan	5	nan	0	1	182.523	185.522	8
32	enc	enc22	old69	6	nan	0	1	193.522	196.521	13
33	enc	enc23	old09	5	nan	0	1	209.52	212.52	1
34	ctl	ctl08	nan	6	nan	0	1	213.52	216.52	2.5
35	enc	enc24	old13	8	nan	0	1	219.019	222.019	1.5
36	enc	enc25	old50	5	nan	0	1	223.519	226.519	3.5
37	enc	enc26	old59	9	nan	0	1	230.018	233.018	2
38	enc	enc27	old43	8	nan	0	1	235.018	238.018	3
39	enc	enc28	old26	9	nan	0	1	241.017	244.017	7
40	enc	enc29	old28	8	nan	0	1	251.016	254.016	1
41	enc	enc30	old65	6	nan	0	1	255.016	258.016	0.5
42	ctl	ctl09	nan	9	nan	0	1	258.516	261.516	1
43	ctl	ctl10	nan	8	nan	0	1	262.515	265.515	0.5
44	enc	enc31	old02	9	nan	0	1	266.015	269.015	7
45	enc	enc32	old73	6	nan	0	1	276.014	279.014	4
46	enc	enc33	old22	9	nan	0	1	283.014	286.013	2
47	enc	enc34	old20	6	nan	0	1	288.013	291.013	2.5
48	ctl	ctl11	nan	5	nan	0	1	293.513	296.512	4.5
49	enc	enc35	old68	5	nan	0	1	301.012	304.012	0.5
50	enc	enc36	old06	9	nan	0	1	304.512	307.511	3
51	ctl	ctl12	nan	9	nan	0	1	310.511	313.511	2
52	enc	enc37	old04	8	nan	0	1	315.511	318.51	0.5
53	ctl	ctl13	nan	6	nan	0	1	319.01	322.01	1
54	ctl	ctl14	nan	6	nan	0	1	323.01	326.01	2.5
55	ctl	ctl15	nan	6	nan	0	1	328.51	331.509	6.5
56	ctl	ctl16	nan	9	nan	0	1	338.009	341.008	9.5
57	enc	enc38	old41	6	nan	0	1	350.508	353.507	3
58	enc	enc39	old53	6	nan	0	1	356.507	359.507	3
59	enc	enc40	old62	5	nan	0	1	362.506	365.506	1
60	enc	enc41	old70	6	nan	0	1	366.506	369.506	2
61	enc	enc42	old56	9	nan	0	1	371.506	374.505	1
62	enc	enc43	old19	8	nan	0	1	375.505	378.505	0.5
63	enc	enc44	old27	9	nan	0	1	379.005	382.005	2.5
64	enc	enc45	old23	8	nan	0	1	384.505	387.504	8.5
65	enc	enc46	old30	9	nan	0	1	396.003	399.003	5.5
66	enc	enc47	old33	6	nan	0	1	404.503	407.502	2
67	enc	enc48	old08	6	nan	0	1	409.502	412.502	6
68	enc	enc49	old45	8	nan	0	1	418.501	421.501	6
69	enc	enc50	old52	9	nan	0	1	427.501	430.5	1.5
70	enc	enc51	old11	6	nan	0	1	432	435	2
71	ctl	ctl17	nan	8	nan	0	1	437	440	1.5
72	enc	enc52	old47	5	nan	0	1	441.499	444.499	4
73	ctl	ctl18	nan	9	nan	0	1	448.499	451.499	0.5
74	ctl	ctl19	nan	8	nan	0	1	451.998	454.998	6
75	ctl	ctl20	nan	5	nan	0	1	460.998	463.997	0.5
76	enc	enc53	old55	9	nan	0	1	464.497	467.497	2.5
77	enc	enc54	old40	8	nan	0	1	469.997	472.997	1.5
78	enc	enc55	old57	8	nan	0	1	474.496	477.496	2.5
79	enc	enc56	old29	6	nan	0	1	479.996	482.996	5.5
80	ctl	ctl21	nan	5	nan	0	1	488.495	491.495	4.5
81	enc	enc57	old54	9	nan	0	1	495.995	498.994	2.5
82	ctl	ctl22	nan	8	nan	0	1	501.494	504.494	6.5
83	enc	enc58	old66	9	nan	0	1	510.993	513.993	6.5
84	ctl	ctl23	nan	9	nan	0	1	520.492	523.492	1.5
85	ctl	ctl24	nan	8	nan	0	1	524.992	527.992	4.5
86	ctl	ctl25	nan	9	nan	0	1	532.491	535.491	1.5
87	ctl	ctl26	nan	5	nan	0	1	536.991	539.991	0.5
88	enc	enc59	old64	5	nan	0	1	540.491	543.49	10.5
89	ctl	ctl27	nan	6	nan	0	1	553.989	556.989	4.5
90	ctl	ctl28	nan	6	nan	0	1	561.489	564.488	2
91	enc	enc60	old61	8	nan	0	1	566.488	569.488	1.5
92	ctl	ctl29	nan	9	nan	0	1	570.988	573.988	12.5
93	enc	enc61	old10	8	nan	0	1	586.486	589.486	2
94	enc	enc62	old37	5	nan	0	1	591.486	594.486	1
