,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
54,55,enc,enc38,old49,6,1,2018,0,297.509,300.508,3
55,56,ctl,ctl15,,6,1,677,0,303.508,306.508,4
56,57,ctl,ctl16,,9,1,678,0,310.508,313.507,6.5
57,58,enc,enc39,old61,6,3,2486,0,320.007,323.007,0.5
58,59,enc,enc40,old57,5,3,1486,0,323.507,326.506,11.5
59,60,enc,enc41,old67,6,3,1988,0,338.005,341.005,9.5
60,61,ctl,ctl17,,8,1,764,0,350.504,353.504,1
61,62,enc,enc42,old55,9,3,488,0,354.504,357.504,5.5
62,63,enc,enc43,old24,8,1,1598,0,363.003,366.003,1.5
63,64,enc,enc44,old29,9,1,1174,0,367.503,370.503,1
64,65,ctl,ctl18,,9,1,728,0,371.503,374.502,2
65,66,enc,enc45,old19,8,3,989,0,376.502,379.502,3.5
66,67,enc,enc46,old27,9,3,1989,0,383.002,386.001,1.5
67,68,ctl,ctl19,,8,4,13,0,387.501,390.501,0.5
68,69,ctl,ctl20,,5,1,761,0,391.001,394.001,2.5
69,70,ctl,ctl21,,5,1,710,0,396.5,399.5,0.5
70,71,ctl,ctl22,,8,4,3,0,400,403,2.5
71,72,ctl,ctl23,,9,1,705,0,405.5,408.5,2
72,73,ctl,ctl24,,8,1,614,0,410.499,413.499,11
73,74,enc,enc47,old33,6,3,491,0,424.498,427.498,1
74,75,enc,enc48,old03,6,1,1337,0,428.498,431.498,1.5
75,76,enc,enc49,old50,8,1,1269,0,432.997,435.997,0.5
76,77,enc,enc50,old46,9,3,992,0,436.497,439.497,0.5
77,78,enc,enc51,old01,6,2,13,0,439.997,442.997,2
78,79,ctl,ctl25,,9,1,13,0,444.996,447.996,1
79,80,ctl,ctl26,,5,1,659,0,448.996,451.996,2
80,81,enc,enc52,old42,5,3,993,0,453.996,456.996,4
81,82,enc,enc53,old63,9,3,1493,0,460.995,463.995,4.5
82,83,enc,enc54,old48,8,1,1174,0,468.495,471.494,8.5
83,84,enc,enc55,old54,8,4,2,0,479.994,482.993,1
84,85,ctl,ctl27,,6,1,825,0,483.993,486.993,6
85,86,enc,enc56,old32,6,1,592,0,492.992,495.992,1.5
86,87,ctl,ctl28,,6,1,3,0,497.492,500.492,13
87,88,enc,enc57,old56,9,3,1495,0,513.491,516.491,1.5
88,89,enc,enc58,old68,9,1,1622,0,517.99,520.99,1.5
89,90,enc,enc59,old59,5,1,2,0,522.49,525.49,7.5
90,91,ctl,ctl29,,9,1,784,0,532.989,535.989,1.5
91,92,enc,enc60,old62,8,2,2,0,537.489,540.489,3.5
92,93,ctl,ctl30,,8,1,678,0,543.988,546.988,1
93,94,enc,enc61,old06,8,1,1090,0,547.988,550.988,1.5
94,95,ctl,ctl31,,8,3,2,0,552.488,555.487,3.5
95,96,enc,enc62,old38,5,3,998,0,558.987,561.987,4.5
96,97,ctl,ctl32,,5,1,631,0,566.486,569.486,3
97,98,enc,enc63,old78,8,3,2,0,572.486,575.486,0.5
98,99,enc,enc64,old66,9,3,1498,0,575.986,578.985,8
99,100,ctl,ctl33,,9,3,499,0,586.985,589.984,5
100,101,ctl,ctl34,,9,3,2,0,594.984,597.984,0.5
101,102,enc,enc65,old77,8,3,1500,0,598.484,601.483,1
102,103,enc,enc66,old69,8,3,3,0,602.483,605.483,11.5
103,104,ctl,ctl35,,6,3,501,0,616.982,619.982,2.5
104,105,enc,enc67,old11,5,3,2,0,622.482,625.481,2
105,106,enc,enc68,old10,9,3,2,0,627.481,630.481,0.5
106,107,enc,enc69,old28,5,3,1502,0,630.981,633.981,1
107,108,enc,enc70,old47,9,3,2,0,634.981,637.98,1
108,109,enc,enc71,old30,8,3,1003,0,638.98,641.98,0.5
109,110,ctl,ctl36,,6,3,3,0,642.48,645.48,7.5
110,111,enc,enc72,old18,6,1,1847,0,652.979,655.979,15
111,112,enc,enc73,old71,9,3,1503,0,670.978,673.977,0.5
112,113,ctl,ctl37,,5,3,505,0,674.477,677.477,1
113,114,ctl,ctl38,,6,1,609,0,678.477,681.477,0.5
114,115,enc,enc74,old41,5,3,504,0,681.977,684.977,9
115,116,enc,enc75,old43,6,3,1005,0,693.976,696.976,6
116,117,ctl,ctl39,,9,1,663,0,702.975,705.975,10.5
117,118,enc,enc76,old26,5,3,1006,0,716.474,719.474,5
118,119,enc,enc77,old31,5,,0,1,724.473,727.473,1
119,120,enc,enc78,old14,8,,0,1,728.473,731.473,18.5
