,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,5,1,740,0,0.052,3.052,1.5
1,2,enc,enc00,,8,3,450,0,4.552,7.551,0.5
2,3,enc,enc000,,9,3,1951,0,8.051,11.051,0.5
3,4,ctl,ctl01,,8,3,957,0,11.551,14.551,5.5
4,5,enc,enc01,old53,6,3,2451,0,20.05,23.05,0.5
5,6,enc,enc02,old03,5,1,20,0,23.55,26.55,1
6,7,enc,enc03,old16,6,3,2452,0,27.549,30.549,1
7,8,enc,enc04,old71,9,3,951,0,31.549,34.549,1.5
8,9,enc,enc05,old63,8,3,1451,0,36.049,39.048,2
9,10,enc,enc06,old40,9,3,1452,0,41.048,44.048,3
10,11,ctl,ctl02,,5,3,452,0,47.048,50.047,0.5
11,12,ctl,ctl03,,6,1,1057,0,50.547,53.547,4
12,13,enc,enc07,old39,8,1,1481,0,57.547,60.547,2.5
13,14,ctl,ctl04,,8,1,787,0,63.046,66.046,1.5
14,15,enc,enc08,old45,6,1,2165,0,67.546,70.546,2
15,16,enc,enc09,old26,5,1,1400,0,72.545,75.545,3.5
16,17,ctl,ctl05,,8,1,737,0,79.045,82.045,0.5
17,18,enc,enc10,old36,6,3,2455,0,82.544,85.544,2.5
18,19,enc,enc11,old08,6,1,1526,0,88.044,91.044,0.5
19,20,enc,enc12,old18,8,3,955,0,91.544,94.543,1
20,21,enc,enc13,old73,5,3,1956,0,95.543,98.543,1.5
21,22,enc,enc14,old24,9,3,2454,0,100.043,103.043,2.5
22,23,enc,enc15,old34,9,3,1955,0,105.542,108.542,3
23,24,enc,enc16,old32,5,3,955,0,111.542,114.542,1
24,25,enc,enc17,old15,5,3,1956,0,115.541,118.541,1.5
25,26,ctl,ctl06,,5,1,938,0,120.041,123.041,1.5
26,27,enc,enc18,old06,5,3,456,0,124.541,127.54,1
27,28,enc,enc19,old41,8,3,1457,0,128.54,131.54,2.5
28,29,ctl,ctl07,,5,1,761,0,134.04,137.04,2.5
29,30,enc,enc20,old68,6,3,457,0,139.539,142.539,0.5
30,31,enc,enc21,old57,5,3,1957,0,143.039,146.039,5.5
31,32,enc,enc22,old67,6,3,958,0,151.538,154.538,5.5
32,33,enc,enc23,old05,5,1,2195,0,160.037,163.037,2
33,34,enc,enc24,old04,8,1,2053,0,165.037,168.037,1
34,35,enc,enc25,old42,5,3,959,0,169.037,172.036,3
35,36,enc,enc26,old65,9,1,2361,0,175.036,178.036,3.5
36,37,ctl,ctl08,,6,1,862,0,181.536,184.535,0.5
37,38,ctl,ctl09,,9,1,1063,0,185.035,188.035,1.5
38,39,ctl,ctl10,,8,3,459,0,189.535,192.534,9.5
39,40,ctl,ctl11,,5,3,460,0,202.034,205.033,2
40,41,enc,enc27,old48,8,3,460,0,207.033,210.033,2
41,42,ctl,ctl12,,9,3,460,0,212.033,215.032,1
42,43,enc,enc28,old25,9,3,1461,0,216.032,219.032,0.5
43,44,ctl,ctl13,,6,3,461,0,219.532,222.532,0.5
44,45,enc,enc29,old37,8,3,1961,0,223.032,226.031,2
45,46,enc,enc30,old56,6,3,1962,0,228.031,231.031,4.5
46,47,enc,enc31,old09,9,3,1962,0,235.531,238.53,3.5
47,48,enc,enc32,old72,6,3,463,0,242.03,245.03,8
48,49,enc,enc33,old22,9,1,842,0,253.029,256.029,9
49,50,enc,enc34,old14,6,1,1427,0,265.028,268.028,0.5
50,51,ctl,ctl14,,6,1,1360,0,268.528,271.527,2.5
51,52,enc,enc35,old69,5,3,964,0,274.027,277.027,8.5
52,53,enc,enc36,old12,9,3,1964,0,285.526,288.526,0.5
53,54,enc,enc37,old11,8,3,964,0,289.026,292.025,5.5
54,55,enc,enc38,old46,6,1,1343,0,297.525,300.525,3
55,56,ctl,ctl15,,6,1,601,0,303.524,306.524,4
56,57,ctl,ctl16,,9,1,850,0,310.524,313.524,6.5
57,58,enc,enc39,old59,6,1,1289,0,320.023,323.023,0.5
58,59,enc,enc40,old62,5,4,1466,0,323.523,326.522,11.5
59,60,enc,enc41,old78,6,4,1967,0,338.021,341.021,9.5
60,61,ctl,ctl17,,8,1,615,0,350.52,353.52,1
61,62,enc,enc42,old61,9,4,467,0,354.52,357.52,5.5
62,63,enc,enc43,old19,8,1,1470,0,363.019,366.019,1.5
63,64,enc,enc44,old30,9,4,2468,0,367.519,370.518,1
64,65,ctl,ctl18,,9,1,938,0,371.518,374.518,2
65,66,enc,enc45,old17,8,4,969,0,376.518,379.52,3.5
66,67,enc,enc46,old27,9,1,1008,0,383.017,386.017,1.5
67,68,ctl,ctl19,,8,1,922,0,387.517,390.517,0.5
68,69,ctl,ctl20,,5,1,1190,0,391.016,394.016,2.5
69,70,ctl,ctl21,,5,1,874,0,396.516,399.517,0.5
70,71,ctl,ctl22,,8,1,1203,0,400.016,403.015,2.5
71,72,ctl,ctl23,,9,1,751,0,405.515,408.515,2
72,73,ctl,ctl24,,8,1,520,0,410.515,413.514,11
73,74,enc,enc47,old38,6,4,472,0,424.513,427.513,1
74,75,enc,enc48,old13,6,1,1301,0,428.513,431.513,1.5
75,76,enc,enc49,old49,8,4,1971,0,433.013,436.012,0.5
76,77,enc,enc50,old47,9,4,972,0,436.512,439.512,0.5
77,78,enc,enc51,old10,6,1,2152,0,440.012,443.012,2
78,79,ctl,ctl25,,9,1,814,0,445.012,448.011,1
79,80,ctl,ctl26,,5,4,973,0,449.011,452.011,2
80,81,enc,enc52,old52,5,4,973,0,454.011,457.01,4
81,82,enc,enc53,old60,9,1,1066,0,461.01,464.01,4.5
82,83,enc,enc54,old44,8,4,1474,0,468.509,471.509,8.5
83,84,enc,enc55,old55,8,1,2306,0,480.008,483.008,1
84,85,ctl,ctl27,,6,4,975,0,484.008,487.008,6
85,86,enc,enc56,old28,6,1,1554,0,493.007,496.007,1.5
86,87,ctl,ctl28,,6,1,890,0,497.507,500.509,13
87,88,enc,enc57,old64,9,4,1476,0,513.505,516.505,1.5
88,89,enc,enc58,old75,9,1,1862,0,518.005,521.005,1.5
