,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,8,,0,1,0.068,3.067,4.5
1,2,enc,enc000,,9,,0,1,7.567,10.567,0.5
2,3,ctl,ctl0,,8,,0,1,11.067,14.066,0.5
3,4,enc,enc01,old60,6,,0,1,14.566,17.566,6.5
4,5,enc,enc02,old07,5,,0,1,24.066,27.065,2
5,6,enc,enc03,old17,6,,0,1,29.065,32.065,1.5
6,7,enc,enc04,old70,9,,0,1,33.565,36.564,1
7,8,enc,enc05,old64,8,,0,1,37.564,40.564,8.5
8,9,enc,enc06,old49,9,,0,1,49.063,52.063,2
9,10,enc,enc07,old31,8,,0,1,54.063,57.063,2.5
10,11,ctl,ctl01,,8,,0,1,59.562,62.562,1.5
11,12,ctl,ctl02,,5,,0,1,64.062,67.062,1.5
12,13,enc,enc08,old44,6,,0,1,68.562,71.561,0.5
13,14,ctl,ctl03,,6,,0,1,72.061,75.061,0.5
14,15,enc,enc09,old21,5,,0,1,75.561,78.561,2
15,16,enc,enc10,old35,6,,0,1,80.561,83.56,1.5
16,17,ctl,ctl04,,8,,0,1,85.06,88.06,2
17,18,enc,enc11,old02,6,,0,1,90.06,93.059,7.5
18,19,enc,enc12,old25,8,,0,1,100.559,103.558,5
19,20,enc,enc13,old69,5,,0,1,108.558,111.558,1.5
20,21,enc,enc14,old14,9,,0,1,113.058,116.057,3
21,22,enc,enc15,old37,9,,0,1,119.057,122.057,1
22,23,enc,enc16,old39,5,,0,1,123.057,126.056,1.5
23,24,enc,enc17,old20,5,,0,1,127.556,130.556,8.5
24,25,enc,enc18,old13,5,,0,1,139.055,142.055,2
25,26,ctl,ctl05,,8,,0,1,144.055,147.055,1
26,27,ctl,ctl06,,5,,0,1,148.055,151.054,1.5
27,28,enc,enc19,old40,8,,0,1,152.554,155.554,6.5
28,29,enc,enc20,old75,6,,0,1,162.053,165.053,1.5
29,30,enc,enc21,old55,5,,0,1,166.553,169.553,6.5
30,31,ctl,ctl07,,5,,0,1,176.052,179.052,3.5
31,32,enc,enc22,old68,6,,0,1,182.551,185.551,8
32,33,enc,enc23,old05,5,,0,1,193.55,196.55,13
33,34,ctl,ctl08,,6,,0,1,209.549,212.549,1
34,35,enc,enc24,old11,8,,0,1,213.549,216.548,2.5
35,36,enc,enc25,old47,5,,0,1,219.048,222.048,1.5
36,37,enc,enc26,old61,9,,0,1,223.548,226.547,3.5
37,38,enc,enc27,old42,8,,0,1,230.047,233.047,2
38,39,enc,enc28,old22,9,,0,1,235.047,238.046,3
39,40,enc,enc29,old30,8,,0,1,241.046,244.046,7
40,41,enc,enc30,old56,6,,0,1,251.045,254.045,1
41,42,ctl,ctl09,,9,,0,1,255.045,258.045,0.5
42,43,ctl,ctl10,,8,,0,1,258.545,261.544,1
43,44,enc,enc31,old12,9,,0,1,262.544,265.544,0.5
