,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,5,1,994,0,0.11,3.109,7
1,2,enc,enc000,,9,1,1090,0,10.109,13.108,4.5
2,3,ctl,ctl0,,9,1,1336,0,17.608,20.608,4.5
3,4,enc,enc01,old58,8,1,1840,0,25.107,28.107,0.5
4,5,ctl,ctl01,,6,3,1394,0,28.607,31.607,0.5
5,6,enc,enc02,old06,5,3,394,0,32.107,35.107,4.5
6,7,enc,enc03,old54,5,3,395,0,39.606,42.606,2
7,8,ctl,ctl02,,5,4,395,0,44.606,47.605,3.5
8,9,ctl,ctl03,,6,4,1396,0,51.105,54.105,1.5
9,10,enc,enc04,old68,6,1,1067,0,55.605,58.604,2.5
10,11,enc,enc05,old77,5,4,1396,0,61.104,64.104,1
11,12,ctl,ctl04,,6,1,959,0,65.104,68.104,3
12,13,enc,enc06,old44,9,4,1396,0,71.103,74.103,4
13,14,ctl,ctl05,,9,1,833,0,78.103,81.102,0.5
14,15,enc,enc07,old65,6,4,897,0,81.602,84.602,2.5
15,16,ctl,ctl06,,9,4,397,0,87.102,90.102,2.5
16,17,ctl,ctl07,,5,1,668,0,92.601,95.601,3.5
17,18,enc,enc08,old02,8,4,897,0,99.101,102.1,1
18,19,enc,enc09,old66,9,4,1898,0,103.1,106.1,2
19,20,enc,enc10,old01,5,4,1898,0,108.1,111.1,0.5
20,21,enc,enc11,old30,9,4,898,0,111.6,114.599,4.5
21,22,enc,enc12,old35,5,4,899,0,119.099,122.099,7
22,23,enc,enc13,old42,8,1,858,0,129.098,132.098,0.5
23,24,enc,enc14,old48,8,1,1034,0,132.598,135.597,2
24,25,enc,enc15,old51,9,1,918,0,137.597,140.597,1
25,26,enc,enc16,old40,8,4,900,0,141.597,144.597,1
26,27,enc,enc17,old03,5,1,975,0,145.597,148.596,3.5
27,28,ctl,ctl08,,8,4,401,0,152.096,155.096,1
28,29,enc,enc18,old34,8,4,1400,0,156.096,159.095,2
29,30,enc,enc19,old24,8,1,1218,0,161.095,164.095,0.5
30,31,enc,enc20,old20,5,4,401,0,164.595,167.595,3.5
31,32,ctl,ctl09,,8,1,857,0,171.094,174.094,7
32,33,enc,enc21,old41,9,1,1062,0,181.093,184.093,2.5
33,34,enc,enc22,old19,9,4,902,0,186.593,189.592,5
34,35,enc,enc23,old10,6,4,403,0,194.592,197.592,1
35,36,enc,enc24,old25,8,1,1133,0,198.592,201.591,10
36,37,enc,enc25,old78,8,4,904,0,211.59,214.59,1.5
37,38,enc,enc26,old18,9,1,1028,0,216.09,219.09,0.5
38,39,enc,enc27,old75,5,4,404,0,219.59,222.59,2.5
39,40,enc,enc28,old28,6,1,903,0,225.089,228.089,3.5
40,41,ctl,ctl10,,9,1,747,0,231.589,234.588,1
41,42,ctl,ctl11,,6,1,761,0,235.588,238.588,0.5
42,43,ctl,ctl12,,6,1,719,0,239.088,242.088,1.5
43,44,ctl,ctl13,,5,1,647,0,243.588,246.587,7
44,45,enc,enc29,old72,9,4,1405,0,253.587,256.586,7
45,46,enc,enc30,old73,8,1,824,0,263.586,266.586,2
46,47,ctl,ctl14,,9,1,758,0,268.585,271.585,6.5
47,48,enc,enc31,old32,6,1,628,0,278.084,281.084,3.5
48,49,enc,enc32,old11,6,4,407,0,284.584,287.584,2.5
49,50,enc,enc33,old12,9,1,734,0,290.083,293.083,4
50,51,enc,enc34,old53,8,4,408,0,297.083,300.082,3.5
51,52,ctl,ctl15,,8,1,747,0,303.582,306.582,1
52,53,enc,enc35,old07,9,1,1310,0,307.582,310.581,6.5
53,54,ctl,ctl16,,9,4,408,0,317.081,320.081,7.5
54,55,ctl,ctl17,,8,1,1145,0,327.58,330.58,2.5
55,56,enc,enc36,old57,8,1,1564,0,333.079,336.079,1.5
56,57,enc,enc37,old16,9,1,854,0,337.579,340.579,1
57,58,enc,enc38,old47,6,4,910,0,341.579,344.578,3
58,59,ctl,ctl18,,5,1,602,0,347.578,350.578,2.5
