trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
97	ctl	ctl32	nan	5	1	616	0	572.802	575.811	0.5
98	enc	enc63	old70	8	1	679	0	576.312	579.321	8
99	enc	enc64	old75	9	1	1017	0	587.312	590.321	5
100	ctl	ctl33	nan	9	1	784	0	595.319	598.328	0.5
101	ctl	ctl34	nan	9	1	689	0	598.829	601.838	1
102	enc	enc65	old76	8	1	1043	0	602.825	605.833	11.5
103	enc	enc66	old67	8	1	831	0	617.334	620.343	2.5
104	ctl	ctl35	nan	6	1	673	0	622.834	625.843	2
105	enc	enc67	old05	5	1	869	0	627.832	630.841	0.5
106	enc	enc68	old01	9	1	935	0	631.343	634.352	1
107	enc	enc69	old28	5	1	959	0	635.355	638.364	1
108	enc	enc70	old47	9	1	1219	0	639.366	642.375	0.5
109	enc	enc71	old32	8	1	1136	0	642.877	645.886	7.5
110	ctl	ctl36	nan	6	1	801	0	653.375	656.384	15
111	enc	enc72	old24	6	1	1135	0	671.378	674.387	0.5
112	enc	enc73	old78	9	1	1139	0	674.889	677.898	1
113	ctl	ctl37	nan	5	1	964	0	678.901	681.91	0.5
114	ctl	ctl38	nan	6	1	656	0	682.411	685.42	9
115	enc	enc74	old41	5	1	1049	0	694.413	697.422	6
116	enc	enc75	old49	6	1	1271	0	703.424	706.433	10.5
117	ctl	ctl39	nan	9	1	748	0	716.93	719.939	5
118	enc	enc76	old16	5	1	905	0	724.938	727.947	1
119	enc	enc77	old37	5	1	1113	0	728.95	731.958	18.5
120	enc	enc78	old19	8	1	1613	0			
