trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	ctl	ctl0	nan	5	1	1184	0	4.512	7.521	0.5
2	enc	enc00	nan	8	1	768	0	8.023	11.032	0.5
3	enc	enc000	nan	9	1	1520	0	11.533	14.542	5.5
4	ctl	ctl01	nan	8	1	1026	0	20.042	23.051	0.5
5	enc	enc01	old58	6	1	1637	0	23.552	26.561	1
6	enc	enc02	old08	5	1	2311	0	27.547	30.556	1
7	enc	enc03	old17	6	1	1660	0	31.543	34.552	1.5
8	enc	enc04	old68	9	1	1295	0	36.039	39.048	2
9	enc	enc05	old62	8	1	1207	0	41.038	44.046	3
10	enc	enc06	old52	9	1	1040	0	47.039	50.048	0.5
11	ctl	ctl02	nan	5	1	767	0	50.549	53.558	4
12	ctl	ctl03	nan	6	1	897	0	57.553	60.562	2.5
13	enc	enc07	old33	8	1	1244	0	63.053	66.062	1.5
14	ctl	ctl04	nan	8	1	944	0	67.55	70.559	2
15	enc	enc08	old50	6	1	1223	0	72.548	75.557	3.5
16	enc	enc09	old26	5	1	1177	0	79.051	82.059	0.5
17	ctl	ctl05	nan	8	1	658	0	82.561	85.57	2.5
18	enc	enc10	old30	6	1	1411	0	88.061	91.07	0.5
19	enc	enc11	old03	6	1	951	0	91.571	94.58	1
20	enc	enc12	old18	8	1	1329	0	95.583	98.592	1.5
21	enc	enc13	old69	5	1	1077	0	100.08	103.089	2.5
22	enc	enc14	old15	9	1	940	0	105.579	108.588	3
23	enc	enc15	old36	9	1	952	0	111.581	114.59	1
24	enc	enc16	old38	5	1	1422	0	115.593	118.601	1.5
25	enc	enc17	old23	5	1	1338	0	120.089	123.098	1.5
26	ctl	ctl06	nan	5	1	1074	0	124.586	127.595	1
27	enc	enc18	old06	5	1	1017	0	128.598	131.607	2.5
28	enc	enc19	old42	8	1	845	0	134.098	137.106	2.5
29	ctl	ctl07	nan	5	1	808	0	139.597	142.606	0.5
30	enc	enc20	old71	6	1	749	0	143.108	146.117	5.5
31	enc	enc21	old61	5	1	1198	0	151.616	154.625	5.5
32	enc	enc22	old73	6	1	778	0	160.125	163.134	2
33	enc	enc23	old12	5	1	964	0	165.123	168.132	1
34	enc	enc24	old02	8	1	950	0	169.118	172.127	3
35	enc	enc25	old48	5	1	1355	0	175.12	178.128	3.5
36	enc	enc26	old63	9	1	1057	0	181.622	184.631	0.5
37	ctl	ctl08	nan	6	1	770	0	185.133	188.142	1.5
38	ctl	ctl09	nan	9	1	835	0	189.629	192.638	9.5
39	ctl	ctl10	nan	8	1	643	0	202.133	205.142	2
40	ctl	ctl11	nan	5	1	739	0	207.131	210.14	2
41	enc	enc27	old45	8	1	1036	0	212.13	215.138	1
42	ctl	ctl12	nan	9	1	741	0	216.141	219.15	0.5
43	enc	enc28	old21	9	1	1034	0	219.652	222.661	0.5
44	ctl	ctl13	nan	6	1	891	0	223.162	226.171	2
45	enc	enc29	old35	8	1	765	0	228.161	231.169	4.5
46	enc	enc30	old64	6	1	1214	0	235.666	238.675	3.5
47	enc	enc31	old13	9	1	1012	0	242.169	245.178	8
48	enc	enc32	old74	6	1	773	0	253.168	256.177	9
49	enc	enc33	old22	9	1	1238	0	265.171	268.18	0.5
50	enc	enc34	old20	6	1	1258	0	268.681	271.69	2.5
51	ctl	ctl14	nan	6	1	732	0	274.181	277.19	8.5
52	enc	enc35	old66	5	1	1120	0	285.682	288.691	0.5
53	enc	enc36	old09	9	1	1026	0	289.192	292.201	5.5
54	enc	enc37	old10	8	1	1196	0	297.701	300.71	3
55	enc	enc38	old40	6	1	911	0	303.702	306.711	4
56	ctl	ctl15	nan	6	1	670	0	310.706	313.715	6.5
57	ctl	ctl16	nan	9	1	521	0	320.218	323.227	0.5
58	enc	enc39	old53	6	1	937	0	323.728	326.737	11.5
59	enc	enc40	old65	5	1	1139	0	338.238	341.247	9.5
60	enc	enc41	old72	6	1	1132	0	350.742	353.751	1
61	ctl	ctl17	nan	8	1	788	0	354.754	357.763	5.5
62	enc	enc42	old54	9	1	1040	0	363.262	366.271	1.5
63	enc	enc43	old25	8	1	931	0	367.759	370.768	1
64	enc	enc44	old27	9	1	1258	0	371.771	374.78	2
65	ctl	ctl18	nan	9	1	822	0	376.769	379.778	3.5
66	enc	enc45	old14	8	1	944	0	383.272	386.281	1.5
67	enc	enc46	old34	9	1	624	0	387.768	390.777	0.5
68	ctl	ctl19	nan	8	1	704	0	391.279	394.288	2.5
69	ctl	ctl20	nan	5	1	913	0	396.779	399.787	0.5
70	ctl	ctl21	nan	5	1	685	0	400.289	403.298	2.5
71	ctl	ctl22	nan	8	1	799	0	405.789	408.798	2
72	ctl	ctl23	nan	9	1	650	0	410.787	413.796	11
73	ctl	ctl24	nan	8	1	660	0	424.795	427.804	1
74	enc	enc47	old31	6	1	1100	0	428.79	431.799	1.5
75	enc	enc48	old07	6	1	1569	0	433.287	436.296	0.5
76	enc	enc49	old43	8	1	1167	0	436.798	439.806	0.5
77	enc	enc50	old51	9	1	1032	0	440.308	443.317	2
78	enc	enc51	old11	6	1	1514	0	445.306	448.315	1
79	ctl	ctl25	nan	9	1	1100	0	449.301	452.31	2
80	ctl	ctl26	nan	5	1	721	0	454.3	457.309	4
81	enc	enc52	old46	5	1	1050	0	461.304	464.313	4.5
82	enc	enc53	old57	9	1	845	0	468.809	471.818	8.5
83	enc	enc54	old44	8	1	892	0	480.31	483.319	1
84	enc	enc55	old60	8	1	878	0	484.305	487.314	6
85	ctl	ctl27	nan	6	1	811	0	493.316	496.325	1.5
86	enc	enc56	old39	6	1	1096	0	497.812	500.821	13
87	ctl	ctl28	nan	6	1	912	0	513.81	516.819	1.5
88	enc	enc57	old55	9	1	1017	0	518.307	521.315	1.5
89	enc	enc58	old77	9	1	888	0	522.803	525.812	7.5
90	enc	enc59	old59	5	1	1008	0	533.301	536.31	1.5
91	ctl	ctl29	nan	9	1	733	0	537.798	540.807	3.5
92	enc	enc60	old56	8	1	1188	0	544.3	547.309	1
93	ctl	ctl30	nan	8	1	742	0	548.296	551.305	1.5
94	enc	enc61	old04	8	1	1050	0	552.792	555.801	3.5
95	ctl	ctl31	nan	8	1	674	0	559.295	562.304	4.5
96	enc	enc62	old29	5	1	938	0	566.801	569.81	3
