,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,9,,0,1,0.013,3.022,2
1,2,enc,enc00,,5,1,1804,0,5.012,8.02,3
2,3,enc,enc000,,9,1,1683,0,11.013,14.022,2
3,4,ctl,ctl01,,6,1,2084,0,16.011,19.02,1
4,5,enc,enc01,old53,8,1,1752,0,20.023,23.032,8
5,6,enc,enc02,old10,5,1,2009,0,31.022,34.031,7.5
6,7,enc,enc03,old62,5,1,1278,0,41.52,44.529,0.5
7,8,enc,enc04,old47,6,,0,1,45.031,48.039,6
8,9,enc,enc05,old40,5,1,2181,0,54.041,57.05,2
9,10,enc,enc06,old78,9,1,2463,0,59.039,62.048,2
10,11,ctl,ctl02,,5,1,1280,0,64.037,67.046,4
11,12,ctl,ctl03,,6,1,676,0,71.041,74.05,2.5
12,13,ctl,ctl04,,6,1,664,0,76.541,79.55,1.5
13,14,ctl,ctl05,,9,1,703,0,81.038,84.047,5
14,15,enc,enc07,old57,6,1,2095,0,89.045,92.054,1
15,16,enc,enc08,old13,8,1,2283,0,93.057,96.066,3
16,17,ctl,ctl06,,9,1,1186,0,99.058,102.067,3
17,18,enc,enc09,old46,9,1,1641,0,105.059,108.068,2.5
18,19,enc,enc10,old05,5,1,1781,0,110.559,113.568,6.5
19,20,enc,enc11,old39,9,1,1469,0,120.07,123.079,2.5
20,21,enc,enc12,old30,5,1,1553,0,125.57,128.579,2
21,22,enc,enc13,old71,8,1,771,0,130.568,133.577,4.5
22,23,enc,enc14,old66,8,1,1384,0,138.074,141.083,4.5
23,24,enc,enc15,old72,9,1,1071,0,145.579,148.588,2.5
24,25,enc,enc16,old69,8,1,1251,0,151.079,154.088,1
25,26,enc,enc17,old07,5,1,2224,0,155.074,158.083,1.5
26,27,ctl,ctl07,,5,1,1199,0,159.571,162.58,4
27,28,ctl,ctl08,,8,1,1090,0,166.575,169.584,3
28,29,enc,enc18,old31,8,1,1753,0,172.576,175.585,1
29,30,enc,enc19,old25,8,1,2245,0,176.572,179.581,1
30,31,enc,enc20,old21,5,1,1345,0,180.584,183.592,0.5
31,32,enc,enc21,old74,9,1,1931,0,184.094,187.103,3.5
32,33,enc,enc22,old17,9,1,1651,0,190.597,193.606,4.5
33,34,ctl,ctl09,,8,1,826,0,198.102,201.111,9.5
34,35,enc,enc23,old12,6,1,1922,0,210.606,213.615,3.5
35,36,ctl,ctl10,,9,1,1474,0,217.109,220.118,4
36,37,enc,enc24,old15,8,1,1126,0,224.113,227.122,4
37,38,enc,enc25,old42,8,1,1234,0,231.117,234.126,1
38,39,enc,enc26,old18,9,1,1662,0,235.129,238.138,6
39,40,enc,enc27,old49,5,1,1979,0,244.139,247.148,6.5
40,41,enc,enc28,old33,6,1,891,0,253.651,256.66,2
41,42,enc,enc29,old51,9,1,2477,0,258.649,261.658,1.5
42,43,enc,enc30,old45,8,1,2083,0,263.146,266.155,2.5
43,44,enc,enc31,old38,6,1,2400,0,268.645,271.654,4.5
44,45,enc,enc32,old01,6,1,1206,0,276.151,279.16,0.5
45,46,ctl,ctl11,,6,1,1200,0,279.661,282.67,1
46,47,enc,enc33,old08,9,1,844,0,283.657,286.666,1.5
47,48,enc,enc34,old60,8,1,2355,0,288.153,291.162,2
48,49,ctl,ctl12,,6,1,1028,0,293.152,296.161,4
49,50,enc,enc35,old02,9,1,1688,0,300.156,303.165,2
50,51,enc,enc36,old63,8,,0,1,305.154,308.163,2.5
51,52,enc,enc37,old19,9,1,1150,0,310.654,313.663,2
52,53,enc,enc38,old70,6,1,1023,0,315.652,318.661,14.5
53,54,enc,enc39,old20,5,1,953,0,333.154,336.163,4
54,55,ctl,ctl13,,5,1,868,0,340.158,343.167,1.5
55,56,enc,enc40,old24,6,1,1963,0,344.655,347.664,1
56,57,ctl,ctl14,,9,1,823,0,348.667,351.676,3
57,58,ctl,ctl15,,8,1,982,0,354.668,357.677,5.5
58,59,ctl,ctl16,,9,1,705,0,363.176,366.185,2
59,60,enc,enc41,old50,6,1,1266,0,368.175,371.184,2.5
60,61,enc,enc42,old28,8,,0,1,373.674,376.683,3
61,62,enc,enc43,old35,9,1,2846,0,379.675,382.684,3
62,63,enc,enc44,old75,5,1,1636,0,385.677,388.686,2
63,64,enc,enc45,old58,6,1,653,0,390.675,393.684,5
64,65,enc,enc46,old65,9,1,782,0,398.682,401.691,4.5
65,66,ctl,ctl17,,8,1,676,0,406.188,409.197,10.5
66,67,enc,enc47,old76,6,1,713,0,419.694,422.703,2.5
67,68,enc,enc48,old37,9,1,1133,0,425.194,428.203,2.5
68,69,ctl,ctl18,,5,1,1025,0,430.694,433.703,6
69,70,ctl,ctl19,,5,1,782,0,439.704,442.713,3.5
70,71,enc,enc49,old23,6,1,2063,0,446.207,449.216,1.5
71,72,ctl,ctl20,,8,1,1079,0,450.703,453.712,2.5
72,73,ctl,ctl21,,9,1,867,0,456.203,459.212,4
73,74,enc,enc50,old11,8,1,1262,0,463.207,466.216,2
74,75,enc,enc51,old56,9,1,1896,0,468.205,471.214,3
75,76,ctl,ctl22,,8,1,1166,0,474.207,477.215,3
76,77,enc,enc52,old43,8,1,1189,0,480.208,483.217,4
77,78,enc,enc53,old16,9,1,1120,0,487.212,490.221,0.5
78,79,ctl,ctl23,,9,1,1066,0,490.722,493.731,8
79,80,ctl,ctl24,,6,1,674,0,501.722,504.731,3
80,81,enc,enc54,old44,5,1,1145,0,507.723,510.732,0.5
81,82,enc,enc55,old36,8,1,1179,0,511.233,514.242,1.5
82,83,enc,enc56,old27,5,1,897,0,515.73,518.739,4
83,84,ctl,ctl25,,6,1,733,0,522.734,525.743,5
84,85,enc,enc57,old77,6,1,782,0,530.741,533.75,7.5
85,86,ctl,ctl26,,6,1,811,0,541.239,544.248,1
86,87,ctl,ctl27,,9,1,928,0,545.234,548.243,1.5
87,88,enc,enc58,old14,5,1,1303,0,549.731,552.74,0.5
88,89,enc,enc59,old68,6,1,848,0,553.242,556.25,1.5
89,90,enc,enc60,old48,8,1,1184,0,557.738,560.747,2
90,91,ctl,ctl28,,5,1,2049,0,562.736,565.745,1
91,92,ctl,ctl29,,8,1,733,0,566.732,569.741,5
92,93,ctl,ctl30,,9,1,670,0,574.739,577.748,2
93,94,ctl,ctl31,,6,1,696,0,579.737,582.746,5.5
94,95,enc,enc61,old34,5,1,1082,0,588.246,591.255,0.5
95,96,ctl,ctl32,,5,1,2564,0,591.756,594.765,8
96,97,enc,enc62,old54,5,1,837,0,602.755,605.764,1
97,98,ctl,ctl33,,5,1,1833,0,606.751,609.76,0.5
98,99,enc,enc63,old04,5,1,979,0,610.261,613.27,3.5
99,100,enc,enc64,old03,9,1,1187,0,616.764,619.773,1.5
100,101,enc,enc65,old55,9,1,1387,0,621.26,624.269,2.5
101,102,enc,enc66,old73,5,1,831,0,626.76,629.769,9.5
102,103,enc,enc67,old59,8,1,1574,0,639.264,642.273,0.5
103,104,ctl,ctl34,,8,1,1344,0,642.774,645.783,1
104,105,enc,enc68,old29,6,1,924,0,646.77,649.779,3
105,106,enc,enc69,old09,6,1,1299,0,652.771,655.78,1
106,107,ctl,ctl35,,8,1,911,0,656.783,659.792,2
107,108,ctl,ctl36,,6,1,936,0,661.781,664.79,0.5
108,109,enc,enc70,old61,5,1,1226,0,665.291,668.3,2
109,110,ctl,ctl37,,5,1,787,0,670.29,673.298,8.5
110,111,enc,enc71,old41,6,1,703,0,681.79,684.799,1.5
111,112,enc,enc72,old06,8,1,1174,0,686.287,689.296,1
112,113,enc,enc73,old52,9,1,1625,0,690.299,693.308,1
113,114,enc,enc74,old22,8,,0,1,694.311,697.32,4
114,115,enc,enc75,old67,9,1,785,0,701.315,704.324,9.5
115,116,ctl,ctl38,,8,1,800,0,713.819,716.828,4.5
116,117,ctl,ctl39,,9,1,654,0,721.325,724.334,0.5
117,118,enc,enc76,old64,6,1,1424,0,724.835,727.844,4
118,119,enc,enc77,old32,5,1,740,0,731.839,734.848,1
119,120,enc,enc78,old26,6,1,793,0,735.834,738.843,11.5
