trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
36	enc	enc25	old42	5	1	420	0	223.582	226.591	3.5
37	enc	enc26	old63	9	1	1003	0	230.085	233.094	2
38	enc	enc27	old45	8	1	708	0	235.083	238.092	3
39	enc	enc28	old24	9	1	1094	0	241.084	244.093	7
40	enc	enc29	old33	8	1	477	0	251.081	254.09	1
41	enc	enc30	old54	6	1	687	0	255.093	258.102	0.5
42	ctl	ctl09	nan	9	1	667	0	258.603	261.612	1
43	ctl	ctl10	nan	8	1	613	0	262.598	265.607	0.5
44	enc	enc31	old03	9	1	490	0	266.109	269.118	7
45	enc	enc32	old74	6	1	643	0	276.105	279.114	4
46	enc	enc33	old23	9	1	487	0	283.11	286.118	2
47	enc	enc34	old26	6	1	521	0	288.108	291.117	2.5
48	ctl	ctl11	nan	5	1	715	0	293.607	296.616	4.5
49	enc	enc35	old72	5	1	560	0	301.113	304.122	0.5
50	enc	enc36	old09	9	1	470	0	304.624	307.633	3
51	ctl	ctl12	nan	9	1	911	0	310.625	313.634	2
52	enc	enc37	old13	8	1	661	0	315.623	318.632	0.5
53	ctl	ctl13	nan	6	1	671	0	319.134	322.143	1
54	ctl	ctl14	nan	6	1	680	0	323.146	326.155	2.5
55	ctl	ctl15	nan	6	1	572	0	328.645	331.654	6.5
56	ctl	ctl16	nan	9	1	641	0	338.157	341.166	9.5
57	enc	enc38	old47	6	1	569	0	350.661	353.67	3
58	enc	enc39	old61	6	1	848	0	356.662	359.671	3
59	enc	enc40	old53	5	1	551	0	362.663	365.672	1
60	enc	enc41	old66	6	1	574	0	366.659	369.668	2
61	enc	enc42	old58	9	1	1114	0	371.657	374.666	1
62	enc	enc43	old17	8	1	812	0	375.669	378.678	0.5
63	enc	enc44	old30	9	1	863	0	379.179	382.188	2.5
64	enc	enc45	old14	8	1	713	0	384.679	387.688	8.5
65	enc	enc46	old31	9	1	509	0	396.18	399.189	5.5
66	enc	enc47	old28	6	1	800	0	404.689	407.698	2
67	enc	enc48	old07	6	1	490	0	409.687	412.696	6
68	enc	enc49	old48	8	1	732	0	418.697	421.706	6
69	enc	enc50	old51	9	1	706	0	427.707	430.716	1.5
70	enc	enc51	old04	6	1	1024	0	432.204	435.213	2
71	ctl	ctl17	nan	8	1	783	0	437.202	440.211	1.5
72	enc	enc52	old52	5	1	992	0	441.699	444.708	4
73	ctl	ctl18	nan	9	1	1415	0	448.703	451.712	0.5
74	ctl	ctl19	nan	8	1	635	0	452.214	455.223	6
75	ctl	ctl20	nan	5	1	636	0	461.224	464.233	0.5
76	enc	enc53	old57	9	1	554	0	464.735	467.743	2.5
77	enc	enc54	old50	8	1	691	0	470.234	473.243	1.5
78	enc	enc55	old60	8	1	815	0	474.731	477.74	2.5
79	enc	enc56	old34	6	1	814	0	480.231	483.24	5.5
80	ctl	ctl21	nan	5	1	714	0	488.739	491.748	4.5
81	enc	enc57	old56	9	1	646	0	496.245	499.254	2.5
82	ctl	ctl22	nan	8	1	620	0	501.745	504.754	6.5
83	enc	enc58	old68	9	1	519	0	511.257	514.266	6.5
84	ctl	ctl23	nan	9	1	535	0	520.768	523.777	1.5
85	ctl	ctl24	nan	8	1	600	0	525.265	528.274	4.5
86	ctl	ctl25	nan	9	1	559	0	532.771	535.78	1.5
87	ctl	ctl26	nan	5	1	517	0	537.267	540.276	0.5
88	enc	enc59	old64	5	1	652	0	540.778	543.787	10.5
89	ctl	ctl27	nan	6	1	869	0	554.285	557.294	4.5
90	ctl	ctl28	nan	6	1	570	0	561.791	564.8	2
91	enc	enc60	old55	8	1	584	0	566.789	569.798	1.5
92	ctl	ctl29	nan	9	1	617	0	571.286	574.295	12.5
93	enc	enc61	old11	8	1	600	0	586.782	589.791	2
94	enc	enc62	old39	5	1	672	0	591.78	594.789	1
95	enc	enc63	old78	8	1	898	0	595.792	598.801	4
96	ctl	ctl30	nan	8	1	1078	0	602.796	605.805	0.5
97	enc	enc64	old71	9	1	697	0	606.307	609.316	4
98	enc	enc65	old67	8	1	1394	0	613.311	616.32	3.5
99	enc	enc66	old73	8	1	694	0	619.814	622.823	1
100	ctl	ctl31	nan	8	1	559	0	623.826	626.835	0.5
101	ctl	ctl32	nan	5	1	635	0	627.336	630.345	2.5
102	enc	enc67	old02	5	1	557	0	632.836	635.845	0.5
103	ctl	ctl33	nan	9	1	584	0	636.346	639.355	9
104	ctl	ctl34	nan	9	1	938	0	648.349	651.358	2
105	ctl	ctl35	nan	6	1	527	0	653.347	656.356	0.5
106	enc	enc68	old05	9	1	593	0	656.857	659.866	2
107	ctl	ctl36	nan	6	1	691	0	661.856	664.865	4.5
108	ctl	ctl37	nan	5	1	572	0	669.361	672.37	4.5
109	ctl	ctl38	nan	6	1	554	0	676.867	679.876	3.5
110	enc	enc69	old29	5	1	520	0	683.37	686.379	1.5
111	enc	enc70	old49	9	1	1073	0	687.867	690.876	4.5
112	enc	enc71	old38	8	1	808	0	695.372	698.381	0.5
113	enc	enc72	old18	6	1	894	0	698.883	701.892	0.5
114	enc	enc73	old77	9	1	1071	0	702.393	705.402	5
115	ctl	ctl39	nan	9	1	889	0	710.4	713.409	4.5
116	enc	enc74	old41	5	1	642	0	717.906	720.915	5.5
117	enc	enc75	old43	6	1	608	0	726.415	729.424	1
118	enc	enc76	old15	5	1	923	0	730.427	733.436	0.5
119	enc	enc77	old27	5	1	1150	0	733.937	736.946	13.5
120	enc	enc78	old16	8	1	1072	0			
