trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	8	1	633	0	7.521	10.53	0.5
2	enc	enc000	nan	9	1	599	0	11.031	14.04	0.5
3	ctl	ctl0	nan	8	1	1529	0	14.542	17.551	6.5
4	enc	enc01	old62	6	1	978	0	24.054	27.063	2
5	enc	enc02	old08	5	1	433	0	29.052	32.061	1.5
6	enc	enc03	old22	6	1	995	0	33.549	36.558	1
7	enc	enc04	old70	9	1	794	0	37.561	40.57	8.5
8	enc	enc05	old65	8	1	910	0	49.062	52.071	2
9	enc	enc06	old40	9	1	641	0	54.06	57.069	2.5
10	enc	enc07	old36	8	1	1050	0	59.56	62.568	1.5
11	ctl	ctl01	nan	8	1	742	0	64.056	67.065	1.5
12	ctl	ctl02	nan	5	1	718	0	68.553	71.562	0.5
13	enc	enc08	old46	6	1	677	0	72.063	75.072	0.5
14	ctl	ctl03	nan	6	1	879	0	75.574	78.583	2
15	enc	enc09	old21	5	1	544	0	80.572	83.581	1.5
16	enc	enc10	old35	6	1	770	0	85.069	88.078	2
17	ctl	ctl04	nan	8	1	768	0	90.067	93.076	7.5
18	enc	enc11	old10	6	1	378	0	100.565	103.574	5
19	enc	enc12	old20	8	1	488	0	108.572	111.581	1.5
20	enc	enc13	old75	5	1	529	0	113.069	116.078	3
21	enc	enc14	old25	9	1	752	0	119.07	122.079	1
22	enc	enc15	old32	9	1	902	0	123.066	126.075	1.5
23	enc	enc16	old37	5	1	898	0	127.562	130.571	8.5
24	enc	enc17	old19	5	1	818	0	139.063	142.072	2
25	enc	enc18	old06	5	1	549	0	144.062	147.07	1
26	ctl	ctl05	nan	8	1	574	0	148.073	151.082	1.5
27	ctl	ctl06	nan	5	1	418	0	152.57	155.579	6.5
28	enc	enc19	old44	8	1	505	0	162.082	165.091	1.5
29	enc	enc20	old76	6	nan	0	1	166.579	169.588	6.5
30	enc	enc21	old59	5	1	616	0	176.09	179.099	3.5
31	ctl	ctl07	nan	5	1	505	0	182.593	185.602	8
32	enc	enc22	old69	6	1	529	0	193.593	196.602	13
33	enc	enc23	old12	5	1	513	0	209.59	212.599	1
34	ctl	ctl08	nan	6	1	492	0	213.586	216.594	2.5
35	enc	enc24	old01	8	1	615	0	219.085	222.094	1.5
