,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,9,,0,1,0.02,3.029,2
1,2,enc,enc00,,5,1,2422,0,5.018,8.027,3
2,3,enc,enc000,,9,1,2836,0,11.02,14.029,2
3,4,ctl,ctl01,,6,,0,1,16.018,19.027,1
4,5,enc,enc01,old59,8,,0,1,20.03,23.039,8
5,6,enc,enc02,old13,5,1,1555,0,31.029,34.038,7.5
6,7,enc,enc03,old54,5,1,1647,0,41.528,44.537,0.5
7,8,enc,enc04,old46,6,1,2641,0,45.038,48.047,6
8,9,enc,enc05,old52,5,1,1815,0,54.048,57.057,2
9,10,enc,enc06,old78,9,1,1832,0,59.047,62.056,2
10,11,ctl,ctl02,,5,,0,1,64.045,67.054,4
11,12,ctl,ctl03,,6,,0,1,71.049,74.058,2.5
12,13,ctl,ctl04,,6,,0,1,76.549,79.558,1.5
13,14,ctl,ctl05,,9,,0,1,81.046,84.055,5
14,15,enc,enc07,old62,6,1,2305,0,89.053,92.062,1
15,16,enc,enc08,old02,8,1,2269,0,93.065,96.074,3
16,17,ctl,ctl06,,9,,0,1,99.066,102.075,3
17,18,enc,enc09,old42,9,1,1875,0,105.067,108.076,2.5
18,19,enc,enc10,old10,5,1,1735,0,110.567,113.576,6.5
19,20,enc,enc11,old36,9,1,1478,0,120.079,123.088,2.5
20,21,enc,enc12,old28,5,1,1770,0,125.579,128.588,2
21,22,enc,enc13,old75,8,1,2044,0,130.577,133.586,4.5
22,23,enc,enc14,old73,8,1,1698,0,138.083,141.092,4.5
23,24,enc,enc15,old67,9,1,1569,0,145.588,148.597,2.5
24,25,enc,enc16,old68,8,1,1868,0,151.088,154.097,1
25,26,enc,enc17,old08,5,1,1449,0,155.083,158.092,1.5
26,27,ctl,ctl07,,5,,0,1,159.58,162.589,4
27,28,ctl,ctl08,,8,,0,1,166.585,169.594,3
28,29,enc,enc18,old35,8,1,1690,0,172.586,175.595,1
29,30,enc,enc19,old16,8,1,1974,0,176.598,179.607,1
30,31,enc,enc20,old23,5,1,2058,0,180.61,183.619,0.5
31,32,enc,enc21,old72,9,1,1484,0,184.12,187.129,3.5
32,33,enc,enc22,old15,9,1,1701,0,190.623,193.632,4.5
33,34,ctl,ctl09,,8,,0,1,198.129,201.138,9.5
34,35,enc,enc23,old09,6,1,1170,0,210.633,213.642,3.5
35,36,ctl,ctl10,,9,,0,1,217.136,220.145,4
36,37,enc,enc24,old20,8,1,1687,0,224.14,227.149,4
37,38,enc,enc25,old40,8,1,1546,0,231.144,234.153,1
38,39,enc,enc26,old22,9,1,1143,0,235.139,238.148,6
39,40,enc,enc27,old49,5,1,1932,0,244.15,247.159,6.5
40,41,enc,enc28,old33,6,1,2053,0,253.661,256.67,2
41,42,enc,enc29,old45,9,1,2694,0,258.66,261.669,1.5
42,43,enc,enc30,old47,8,1,2814,0,263.156,266.165,2.5
43,44,enc,enc31,old31,6,1,2162,0,268.656,271.665,4.5
44,45,enc,enc32,old11,6,1,1423,0,276.162,279.171,0.5
45,46,ctl,ctl11,,6,,0,1,279.672,282.681,1
46,47,enc,enc33,old12,9,1,2797,0,283.668,286.677,1.5
47,48,enc,enc34,old58,8,1,2405,0,288.164,291.173,2
48,49,ctl,ctl12,,6,,0,1,293.163,296.172,4
49,50,enc,enc35,old04,9,1,1938,0,300.167,303.176,2
50,51,enc,enc36,old55,8,1,1748,0,305.165,308.174,2.5
51,52,enc,enc37,old19,9,1,2087,0,310.665,313.674,2
52,53,enc,enc38,old74,6,1,2001,0,315.663,318.672,14.5
53,54,enc,enc39,old17,5,1,1690,0,333.166,336.175,4
54,55,ctl,ctl13,,5,,0,1,340.17,343.179,1.5
55,56,enc,enc40,old14,6,1,1325,0,344.667,347.676,1
56,57,ctl,ctl14,,9,,0,1,348.679,351.688,3
57,58,ctl,ctl15,,8,,0,1,354.68,357.689,5.5
58,59,ctl,ctl16,,9,,0,1,363.189,366.198,2
59,60,enc,enc41,old44,6,1,1764,0,368.187,371.196,2.5
60,61,enc,enc42,old34,8,1,1824,0,373.687,376.696,3
61,62,enc,enc43,old32,9,1,2215,0,379.688,382.697,3
62,63,enc,enc44,old70,5,1,1686,0,385.689,388.698,2
63,64,enc,enc45,old60,6,1,2686,0,390.688,393.696,5
64,65,enc,enc46,old56,9,1,2047,0,398.695,401.704,4.5
65,66,ctl,ctl17,,8,,0,1,406.201,409.21,10.5
66,67,enc,enc47,old77,6,1,1370,0,419.708,422.717,2.5
67,68,enc,enc48,old27,9,1,1519,0,425.207,428.216,2.5
68,69,ctl,ctl18,,5,,0,1,430.707,433.716,6
69,70,ctl,ctl19,,5,,0,1,439.717,442.726,3.5
70,71,enc,enc49,old21,6,1,1641,0,446.22,449.229,1.5
71,72,ctl,ctl20,,8,,0,1,450.717,453.726,2.5
72,73,ctl,ctl21,,9,,0,1,456.217,459.226,4
73,74,enc,enc50,old03,8,1,2080,0,463.221,466.23,2
74,75,enc,enc51,old61,9,1,2274,0,468.219,471.228,3
75,76,ctl,ctl22,,8,,0,1,474.22,477.229,3
76,77,enc,enc52,old51,8,1,1998,0,480.222,483.231,4
77,78,enc,enc53,old26,9,1,1570,0,487.226,490.235,0.5
78,79,ctl,ctl23,,9,,0,1,490.736,493.745,8
79,80,ctl,ctl24,,6,,0,1,501.736,504.745,3
80,81,enc,enc54,old48,5,1,1131,0,507.737,510.746,0.5
81,82,enc,enc55,old39,8,1,1867,0,511.248,514.257,1.5
82,83,enc,enc56,old29,5,1,1442,0,515.745,518.754,4
83,84,ctl,ctl25,,6,,0,1,522.749,525.758,5
84,85,enc,enc57,old71,6,1,1439,0,530.756,533.765,7.5
85,86,ctl,ctl26,,6,,0,1,541.254,544.263,1
86,87,ctl,ctl27,,9,,0,1,545.249,548.258,1.5
87,88,enc,enc58,old24,5,1,1697,0,549.746,552.755,0.5
88,89,enc,enc59,old76,6,1,1913,0,553.257,556.266,1.5
89,90,enc,enc60,old43,8,1,2473,0,557.753,560.762,2
90,91,ctl,ctl28,,5,,0,1,562.752,565.761,1
