trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	ctl	ctl0	nan	9	nan	0	1	5.039	8.039	3
2	enc	enc00	nan	5	nan	0	1	11.038	14.038	2
3	enc	enc000	nan	9	nan	0	1	16.038	19.038	1
4	ctl	ctl01	nan	6	nan	0	1	20.038	23.037	8
5	enc	enc01	old60	8	nan	0	1	31.037	34.036	7.5
6	enc	enc02	old08	5	nan	0	1	41.535	44.535	0.5
7	enc	enc03	old62	5	nan	0	1	45.035	48.035	6
8	enc	enc04	old47	6	nan	0	1	54.034	57.034	2
9	enc	enc05	old41	5	nan	0	1	59.034	62.033	2
10	enc	enc06	old69	9	nan	0	1	64.033	67.033	4
11	ctl	ctl02	nan	5	nan	0	1	71.033	74.032	2.5
12	ctl	ctl03	nan	6	nan	0	1	76.532	79.532	1.5
13	ctl	ctl04	nan	6	nan	0	1	81.032	84.031	5
14	ctl	ctl05	nan	9	nan	0	1	89.031	92.031	1
15	enc	enc07	old58	6	nan	0	1	93.03	96.03	3
16	enc	enc08	old05	8	nan	0	1	99.03	102.03	3
17	ctl	ctl06	nan	9	nan	0	1	105.029	108.029	2.5
18	enc	enc09	old45	9	nan	0	1	110.529	113.528	6.5
19	enc	enc10	old12	5	nan	0	1	120.028	123.028	2.5
20	enc	enc11	old34	9	nan	0	1	125.527	128.527	2
21	enc	enc12	old32	5	nan	0	1	130.527	133.527	4.5
22	enc	enc13	old77	8	nan	0	1	138.026	141.026	4.5
23	enc	enc14	old76	8	nan	0	1	145.525	148.525	2.5
24	enc	enc15	old71	9	nan	0	1	151.025	154.025	1
25	enc	enc16	old78	8	nan	0	1	155.024	158.024	1.5
26	enc	enc17	old09	5	nan	0	1	159.524	162.524	4
27	ctl	ctl07	nan	5	nan	0	1	166.523	169.523	3
28	ctl	ctl08	nan	8	nan	0	1	172.523	175.522	1
29	enc	enc18	old30	8	nan	0	1	176.522	179.522	1
