,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,5,1,1092,0,0.045,3.045,7
1,2,enc,enc000,,9,1,1474,0,10.045,13.044,4.5
2,3,ctl,ctl0,,9,1,1060,0,17.544,20.544,4.5
3,4,enc,enc01,old53,8,1,1310,0,25.043,28.043,0.5
4,5,ctl,ctl01,,6,1,1230,0,28.543,31.543,0.5
5,6,enc,enc02,old02,5,3,459,0,32.043,35.043,4.5
6,7,enc,enc03,old62,5,3,460,0,39.542,42.542,2
7,8,ctl,ctl02,,5,3,459,0,44.542,47.542,3.5
8,9,ctl,ctl03,,6,1,884,0,51.041,54.041,1.5
9,10,enc,enc04,old69,6,1,1169,0,55.541,58.541,2.5
10,11,enc,enc05,old72,5,1,1168,0,61.041,64.04,1
11,12,ctl,ctl04,,6,1,939,0,65.04,68.04,3
12,13,enc,enc06,old45,9,1,1095,0,71.04,74.04,4
13,14,ctl,ctl05,,9,1,976,0,78.039,81.039,0.5
14,15,enc,enc07,old60,6,3,961,0,81.539,84.539,2.5
15,16,ctl,ctl06,,9,3,461,0,87.039,90.039,2.5
16,17,ctl,ctl07,,5,1,888,0,92.538,95.538,3.5
17,18,enc,enc08,old07,8,3,962,0,99.038,102.038,1
18,19,enc,enc09,old74,9,1,1463,0,103.038,106.037,2
19,20,enc,enc10,old08,5,1,1053,0,108.037,111.037,0.5
20,21,enc,enc11,old39,9,3,963,0,111.537,114.537,4.5
21,22,enc,enc12,old28,5,3,963,0,119.036,122.036,7
22,23,enc,enc13,old43,8,3,962,0,129.036,132.035,0.5
23,24,enc,enc14,old40,8,1,1795,0,132.535,135.535,2
24,25,enc,enc15,old50,9,1,1801,0,137.535,140.535,1
25,26,enc,enc16,old52,8,3,963,0,141.535,144.534,1
26,27,enc,enc17,old09,5,1,1364,0,145.534,148.534,3.5
27,28,ctl,ctl08,,8,3,464,0,152.034,155.034,1
