trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	enc	enc00	nan	5	nan	0	1	10.072	13.072	4.5
2	enc	enc000	nan	9	nan	0	1	17.572	20.571	4.5
3	ctl	ctl0	nan	9	nan	0	1	25.071	28.071	0.5
4	enc	enc01	old55	8	nan	0	1	28.571	31.57	0.5
5	ctl	ctl01	nan	6	nan	0	1	32.07	35.07	4.5
6	enc	enc02	old02	5	nan	0	1	39.57	42.569	2
7	enc	enc03	old62	5	nan	0	1	44.569	47.569	3.5
8	ctl	ctl02	nan	5	nan	0	1	51.069	54.068	1.5
9	ctl	ctl03	nan	6	nan	0	1	55.568	58.568	2.5
10	enc	enc04	old66	6	nan	0	1	61.068	64.067	1
11	enc	enc05	old73	5	nan	0	1	65.067	68.067	3
12	ctl	ctl04	nan	6	nan	0	1	71.067	74.066	4
13	enc	enc06	old43	9	nan	0	1	78.066	81.066	0.5
14	ctl	ctl05	nan	9	nan	0	1	81.566	84.566	2.5
15	enc	enc07	old65	6	nan	0	1	87.065	90.065	2.5
16	ctl	ctl06	nan	9	nan	0	1	92.565	95.565	3.5
17	ctl	ctl07	nan	5	nan	0	1	99.064	102.064	1
18	enc	enc08	old07	8	nan	0	1	103.064	106.064	2
19	enc	enc09	old72	9	nan	0	1	108.063	111.063	0.5
20	enc	enc10	old10	5	nan	0	1	111.563	114.563	4.5
21	enc	enc11	old29	9	nan	0	1	119.062	122.062	7
22	enc	enc12	old27	5	nan	0	1	129.062	132.061	0.5
23	enc	enc13	old52	8	nan	0	1	132.561	135.561	2
24	enc	enc14	old49	8	nan	0	1	137.561	140.561	1
25	enc	enc15	old44	9	nan	0	1	141.56	144.56	1
26	enc	enc16	old45	8	nan	0	1	145.56	148.56	3.5
27	enc	enc17	old08	5	nan	0	1	152.06	155.059	1
28	ctl	ctl08	nan	8	nan	0	1	156.059	159.059	2
29	enc	enc18	old36	8	nan	0	1	161.059	164.058	0.5
30	enc	enc19	old22	8	nan	0	1	164.558	167.558	3.5
