trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	ctl	ctl0	nan	5	1	1402	0	4.511	7.52	0.5
2	enc	enc00	nan	8	1	2273	0	8.022	11.031	0.5
3	enc	enc000	nan	9	1	1802	0	11.532	14.541	5.5
4	ctl	ctl01	nan	8	1	1612	0	20.041	23.05	0.5
5	enc	enc01	old62	6	1	1415	0	23.551	26.56	1
6	enc	enc02	old09	5	1	1577	0	27.547	30.556	1
7	enc	enc03	old23	6	1	1909	0	31.559	34.568	1.5
8	enc	enc04	old77	9	1	2193	0	36.055	39.064	2
9	enc	enc05	old56	8	1	2137	0	41.054	44.063	3
10	enc	enc06	old43	9	1	1785	0	47.055	50.064	0.5
11	ctl	ctl02	nan	5	1	896	0	50.565	53.574	4
12	ctl	ctl03	nan	6	1	1098	0	57.57	60.579	2.5
13	enc	enc07	old28	8	nan	0	1	63.069	66.078	1.5
14	ctl	ctl04	nan	8	1	1130	0	67.566	70.575	2
15	enc	enc08	old51	6	1	1657	0	72.564	75.573	3.5
16	enc	enc09	old24	5	1	1931	0	79.067	82.076	0.5
17	ctl	ctl05	nan	8	1	971	0	82.578	85.587	2.5
18	enc	enc10	old33	6	1	1748	0	88.077	91.086	0.5
19	enc	enc11	old03	6	1	1657	0	91.588	94.597	1
20	enc	enc12	old25	8	1	2946	0	95.6	98.609	1.5
21	enc	enc13	old67	5	1	2510	0	100.097	103.106	2.5
22	enc	enc14	old17	9	1	1821	0	105.596	108.605	3
23	enc	enc15	old32	9	1	1554	0	111.598	114.607	1
24	enc	enc16	old39	5	1	1304	0	115.61	118.619	1.5
25	enc	enc17	old22	5	1	1484	0	120.106	123.115	1.5
26	ctl	ctl06	nan	5	1	1091	0	124.603	127.612	1
27	enc	enc18	old05	5	1	1354	0	128.598	131.607	2.5
28	enc	enc19	old46	8	1	1423	0	134.098	137.107	2.5
29	ctl	ctl07	nan	5	1	923	0	139.598	142.607	0.5
30	enc	enc20	old70	6	1	959	0	143.109	146.118	5.5
31	enc	enc21	old55	5	1	1336	0	151.617	154.626	5.5
32	enc	enc22	old73	6	1	1468	0	160.126	163.135	2
33	enc	enc23	old08	5	1	1542	0	165.124	168.133	1
34	enc	enc24	old10	8	1	1568	0	169.12	172.129	3
35	enc	enc25	old40	5	1	1524	0	175.121	178.13	3.5
36	enc	enc26	old65	9	1	1267	0	181.624	184.633	0.5
37	ctl	ctl08	nan	6	1	908	0	185.134	188.143	1.5
38	ctl	ctl09	nan	9	1	1182	0	189.631	192.64	9.5
39	ctl	ctl10	nan	8	1	741	0	202.135	205.144	2
40	ctl	ctl11	nan	5	1	732	0	207.133	210.142	2
41	enc	enc27	old44	8	1	1726	0	212.131	215.14	1
42	ctl	ctl12	nan	9	1	1032	0	216.127	219.136	0.5
43	enc	enc28	old19	9	1	1332	0	219.637	222.646	0.5
44	ctl	ctl13	nan	6	1	1486	0	223.148	226.157	2
45	enc	enc29	old37	8	1	1535	0	228.146	231.155	4.5
46	enc	enc30	old58	6	1	1713	0	235.652	238.661	3.5
47	enc	enc31	old06	9	1	1479	0	242.154	245.163	8
48	enc	enc32	old74	6	1	1368	0	253.154	256.163	9
49	enc	enc33	old20	9	1	1640	0	265.157	268.166	0.5
50	enc	enc34	old16	6	1	1261	0	268.667	271.676	2.5
51	ctl	ctl14	nan	6	nan	0	1	274.167	277.176	8.5
52	enc	enc35	old69	5	1	1507	0	285.668	288.677	0.5
53	enc	enc36	old11	9	1	1429	0	289.178	292.187	5.5
54	enc	enc37	old07	8	1	2207	0	297.687	300.696	3
55	enc	enc38	old52	6	1	1466	0	303.688	306.697	4
56	ctl	ctl15	nan	6	1	1345	0	310.693	313.702	6.5
57	ctl	ctl16	nan	9	1	740	0	320.204	323.213	0.5
58	enc	enc39	old57	6	1	1860	0	323.715	326.724	11.5
59	enc	enc40	old54	5	1	2269	0	338.225	341.234	9.5
60	enc	enc41	old78	6	1	1479	0	350.729	353.738	1
61	ctl	ctl17	nan	8	1	1439	0	354.741	357.75	5.5
62	enc	enc42	old53	9	1	1499	0	363.25	366.259	1.5
63	enc	enc43	old21	8	1	2077	0	367.746	370.755	1
64	enc	enc44	old35	9	1	1997	0	371.742	374.751	2
65	ctl	ctl18	nan	9	1	2329	0	376.74	379.749	3.5
66	enc	enc45	old18	8	1	1859	0	383.243	386.252	1.5
67	enc	enc46	old38	9	1	1596	0	387.739	390.748	0.5
68	ctl	ctl19	nan	8	1	1164	0	391.25	394.259	2.5
69	ctl	ctl20	nan	5	1	2133	0	396.75	399.759	0.5
70	ctl	ctl21	nan	5	1	681	0	400.26	403.269	2.5
71	ctl	ctl22	nan	8	1	842	0	405.76	408.769	2
72	ctl	ctl23	nan	9	1	614	0	410.758	413.767	11
73	ctl	ctl24	nan	8	1	520	0	424.767	427.776	1
74	enc	enc47	old34	6	1	719	0	428.779	431.788	1.5
75	enc	enc48	old13	6	1	1067	0	433.276	436.285	0.5
76	enc	enc49	old47	8	1	1922	0	436.786	439.795	0.5
77	enc	enc50	old45	9	1	1371	0	440.297	443.306	2
78	enc	enc51	old12	6	nan	0	1	445.295	448.304	1
79	ctl	ctl25	nan	9	1	1454	0	449.307	452.316	2
80	ctl	ctl26	nan	5	1	754	0	454.305	457.314	4
81	enc	enc52	old49	5	1	740	0	461.309	464.318	4.5
82	enc	enc53	old63	9	1	2024	0	468.815	471.824	8.5
83	enc	enc54	old41	8	1	1934	0	480.316	483.325	1
84	enc	enc55	old60	8	1	1920	0	484.311	487.32	6
85	ctl	ctl27	nan	6	1	957	0	493.322	496.331	1.5
86	enc	enc56	old36	6	1	1474	0	497.818	500.827	13
87	ctl	ctl28	nan	6	1	946	0	513.816	516.825	1.5
88	enc	enc57	old61	9	1	1084	0	518.313	521.322	1.5
89	enc	enc58	old68	9	1	1002	0	522.81	525.819	7.5
90	enc	enc59	old59	5	1	1473	0	533.308	536.317	1.5
91	ctl	ctl29	nan	9	1	751	0	537.805	540.814	3.5
92	enc	enc60	old64	8	1	1502	0	544.307	547.316	1
93	ctl	ctl30	nan	8	1	712	0	548.303	551.312	1.5
94	enc	enc61	old02	8	1	1620	0	552.799	555.808	3.5
95	ctl	ctl31	nan	8	1	900	0	559.302	562.311	4.5
96	enc	enc62	old27	5	1	964	0	566.808	569.817	3
97	ctl	ctl32	nan	5	1	666	0	572.809	575.818	0.5
98	enc	enc63	old71	8	1	1041	0	576.32	579.329	8
99	enc	enc64	old66	9	1	850	0	587.319	590.328	5
100	ctl	ctl33	nan	9	1	787	0	595.326	598.335	0.5
101	ctl	ctl34	nan	9	1	836	0	598.837	601.846	1
102	enc	enc65	old76	8	1	1300	0	602.849	605.858	11.5
103	enc	enc66	old75	8	1	1312	0	617.359	620.368	2.5
104	ctl	ctl35	nan	6	1	738	0	622.859	625.868	2
105	enc	enc67	old01	5	1	1038	0	627.857	630.866	0.5
106	enc	enc68	old04	9	1	1560	0	631.367	634.376	1
107	enc	enc69	old30	5	1	970	0	635.363	638.372	1
108	enc	enc70	old48	9	1	990	0	639.375	642.384	0.5
109	enc	enc71	old29	8	1	1033	0	642.885	645.894	7.5
110	ctl	ctl36	nan	6	1	795	0	653.383	656.392	15
111	enc	enc72	old14	6	1	625	0	671.387	674.396	0.5
112	enc	enc73	old72	9	1	1013	0	674.898	677.907	1
113	ctl	ctl37	nan	5	1	798	0	678.91	681.919	0.5
114	ctl	ctl38	nan	6	1	833	0	682.42	685.429	9
115	enc	enc74	old50	5	1	1139	0	694.423	697.432	6
