,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,9,1,739,0,0.013,3.022,2
1,2,enc,enc00,,5,1,629,0,5.011,8.02,3
2,3,enc,enc000,,9,1,620,0,11.012,14.021,2
3,4,ctl,ctl01,,6,1,781,0,16.011,19.02,1
4,5,enc,enc01,old64,8,1,553,0,20.023,23.032,8
5,6,enc,enc02,old12,5,1,834,0,31.022,34.031,7.5
6,7,enc,enc03,old57,5,1,679,0,41.52,44.529,0.5
7,8,enc,enc04,old41,6,1,832,0,45.031,48.04,6
8,9,enc,enc05,old48,5,1,918,0,54.041,57.05,2
9,10,enc,enc06,old71,9,1,712,0,59.039,62.048,2
10,11,ctl,ctl02,,5,1,721,0,64.038,67.047,4
11,12,ctl,ctl03,,6,1,1021,0,71.042,74.051,2.5
12,13,ctl,ctl04,,6,1,617,0,76.542,79.551,1.5
13,14,ctl,ctl05,,9,1,719,0,81.039,84.048,5
14,15,enc,enc07,old63,6,1,744,0,89.046,92.055,1
15,16,enc,enc08,old02,8,1,908,0,93.058,96.067,3
16,17,ctl,ctl06,,9,1,643,0,99.059,102.068,3
17,18,enc,enc09,old47,9,1,1042,0,105.06,108.069,2.5
18,19,enc,enc10,old09,5,1,1150,0,110.56,113.569,6.5
19,20,enc,enc11,old27,9,1,662,0,120.072,123.081,2.5
20,21,enc,enc12,old39,5,1,1185,0,125.572,128.581,2
21,22,enc,enc13,old76,8,1,907,0,130.57,133.579,4.5
22,23,enc,enc14,old77,8,1,1057,0,138.076,141.085,4.5
23,24,enc,enc15,old70,9,1,863,0,145.582,148.591,2.5
24,25,enc,enc16,old72,8,1,1588,0,151.081,154.09,1
25,26,enc,enc17,old05,5,1,968,0,155.077,158.086,1.5
26,27,ctl,ctl07,,5,1,839,0,159.574,162.583,4
27,28,ctl,ctl08,,8,1,699,0,166.578,169.587,3
28,29,enc,enc18,old38,8,1,889,0,172.579,175.588,1
29,30,enc,enc19,old19,8,1,966,0,176.574,179.583,1
30,31,enc,enc20,old16,5,1,1274,0,180.57,183.579,0.5
31,32,enc,enc21,old74,9,1,1660,0,184.08,187.089,3.5
32,33,enc,enc22,old14,9,1,1141,0,190.583,193.592,4.5
33,34,ctl,ctl09,,8,1,803,0,198.089,201.098,9.5
34,35,enc,enc23,old07,6,1,939,0,210.593,213.602,3.5
35,36,ctl,ctl10,,9,1,707,0,217.096,220.105,4
36,37,enc,enc24,old21,8,1,1263,0,224.1,227.109,4
37,38,enc,enc25,old44,8,1,923,0,231.104,234.113,1
38,39,enc,enc26,old24,9,1,1016,0,235.099,238.108,6
39,40,enc,enc27,old51,5,1,1277,0,244.11,247.119,6.5
40,41,enc,enc28,old36,6,1,1022,0,253.621,256.63,2
41,42,enc,enc29,old45,9,1,1031,0,258.62,261.629,1.5
42,43,enc,enc30,old52,8,1,789,0,263.117,266.126,2.5
43,44,enc,enc31,old31,6,1,730,0,268.616,271.625,4.5
44,45,enc,enc32,old01,6,1,928,0,276.122,279.131,0.5
45,46,ctl,ctl11,,6,1,833,0,279.633,282.642,1
46,47,enc,enc33,old04,9,1,973,0,283.645,286.654,1.5
47,48,enc,enc34,old54,8,1,885,0,288.141,291.15,2
48,49,ctl,ctl12,,6,1,718,0,293.14,296.149,4
49,50,enc,enc35,old11,9,1,890,0,300.144,303.153,2
50,51,enc,enc36,old65,8,1,1555,0,305.142,308.151,2.5
51,52,enc,enc37,old17,9,1,1767,0,310.642,313.651,2
52,53,enc,enc38,old73,6,1,1873,0,315.64,318.649,14.5
53,54,enc,enc39,old15,5,1,1882,0,333.143,336.152,4
54,55,ctl,ctl13,,5,1,1046,0,340.147,343.156,1.5
55,56,enc,enc40,old23,6,1,1837,0,344.644,347.653,1
56,57,ctl,ctl14,,9,1,705,0,348.656,351.665,3
57,58,ctl,ctl15,,8,1,719,0,354.657,357.666,5.5
58,59,ctl,ctl16,,9,1,674,0,363.166,366.175,2
59,60,enc,enc41,old43,6,1,1764,0,368.164,371.173,2.5
60,61,enc,enc42,old30,8,1,2384,0,373.664,376.673,3
61,62,enc,enc43,old37,9,1,1575,0,379.665,382.674,3
62,63,enc,enc44,old78,5,1,1542,0,385.666,388.675,2
63,64,enc,enc45,old53,6,1,1359,0,390.665,393.674,5
64,65,enc,enc46,old62,9,1,1495,0,398.672,401.681,4.5
65,66,ctl,ctl17,,8,1,829,0,406.178,409.187,10.5
66,67,enc,enc47,old67,6,1,978,0,419.685,422.694,2.5
67,68,enc,enc48,old29,9,1,902,0,425.185,428.194,2.5
68,69,ctl,ctl18,,5,1,811,0,430.684,433.693,6
69,70,ctl,ctl19,,5,1,848,0,439.695,442.704,3.5
70,71,enc,enc49,old20,6,1,1072,0,446.198,449.207,1.5
71,72,ctl,ctl20,,8,1,1712,0,450.694,453.703,2.5
72,73,ctl,ctl21,,9,1,2300,0,456.194,459.203,4
73,74,enc,enc50,old13,8,1,1144,0,463.198,466.207,2
74,75,enc,enc51,old58,9,1,1529,0,468.197,471.206,3
75,76,ctl,ctl22,,8,1,664,0,474.198,477.207,3
76,77,enc,enc52,old46,8,1,1679,0,480.199,483.208,4
77,78,enc,enc53,old25,9,1,1210,0,487.204,490.213,0.5
78,79,ctl,ctl23,,9,1,1083,0,490.714,493.723,8
79,80,ctl,ctl24,,6,1,1283,0,501.714,504.723,3
80,81,enc,enc54,old40,5,1,1546,0,507.715,510.724,0.5
81,82,enc,enc55,old35,8,1,1636,0,511.225,514.234,1.5
82,83,enc,enc56,old33,5,1,1411,0,515.722,518.731,4
83,84,ctl,ctl25,,6,1,631,0,522.726,525.735,5
84,85,enc,enc57,old66,6,1,551,0,530.734,533.743,7.5
85,86,ctl,ctl26,,6,1,812,0,541.232,544.241,1
86,87,ctl,ctl27,,9,1,792,0,545.244,548.253,1.5
87,88,enc,enc58,old22,5,1,639,0,549.741,552.75,0.5
88,89,enc,enc59,old75,6,1,1065,0,553.251,556.26,1.5
89,90,enc,enc60,old49,8,1,2016,0,557.748,560.757,2
90,91,ctl,ctl28,,5,,0,1,562.746,565.755,1
91,92,ctl,ctl29,,8,,0,1,566.741,569.75,5
92,93,ctl,ctl30,,9,,0,1,574.749,577.758,2
93,94,ctl,ctl31,,6,,0,1,579.747,582.756,5.5
94,95,enc,enc61,old28,5,1,2123,0,588.256,591.265,0.5
95,96,ctl,ctl32,,5,1,653,0,591.766,594.775,8
96,97,enc,enc62,old55,5,1,549,0,602.766,605.775,1
97,98,ctl,ctl33,,5,1,505,0,606.778,609.787,0.5
98,99,enc,enc63,old10,5,1,483,0,610.288,613.297,3.5
99,100,enc,enc64,old08,9,1,532,0,616.791,619.8,1.5
100,101,enc,enc65,old59,9,1,611,0,621.288,624.297,2.5
101,102,enc,enc66,old68,5,1,502,0,626.788,629.797,9.5
102,103,enc,enc67,old56,8,1,886,0,639.292,642.301,0.5
103,104,ctl,ctl34,,8,1,664,0,642.802,645.811,1
104,105,enc,enc68,old32,6,1,892,0,646.798,649.807,3
105,106,enc,enc69,old06,6,1,475,0,652.799,655.808,1
106,107,ctl,ctl35,,8,1,527,0,656.811,659.82,2
107,108,ctl,ctl36,,6,1,585,0,661.809,664.818,0.5
108,109,enc,enc70,old60,5,1,738,0,665.32,668.329,2
109,110,ctl,ctl37,,5,1,579,0,670.318,673.327,8.5
110,111,enc,enc71,old50,6,1,582,0,681.819,684.828,1.5
111,112,enc,enc72,old03,8,1,869,0,686.316,689.325,1
112,113,enc,enc73,old42,9,1,953,0,690.328,693.337,1
113,114,enc,enc74,old26,8,1,1085,0,694.34,697.349,4
114,115,enc,enc75,old69,9,1,961,0,701.344,704.353,9.5
115,116,ctl,ctl38,,8,1,577,0,713.848,716.857,4.5
116,117,ctl,ctl39,,9,1,662,0,721.354,724.363,0.5
117,118,enc,enc76,old61,6,1,568,0,724.864,727.873,4
118,119,enc,enc77,old34,5,1,739,0,731.869,734.878,1
119,120,enc,enc78,old18,6,1,759,0,735.881,738.89,11.5
