,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,5,2,832,0,0.107,3.107,1.5
1,2,enc,enc00,,8,,0,1,4.607,7.606,0.5
2,3,enc,enc000,,9,2,1319,0,8.106,11.106,0.5
3,4,ctl,ctl01,,8,2,947,0,11.606,14.606,5.5
4,5,enc,enc01,old59,6,,0,1,20.105,23.105,0.5
5,6,enc,enc02,old06,5,2,698,0,23.605,26.605,1
6,7,enc,enc03,old24,6,2,777,0,27.605,30.604,1
7,8,enc,enc04,old77,9,,0,1,31.604,34.604,1.5
8,9,enc,enc05,old61,8,,0,1,36.104,39.104,2
9,10,enc,enc06,old42,9,,0,1,41.103,44.103,3
10,11,ctl,ctl02,,5,2,651,0,47.103,50.103,0.5
11,12,ctl,ctl03,,6,2,948,0,50.603,53.619,4
12,13,enc,enc07,old29,8,,0,1,57.602,60.602,2.5
13,14,ctl,ctl04,,8,2,790,0,63.101,66.101,1.5
14,15,enc,enc08,old44,6,,0,1,67.601,70.601,2
15,16,enc,enc09,old26,5,,0,1,72.604,75.617,3.5
16,17,ctl,ctl05,,8,2,718,0,79.1,82.1,0.5
17,18,enc,enc10,old36,6,,0,1,82.6,85.599,2.5
18,19,enc,enc11,old13,6,,0,1,88.099,91.099,0.5
19,20,enc,enc12,old19,8,,0,1,91.599,94.6,1
20,21,enc,enc13,old75,5,2,512,0,95.599,98.598,1.5
21,22,enc,enc14,old22,9,,0,1,100.098,103.098,2.5
22,23,enc,enc15,old35,9,,0,1,105.598,108.597,3
23,24,enc,enc16,old34,5,,0,1,111.614,114.613,1
24,25,enc,enc17,old17,5,,0,1,115.613,118.613,1.5
25,26,ctl,ctl06,,5,2,957,0,120.113,123.113,1.5
26,27,enc,enc18,old10,5,,0,1,124.613,127.612,1
27,28,enc,enc19,old43,8,,0,1,128.612,131.612,2.5
28,29,ctl,ctl07,,5,2,826,0,134.112,137.111,2.5
29,30,enc,enc20,old66,6,,0,1,139.611,142.611,0.5
30,31,enc,enc21,old60,5,,0,1,143.111,146.111,5.5
31,32,enc,enc22,old68,6,,0,1,151.61,154.61,5.5
32,33,enc,enc23,old01,5,,0,1,160.109,163.109,2
33,34,enc,enc24,old05,8,,0,1,165.109,168.109,1
34,35,enc,enc25,old47,5,,0,1,169.109,172.108,3
35,36,enc,enc26,old54,9,,0,1,175.108,178.108,3.5
36,37,ctl,ctl08,,6,2,688,0,181.607,184.607,0.5
37,38,ctl,ctl09,,9,2,1221,0,185.107,188.107,1.5
38,39,ctl,ctl10,,8,2,642,0,189.607,192.607,9.5
39,40,ctl,ctl11,,5,2,767,0,202.106,205.105,2
40,41,enc,enc27,old51,8,,0,1,207.105,210.105,2
41,42,ctl,ctl12,,9,2,799,0,212.105,215.104,1
42,43,enc,enc28,old20,9,,0,1,216.104,219.104,0.5
43,44,ctl,ctl13,,6,2,676,0,219.604,222.604,0.5
44,45,enc,enc29,old28,8,,0,1,223.104,226.103,2
45,46,enc,enc30,old55,6,,0,1,228.103,231.103,4.5
46,47,enc,enc31,old08,9,,0,1,235.603,238.602,3.5
47,48,enc,enc32,old74,6,,0,1,242.102,245.102,8
48,49,enc,enc33,old15,9,,0,1,253.101,256.101,9
49,50,enc,enc34,old14,6,,0,1,265.1,268.1,0.5
50,51,ctl,ctl14,,6,,0,1,268.6,271.599,2.5
51,52,enc,enc35,old78,5,,0,1,274.099,277.099,8.5
52,53,enc,enc36,old03,9,,0,1,285.598,288.598,0.5
53,54,enc,enc37,old07,8,,0,1,289.098,292.098,5.5
54,55,enc,enc38,old49,6,,0,1,297.597,300.597,3
55,56,ctl,ctl15,,6,2,631,0,303.597,306.597,4
56,57,ctl,ctl16,,9,2,695,0,310.596,313.596,6.5
57,58,enc,enc39,old53,6,,0,1,320.095,323.095,0.5
58,59,enc,enc40,old58,5,,0,1,323.595,326.595,11.5
59,60,enc,enc41,old67,6,,0,1,338.093,341.093,9.5
60,61,ctl,ctl17,,8,2,831,0,350.592,353.592,1
61,62,enc,enc42,old62,9,,0,1,354.596,357.608,5.5
62,63,enc,enc43,old18,8,,0,1,363.108,366.108,1.5
63,64,enc,enc44,old38,9,,0,1,367.608,370.607,1
64,65,ctl,ctl18,,9,2,1587,0,371.607,374.607,2
65,66,enc,enc45,old21,8,,0,1,376.607,379.606,3.5
66,67,enc,enc46,old27,9,,0,1,383.106,386.106,1.5
67,68,ctl,ctl19,,8,2,675,0,387.606,390.605,0.5
68,69,ctl,ctl20,,5,2,615,0,391.105,394.105,2.5
69,70,ctl,ctl21,,5,2,800,0,396.605,399.605,0.5
70,71,ctl,ctl22,,8,2,753,0,400.105,403.104,2.5
71,72,ctl,ctl23,,9,2,876,0,405.604,408.604,2
72,73,ctl,ctl24,,8,2,584,0,410.604,413.603,11
73,74,enc,enc47,old31,6,,0,1,424.602,427.602,1
74,75,enc,enc48,old09,6,,0,1,428.602,431.602,1.5
75,76,enc,enc49,old50,8,,0,1,433.102,436.101,0.5
76,77,enc,enc50,old40,9,,0,1,436.601,439.601,0.5
77,78,enc,enc51,old04,6,,0,1,440.101,443.101,2
78,79,ctl,ctl25,,9,2,695,0,445.101,448.1,1
79,80,ctl,ctl26,,5,,0,1,449.1,452.1,2
