trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	ctl	ctl0	nan	5	nan	0	1	4.569	7.569	0.5
2	enc	enc00	nan	8	nan	0	1	8.069	11.069	0.5
3	enc	enc000	nan	9	nan	0	1	11.569	14.568	5.5
4	ctl	ctl01	nan	8	nan	0	1	20.068	23.068	0.5
5	enc	enc01	old58	6	nan	0	1	23.568	26.567	1
6	enc	enc02	old09	5	nan	0	1	27.567	30.567	1
7	enc	enc03	old24	6	nan	0	1	31.567	34.567	1.5
8	enc	enc04	old72	9	nan	0	1	36.066	39.066	2
9	enc	enc05	old54	8	nan	0	1	41.066	44.066	3
10	enc	enc06	old40	9	nan	0	1	47.065	50.065	0.5
11	ctl	ctl02	nan	5	nan	0	1	50.565	53.565	4
12	ctl	ctl03	nan	6	nan	0	1	57.564	60.564	2.5
13	enc	enc07	old34	8	nan	0	1	63.064	66.064	1.5
14	ctl	ctl04	nan	8	nan	0	1	67.563	70.563	2
15	enc	enc08	old48	6	nan	0	1	72.563	75.563	3.5
16	enc	enc09	old26	5	nan	0	1	79.062	82.062	0.5
17	ctl	ctl05	nan	8	nan	0	1	82.562	85.562	2.5
18	enc	enc10	old39	6	nan	0	1	88.062	91.061	0.5
19	enc	enc11	old04	6	nan	0	1	91.561	94.561	1
20	enc	enc12	old14	8	nan	0	1	95.561	98.561	1.5
21	enc	enc13	old76	5	nan	0	1	100.06	103.06	2.5
22	enc	enc14	old25	9	nan	0	1	105.56	108.56	3
23	enc	enc15	old27	9	nan	0	1	111.559	114.559	1
24	enc	enc16	old32	5	nan	0	1	115.559	118.559	1.5
25	enc	enc17	old19	5	nan	0	1	120.059	123.058	1.5
26	ctl	ctl06	nan	5	nan	0	1	124.558	127.558	1
27	enc	enc18	old03	5	nan	0	1	128.558	131.557	2.5
28	enc	enc19	old52	8	nan	0	1	134.057	137.057	2.5
29	ctl	ctl07	nan	5	nan	0	1	139.557	142.556	0.5
30	enc	enc20	old67	6	nan	0	1	143.056	146.056	5.5
31	enc	enc21	old57	5	nan	0	1	151.556	154.555	5.5
32	enc	enc22	old75	6	nan	0	1	160.055	163.055	2
33	enc	enc23	old08	5	nan	0	1	165.054	168.054	1
34	enc	enc24	old05	8	nan	0	1	169.054	172.054	3
35	enc	enc25	old51	5	nan	0	1	175.053	178.053	3.5
36	enc	enc26	old59	9	nan	0	1	181.553	184.553	0.5
37	ctl	ctl08	nan	6	nan	0	1	185.052	188.052	1.5
38	ctl	ctl09	nan	9	nan	0	1	189.552	192.552	9.5
39	ctl	ctl10	nan	8	nan	0	1	202.051	205.051	2
40	ctl	ctl11	nan	5	nan	0	1	207.05	210.05	2
41	enc	enc27	old44	8	nan	0	1	212.05	215.05	1
42	ctl	ctl12	nan	9	nan	0	1	216.05	219.049	0.5
43	enc	enc28	old20	9	nan	0	1	219.549	222.549	0.5
44	ctl	ctl13	nan	6	nan	0	1	223.049	226.049	2
45	enc	enc29	old38	8	nan	0	1	228.048	231.048	4.5
46	enc	enc30	old65	6	nan	0	1	235.548	238.547	3.5
47	enc	enc31	old02	9	nan	0	1	242.047	245.047	8
48	enc	enc32	old73	6	nan	0	1	253.046	256.046	9
49	enc	enc33	old23	9	nan	0	1	265.045	268.045	0.5
50	enc	enc34	old16	6	nan	0	1	268.545	271.544	2.5
51	ctl	ctl14	nan	6	nan	0	1	274.044	277.044	8.5
52	enc	enc35	old74	5	nan	0	1	285.543	288.543	0.5
53	enc	enc36	old01	9	nan	0	1	289.043	292.042	5.5
54	enc	enc37	old10	8	nan	0	1	297.542	300.542	3
55	enc	enc38	old50	6	nan	0	1	303.541	306.541	4
56	ctl	ctl15	nan	6	nan	0	1	310.541	313.54	6.5
57	ctl	ctl16	nan	9	nan	0	1	320.04	323.04	0.5
58	enc	enc39	old56	6	nan	0	1	323.54	326.539	11.5
59	enc	enc40	old64	5	nan	0	1	338.038	341.038	9.5
60	enc	enc41	old66	6	nan	0	1	350.537	353.537	1
61	ctl	ctl17	nan	8	nan	0	1	354.537	357.536	5.5
62	enc	enc42	old55	9	nan	0	1	363.036	366.036	1.5
63	enc	enc43	old22	8	nan	0	1	367.535	370.535	1
64	enc	enc44	old30	9	nan	0	1	371.535	374.535	2
65	ctl	ctl18	nan	9	nan	0	1	376.535	379.534	3.5
66	enc	enc45	old17	8	nan	0	1	383.034	386.034	1.5
67	enc	enc46	old37	9	nan	0	1	387.534	390.533	0.5
68	ctl	ctl19	nan	8	nan	0	1	391.033	394.033	2.5
69	ctl	ctl20	nan	5	nan	0	1	396.533	399.532	0.5
70	ctl	ctl21	nan	5	nan	0	1	400.032	403.032	2.5
71	ctl	ctl22	nan	8	nan	0	1	405.532	408.532	2
72	ctl	ctl23	nan	9	nan	0	1	410.531	413.531	11
73	ctl	ctl24	nan	8	nan	0	1	424.53	427.53	1
74	enc	enc47	old33	6	nan	0	1	428.53	431.529	1.5
75	enc	enc48	old11	6	nan	0	1	433.029	436.029	0.5
76	enc	enc49	old42	8	nan	0	1	436.529	439.529	0.5
77	enc	enc50	old49	9	nan	0	1	440.029	443.028	2
78	enc	enc51	old06	6	nan	0	1	445.028	448.028	1
79	ctl	ctl25	nan	9	nan	0	1	449.028	452.028	2
80	ctl	ctl26	nan	5	nan	0	1	454.027	457.027	4
81	enc	enc52	old43	5	nan	0	1	461.027	464.026	4.5
82	enc	enc53	old60	9	nan	0	1	468.526	471.526	8.5
83	enc	enc54	old46	8	nan	0	1	480.025	483.025	1
84	enc	enc55	old63	8	nan	0	1	484.025	487.024	6
85	ctl	ctl27	nan	6	nan	0	1	493.024	496.023	1.5
86	enc	enc56	old31	6	nan	0	1	497.523	500.523	13
87	ctl	ctl28	nan	6	nan	0	1	513.522	516.522	1.5
88	enc	enc57	old53	9	nan	0	1	518.021	521.021	1.5
89	enc	enc58	old78	9	nan	0	1	522.521	525.521	7.5
90	enc	enc59	old62	5	nan	0	1	533.02	536.02	1.5
91	ctl	ctl29	nan	9	nan	0	1	537.52	540.519	3.5
92	enc	enc60	old61	8	nan	0	1	544.019	547.019	1
93	ctl	ctl30	nan	8	nan	0	1	548.019	551.018	1.5
94	enc	enc61	old12	8	nan	0	1	552.518	555.518	3.5
95	ctl	ctl31	nan	8	nan	0	1	559.018	562.017	4.5
96	enc	enc62	old36	5	nan	0	1	566.517	569.517	3
97	ctl	ctl32	nan	5	nan	0	1	572.516	575.516	0.5
98	enc	enc63	old70	8	nan	0	1	576.016	579.016	8
99	enc	enc64	old77	9	nan	0	1	587.015	590.015	5
100	ctl	ctl33	nan	9	nan	0	1	595.014	598.014	0.5
101	ctl	ctl34	nan	9	nan	0	1	598.514	601.514	1
102	enc	enc65	old68	8	nan	0	1	602.514	605.513	11.5
103	enc	enc66	old71	8	nan	0	1	617.012	620.012	2.5
104	ctl	ctl35	nan	6	nan	0	1	622.512	625.511	2
105	enc	enc67	old13	5	nan	0	1	627.511	630.511	0.5
106	enc	enc68	old07	9	nan	0	1	631.011	634.011	1
107	enc	enc69	old35	5	nan	0	1	635.01	638.01	1
108	enc	enc70	old45	9	nan	0	1	639.01	642.01	0.5
109	enc	enc71	old28	8	nan	0	1	642.51	645.509	7.5
110	ctl	ctl36	nan	6	nan	0	1	653.009	656.009	15
111	enc	enc72	old18	6	nan	0	1	671.007	674.007	0.5
112	enc	enc73	old69	9	nan	0	1	674.507	677.507	1
113	ctl	ctl37	nan	5	nan	0	1	678.506	681.506	0.5
114	ctl	ctl38	nan	6	nan	0	1	682.006	685.006	9
115	enc	enc74	old41	5	nan	0	1	694.005	697.005	6
116	enc	enc75	old47	6	nan	0	1	703.004	706.004	10.5
117	ctl	ctl39	nan	9	nan	0	1	716.503	719.503	5
118	enc	enc76	old21	5	nan	0	1	724.502	727.502	1
119	enc	enc77	old29	5	nan	0	1	728.502	731.501	18.5
120	enc	enc78	old15	8	nan	0	1			
