trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	enc	enc00	nan	5	3	699	0	10.075	13.074	4.5
2	enc	enc000	nan	9	3	971	0	17.574	20.574	4.5
3	ctl	ctl0	nan	9	3	2689	0	25.073	28.073	0.5
4	enc	enc01	old61	8	3	1787	0	28.573	31.573	0.5
5	ctl	ctl01	nan	6	3	1961	0	32.073	35.072	4.5
6	enc	enc02	old06	5	3	1340	0	39.572	42.572	2
7	enc	enc03	old57	5	3	1205	0	44.572	47.571	3.5
8	ctl	ctl02	nan	5	3	1223	0	51.071	54.071	1.5
9	ctl	ctl03	nan	6	3	1411	0	55.571	58.57	2.5
10	enc	enc04	old66	6	3	1949	0	61.07	64.07	1
11	enc	enc05	old78	5	3	1745	0	65.07	68.069	3
12	ctl	ctl04	nan	6	3	1310	0	71.069	74.069	4
13	enc	enc06	old41	9	3	1613	0	78.069	81.068	0.5
14	ctl	ctl05	nan	9	3	860	0	81.568	84.568	2.5
15	enc	enc07	old54	6	3	1560	0	87.068	90.068	2.5
16	ctl	ctl06	nan	9	3	861	0	92.567	95.567	3.5
17	ctl	ctl07	nan	5	3	601	0	99.067	102.066	1
18	enc	enc08	old08	8	3	1326	0	103.066	106.066	2
19	enc	enc09	old69	9	3	1136	0	108.066	111.066	0.5
20	enc	enc10	old07	5	3	1674	0	111.566	114.565	4.5
21	enc	enc11	old28	9	3	1272	0	119.065	122.065	7
22	enc	enc12	old30	5	3	1348	0	129.064	132.064	0.5
23	enc	enc13	old43	8	3	1278	0	132.564	135.563	2
24	enc	enc14	old45	8	3	1753	0	137.563	140.563	1
25	enc	enc15	old46	9	3	1189	0	141.563	144.563	1
26	enc	enc16	old48	8	3	1230	0	145.562	148.562	3.5
27	enc	enc17	old02	5	3	1466	0	152.062	155.062	1
28	ctl	ctl08	nan	8	3	852	0	156.062	159.061	2
29	enc	enc18	old31	8	3	1454	0	161.061	164.061	0.5
30	enc	enc19	old22	8	3	1087	0	164.561	167.561	3.5
31	enc	enc20	old19	5	3	1393	0	171.06	174.06	7
32	ctl	ctl09	nan	8	3	677	0	181.059	184.059	2.5
33	enc	enc21	old40	9	3	1109	0	186.559	189.559	5
34	enc	enc22	old18	9	3	956	0	194.558	197.558	1
35	enc	enc23	old12	6	3	1337	0	198.558	201.558	10
36	enc	enc24	old25	8	3	1501	0	211.557	214.556	1.5
37	enc	enc25	old67	8	3	1044	0	216.056	219.056	0.5
38	enc	enc26	old15	9	3	1076	0	219.556	222.556	2.5
39	enc	enc27	old73	5	3	1242	0	225.055	228.055	3.5
40	enc	enc28	old32	6	3	827	0	231.555	234.555	1
41	ctl	ctl10	nan	9	3	1264	0	235.554	238.554	0.5
42	ctl	ctl11	nan	6	3	897	0	239.054	242.054	1.5
43	ctl	ctl12	nan	6	3	761	0	243.554	246.553	7
44	ctl	ctl13	nan	5	3	781	0	253.553	256.553	7
45	enc	enc29	old72	9	3	1131	0	263.552	266.552	2
46	enc	enc30	old75	8	3	1489	0	268.551	271.551	6.5
47	ctl	ctl14	nan	9	3	1097	0	278.051	281.05	3.5
48	enc	enc31	old39	6	3	1285	0	284.55	287.55	2.5
49	enc	enc32	old05	6	3	1313	0	290.05	293.049	4
50	enc	enc33	old09	9	3	1045	0	297.049	300.049	3.5
51	enc	enc34	old58	8	3	1241	0	303.548	306.548	1
52	ctl	ctl15	nan	8	3	776	0	307.548	310.548	6.5
53	enc	enc35	old11	9	3	1303	0	317.047	320.047	7.5
54	ctl	ctl16	nan	9	3	622	0	327.546	330.546	2.5
55	ctl	ctl17	nan	8	3	689	0	333.046	336.045	1.5
56	enc	enc36	old55	8	3	1406	0	337.545	340.545	1
57	enc	enc37	old14	9	3	1176	0	341.545	344.545	3
58	enc	enc38	old49	6	3	1405	0	347.544	350.544	2.5
59	ctl	ctl18	nan	5	3	1037	0	353.044	356.044	1
60	enc	enc39	old21	5	3	1837	0	357.044	360.043	9
61	enc	enc40	old24	6	3	821	0	369.042	372.042	1.5
62	enc	enc41	old71	6	3	1338	0	373.542	376.542	8.5
63	enc	enc42	old29	8	3	1418	0	385.041	388.041	8
64	enc	enc43	old37	9	3	1490	0	396.04	399.04	1.5
65	ctl	ctl19	nan	5	3	730	0	400.54	403.539	5
66	enc	enc44	old51	5	3	1433	0	408.539	411.539	1
67	ctl	ctl20	nan	8	3	694	0	412.539	415.538	3
68	ctl	ctl21	nan	9	3	832	0	418.538	421.538	5
69	enc	enc45	old63	6	3	1371	0	426.537	429.537	0.5
70	ctl	ctl22	nan	8	3	678	0	430.037	433.037	1.5
71	enc	enc46	old53	9	3	1387	0	434.537	437.536	0.5
72	enc	enc47	old52	6	3	1438	0	438.036	441.036	2
73	enc	enc48	old33	9	3	1090	0	443.036	446.036	1.5
74	enc	enc49	old23	6	3	1558	0	447.535	450.535	1
75	enc	enc50	old03	8	3	2034	0	451.535	454.535	2.5
76	enc	enc51	old65	9	3	931	0	457.035	460.034	5.5
77	enc	enc52	old76	8	3	1401	0	465.534	468.534	2.5
78	ctl	ctl23	nan	9	3	811	0	471.033	474.033	1.5
79	enc	enc53	old16	9	3	1074	0	475.533	478.533	0.5
80	ctl	ctl24	nan	6	3	696	0	479.033	482.032	3
81	enc	enc54	old77	5	3	1376	0	485.032	488.032	3.5
82	enc	enc55	old38	8	3	1059	0	491.532	494.531	7.5
83	enc	enc56	old36	5	3	974	0	502.031	505.03	2.5
84	enc	enc57	old50	6	3	1144	0	507.53	510.53	0.5
85	ctl	ctl25	nan	6	3	2206	0	511.03	514.03	1
