,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,8,2,1402,0,0.12,3.12,4.5
1,2,enc,enc000,,9,2,703,0,7.619,10.619,0.5
2,3,ctl,ctl0,,8,2,793,0,11.119,14.119,0.5
3,4,enc,enc01,old63,6,2,1763,0,14.618,17.618,6.5
4,5,enc,enc02,old08,5,2,1265,0,24.118,27.117,2
5,6,enc,enc03,old18,6,2,1613,0,29.117,32.117,1.5
6,7,enc,enc04,old75,9,2,1049,0,33.617,36.616,1
7,8,enc,enc05,old53,8,2,1283,0,37.616,40.616,8.5
8,9,enc,enc06,old41,9,2,1142,0,49.115,52.115,2
9,10,enc,enc07,old36,8,2,1531,0,54.115,57.115,2.5
10,11,ctl,ctl01,,8,2,735,0,59.614,62.614,1.5
11,12,ctl,ctl02,,5,2,625,0,64.114,67.114,1.5
12,13,enc,enc08,old46,6,2,2064,0,68.613,71.613,0.5
13,14,ctl,ctl03,,6,2,955,0,72.113,75.113,0.5
14,15,enc,enc09,old16,5,2,1233,0,75.613,78.612,2
15,16,enc,enc10,old34,6,2,1558,0,80.612,83.612,1.5
16,17,ctl,ctl04,,8,2,531,0,85.112,88.112,2
17,18,enc,enc11,old11,6,2,1197,0,90.111,93.111,7.5
18,19,enc,enc12,old23,8,2,899,0,100.61,103.61,5
19,20,enc,enc13,old71,5,2,971,0,108.61,111.609,1.5
20,21,enc,enc14,old24,9,2,2010,0,113.109,116.109,3
21,22,enc,enc15,old33,9,2,1163,0,119.109,122.108,1
22,23,enc,enc16,old32,5,2,621,0,123.108,126.108,1.5
23,24,enc,enc17,old25,5,2,1624,0,127.608,130.608,8.5
24,25,enc,enc18,old13,5,2,1304,0,139.107,142.107,2
25,26,ctl,ctl05,,8,2,752,0,144.106,147.106,1
26,27,ctl,ctl06,,5,2,619,0,148.106,151.106,1.5
27,28,enc,enc19,old52,8,2,1161,0,152.606,155.605,6.5
28,29,enc,enc20,old69,6,2,1151,0,162.105,165.104,1.5
29,30,enc,enc21,old61,5,2,1217,0,166.604,169.604,6.5
30,31,ctl,ctl07,,5,2,560,0,176.103,179.103,3.5
31,32,enc,enc22,old67,6,2,1244,0,182.603,185.603,8
32,33,enc,enc23,old10,5,2,1141,0,193.602,196.601,13
33,34,ctl,ctl08,,6,2,619,0,209.6,212.6,1
34,35,enc,enc24,old09,8,2,1629,0,213.6,216.6,2.5
35,36,enc,enc25,old51,5,2,1031,0,219.099,222.099,1.5
36,37,enc,enc26,old62,9,2,1372,0,223.599,226.599,3.5
37,38,enc,enc27,old43,8,2,1725,0,230.098,233.098,2
38,39,enc,enc28,old26,9,2,1714,0,235.098,238.098,3
39,40,enc,enc29,old30,8,2,1632,0,241.097,244.097,7
40,41,enc,enc30,old58,6,2,1400,0,251.096,254.096,1
41,42,ctl,ctl09,,9,2,695,0,255.096,258.096,0.5
42,43,ctl,ctl10,,8,2,630,0,258.596,261.595,1
43,44,enc,enc31,old05,9,2,1407,0,262.595,265.595,0.5
44,45,enc,enc32,old76,6,2,1324,0,266.095,269.095,7
45,46,enc,enc33,old15,9,2,1310,0,276.094,279.094,4
46,47,enc,enc34,old14,6,2,1240,0,283.093,286.093,2
47,48,ctl,ctl11,,5,2,726,0,288.093,291.093,2.5
48,49,enc,enc35,old72,5,2,1598,0,293.592,296.592,4.5
49,50,enc,enc36,old03,9,2,1301,0,301.092,304.091,0.5
50,51,ctl,ctl12,,9,2,771,0,304.591,307.591,3
51,52,enc,enc37,old07,8,2,1338,0,310.591,313.591,2
52,53,ctl,ctl13,,6,2,691,0,315.59,318.59,0.5
53,54,ctl,ctl14,,6,2,593,0,319.09,322.09,1
54,55,ctl,ctl15,,6,2,481,0,323.09,326.089,2.5
55,56,ctl,ctl16,,9,2,582,0,328.589,331.589,6.5
56,57,enc,enc38,old47,6,2,1768,0,338.088,341.088,9.5
57,58,enc,enc39,old65,6,2,1324,0,350.587,353.587,3
58,59,enc,enc40,old60,5,2,2002,0,356.587,359.586,3
59,60,enc,enc41,old70,6,2,1213,0,362.586,365.586,1
60,61,enc,enc42,old64,9,2,1632,0,366.586,369.585,2
61,62,enc,enc43,old22,8,2,1107,0,371.585,374.585,1
62,63,enc,enc44,old38,9,2,1381,0,375.585,378.585,0.5
63,64,enc,enc45,old19,8,2,1934,0,379.084,382.084,2.5
64,65,enc,enc46,old29,9,2,1130,0,384.584,387.584,8.5
65,66,enc,enc47,old35,6,2,1564,0,396.083,399.083,5.5
66,67,enc,enc48,old12,6,2,1066,0,404.582,407.582,2
67,68,enc,enc49,old48,8,2,1761,0,409.582,412.581,6
68,69,enc,enc50,old45,9,2,1227,0,418.581,421.581,6
69,70,enc,enc51,old01,6,2,1690,0,427.58,430.58,1.5
70,71,ctl,ctl17,,8,2,707,0,432.079,435.079,2
71,72,enc,enc52,old44,5,2,1803,0,437.079,440.079,1.5
72,73,ctl,ctl18,,9,2,906,0,441.579,444.578,4
73,74,ctl,ctl19,,8,2,631,0,448.578,451.578,0.5
74,75,ctl,ctl20,,5,2,482,0,452.078,455.077,6
75,76,enc,enc53,old56,9,2,1471,0,461.077,464.077,0.5
