,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,9,,0,1,0.047,3.047,2
1,2,enc,enc00,,5,3,1210,0,5.047,8.047,3
2,3,enc,enc000,,9,3,904,0,11.046,14.046,2
3,4,ctl,ctl01,,6,3,689,0,16.046,19.046,1
4,5,enc,enc01,old53,8,3,738,0,20.046,23.045,8
5,6,enc,enc02,old06,5,3,2107,0,31.044,34.044,7.5
6,7,enc,enc03,old65,5,3,1544,0,41.544,44.543,0.5
7,8,enc,enc04,old50,6,3,2699,0,45.043,48.043,6
8,9,enc,enc05,old47,5,3,2833,0,54.042,57.042,2
9,10,enc,enc06,old74,9,,0,1,59.042,62.042,2
10,11,ctl,ctl02,,5,3,2031,0,64.041,67.041,4
11,12,ctl,ctl03,,6,3,1167,0,71.041,74.04,2.5
12,13,ctl,ctl04,,6,3,884,0,76.54,79.54,1.5
13,14,ctl,ctl05,,9,3,1049,0,81.04,84.04,5
14,15,enc,enc07,old58,6,3,1903,0,89.039,92.039,1
15,16,enc,enc08,old04,8,3,1733,0,93.039,96.038,3
16,17,ctl,ctl06,,9,3,803,0,99.038,102.038,3
17,18,enc,enc09,old40,9,3,2767,0,105.038,108.037,2.5
18,19,enc,enc10,old11,5,3,2903,0,110.537,113.537,6.5
19,20,enc,enc11,old27,9,3,1415,0,120.036,123.036,2.5
20,21,enc,enc12,old29,5,3,1705,0,125.536,128.535,2
21,22,enc,enc13,old68,8,3,1744,0,130.535,133.535,4.5
22,23,enc,enc14,old73,8,3,1965,0,138.035,141.034,4.5
23,24,enc,enc15,old70,9,3,1361,0,145.534,148.534,2.5
24,25,enc,enc16,old78,8,3,1346,0,151.033,154.033,1
25,26,enc,enc17,old05,5,3,1798,0,155.033,158.033,1.5
26,27,ctl,ctl07,,5,3,849,0,159.533,162.532,4
27,28,ctl,ctl08,,8,3,855,0,166.532,169.532,3
28,29,enc,enc18,old30,8,3,2705,0,172.531,175.531,1
29,30,enc,enc19,old19,8,3,1867,0,176.531,179.531,1
30,31,enc,enc20,old22,5,3,1789,0,180.531,183.53,0.5
31,32,enc,enc21,old67,9,3,2028,0,184.03,187.03,3.5
32,33,enc,enc22,old26,9,3,1719,0,190.53,193.529,4.5
33,34,ctl,ctl09,,8,3,860,0,198.029,201.029,9.5
34,35,enc,enc23,old03,6,3,1462,0,210.528,213.527,3.5
35,36,ctl,ctl10,,9,3,902,0,217.027,220.027,4
36,37,enc,enc24,old18,8,3,2268,0,224.026,227.026,4
37,38,enc,enc25,old49,8,3,1925,0,231.026,234.026,1
38,39,enc,enc26,old25,9,3,2478,0,235.025,238.025,6
39,40,enc,enc27,old48,5,3,1906,0,244.025,247.024,6.5
40,41,enc,enc28,old37,6,3,2715,0,253.524,256.523,2
41,42,enc,enc29,old52,9,3,1843,0,258.523,261.523,1.5
42,43,enc,enc30,old43,8,3,1852,0,263.023,266.023,2.5
43,44,enc,enc31,old39,6,3,2975,0,268.522,271.522,4.5
44,45,enc,enc32,old02,6,3,2187,0,276.022,279.021,0.5
45,46,ctl,ctl11,,6,3,1039,0,279.521,282.521,1
46,47,enc,enc33,old01,9,3,1934,0,283.521,286.521,1.5
47,48,enc,enc34,old55,8,3,1287,0,288.02,291.02,2
48,49,ctl,ctl12,,6,3,792,0,293.02,296.02,4
49,50,enc,enc35,old09,9,3,2099,0,300.019,303.019,2
