,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,8,,0,1,0.045,3.045,4.5
1,2,enc,enc000,,9,,0,1,7.545,10.545,0.5
2,3,ctl,ctl0,,8,3,2121,0,11.045,14.044,0.5
3,4,enc,enc01,old54,6,,0,1,14.544,17.544,6.5
4,5,enc,enc02,old07,5,,0,1,24.043,27.043,2
5,6,enc,enc03,old16,6,,0,1,29.043,32.043,1.5
6,7,enc,enc04,old72,9,,0,1,33.543,36.542,1
7,8,enc,enc05,old53,8,3,174,0,37.542,40.542,8.5
8,9,enc,enc06,old46,9,,0,1,49.041,52.041,2
9,10,enc,enc07,old38,8,,0,1,54.041,57.041,2.5
10,11,ctl,ctl01,,8,3,1491,0,59.541,62.54,1.5
11,12,ctl,ctl02,,5,3,1274,0,64.04,67.04,1.5
12,13,enc,enc08,old43,6,,0,1,68.54,71.54,0.5
13,14,ctl,ctl03,,6,3,1302,0,72.04,75.039,0.5
14,15,enc,enc09,old23,5,,0,1,75.539,78.539,2
15,16,enc,enc10,old36,6,3,2902,0,80.539,83.539,1.5
16,17,ctl,ctl04,,8,3,1494,0,85.038,88.038,2
17,18,enc,enc11,old08,6,3,2267,0,90.038,93.038,7.5
18,19,enc,enc12,old19,8,,0,1,100.537,103.537,5
19,20,enc,enc13,old75,5,,0,1,108.537,111.536,1.5
20,21,enc,enc14,old22,9,,0,1,113.036,116.036,3
21,22,enc,enc15,old35,9,3,2937,0,119.036,122.035,1
22,23,enc,enc16,old39,5,,0,1,123.035,126.035,1.5
23,24,enc,enc17,old24,5,,0,1,127.535,130.535,8.5
24,25,enc,enc18,old13,5,3,2828,0,139.034,142.034,2
25,26,ctl,ctl05,,8,3,1532,0,144.034,147.033,1
26,27,ctl,ctl06,,5,3,1462,0,148.033,151.033,1.5
27,28,enc,enc19,old41,8,3,2833,0,152.533,155.533,6.5
28,29,enc,enc20,old70,6,,0,1,162.032,165.032,1.5
29,30,enc,enc21,old64,5,,0,1,166.532,169.532,6.5
30,31,ctl,ctl07,,5,3,1220,0,176.031,179.031,3.5
31,32,enc,enc22,old76,6,3,2986,0,182.53,185.53,8
32,33,enc,enc23,old11,5,,0,1,193.53,196.529,13
33,34,ctl,ctl08,,6,3,1663,0,209.528,212.528,1
34,35,enc,enc24,old09,8,,0,1,213.528,216.528,2.5
35,36,enc,enc25,old45,5,,0,1,219.027,222.027,1.5
36,37,enc,enc26,old62,9,,0,1,223.527,226.527,3.5
37,38,enc,enc27,old49,8,,0,1,230.027,233.026,2
38,39,enc,enc28,old21,9,,0,1,235.026,238.026,3
39,40,enc,enc29,old33,8,3,2851,0,241.026,244.025,7
40,41,enc,enc30,old55,6,3,2417,0,251.025,254.025,1
41,42,ctl,ctl09,,9,3,1290,0,255.025,258.024,0.5
42,43,ctl,ctl10,,8,3,1005,0,258.524,261.524,1
43,44,enc,enc31,old05,9,3,2674,0,262.524,265.524,0.5
44,45,enc,enc32,old67,6,,0,1,266.024,269.023,7
45,46,enc,enc33,old18,9,3,2558,0,276.023,279.023,4
46,47,enc,enc34,old26,6,3,2741,0,283.022,286.022,2
47,48,ctl,ctl11,,5,3,1384,0,288.022,291.022,2.5
48,49,enc,enc35,old71,5,,0,1,293.521,296.521,4.5
49,50,enc,enc36,old04,9,3,2105,0,301.021,304.02,0.5
50,51,ctl,ctl12,,9,3,1182,0,304.52,307.52,3
51,52,enc,enc37,old01,8,3,2523,0,310.52,313.52,2
52,53,ctl,ctl13,,6,3,1242,0,315.52,318.519,0.5
53,54,ctl,ctl14,,6,3,929,0,319.019,322.019,1
54,55,ctl,ctl15,,6,3,1333,0,323.019,326.019,2.5
55,56,ctl,ctl16,,9,3,1424,0,328.518,331.518,6.5
56,57,enc,enc38,old40,6,,0,1,338.018,341.017,9.5
57,58,enc,enc39,old59,6,3,2274,0,350.517,353.516,3
58,59,enc,enc40,old57,5,3,2425,0,356.516,359.516,3
59,60,enc,enc41,old68,6,3,2648,0,362.516,365.515,1
60,61,enc,enc42,old58,9,3,2261,0,366.515,369.515,2
61,62,enc,enc43,old14,8,,0,1,371.515,374.515,1
62,63,enc,enc44,old34,9,,0,1,375.515,378.514,0.5
63,64,enc,enc45,old15,8,3,747,0,379.014,382.014,2.5
64,65,enc,enc46,old29,9,,0,1,384.514,387.514,8.5
65,66,enc,enc47,old37,6,3,2355,0,396.013,399.013,5.5
66,67,enc,enc48,old06,6,3,2541,0,404.512,407.512,2
67,68,enc,enc49,old47,8,3,2883,0,409.512,412.512,6
68,69,enc,enc50,old42,9,,0,1,418.511,421.511,6
69,70,enc,enc51,old02,6,,0,1,427.51,430.51,1.5
70,71,ctl,ctl17,,8,3,1297,0,432.01,435.01,2
71,72,enc,enc52,old48,5,3,2921,0,437.01,440.009,1.5
72,73,ctl,ctl18,,9,3,1165,0,441.509,444.509,4
73,74,ctl,ctl19,,8,3,965,0,448.509,451.508,0.5
74,75,ctl,ctl20,,5,3,1290,0,452.008,455.008,6
75,76,enc,enc53,old65,9,3,2149,0,461.008,464.007,0.5
76,77,enc,enc54,old52,8,,0,1,464.507,467.507,2.5
77,78,enc,enc55,old56,8,3,2512,0,470.007,473.007,1.5
78,79,enc,enc56,old28,6,3,2721,0,474.506,477.506,2.5
79,80,ctl,ctl21,,5,3,1153,0,480.006,483.006,5.5
80,81,enc,enc57,old60,9,3,2838,0,488.505,491.505,4.5
81,82,ctl,ctl22,,8,3,810,0,496.005,499.004,2.5
82,83,enc,enc58,old78,9,3,2823,0,501.504,504.504,6.5
83,84,ctl,ctl23,,9,3,878,0,511.003,514.003,6.5
84,85,ctl,ctl24,,8,3,1202,0,520.503,523.502,1.5
85,86,ctl,ctl25,,9,3,2169,0,525.002,528.002,4.5
86,87,ctl,ctl26,,5,3,758,0,532.502,535.501,1.5
87,88,enc,enc59,old61,5,3,2912,0,537.001,540.001,0.5
88,89,ctl,ctl27,,6,3,1375,0,540.501,543.501,10.5
89,90,ctl,ctl28,,6,3,945,0,554,557,4.5
90,91,enc,enc60,old63,8,3,2430,0,561.499,564.499,2
91,92,ctl,ctl29,,9,3,1477,0,566.499,569.499,1.5
92,93,enc,enc61,old10,8,3,2422,0,570.999,573.998,12.5
93,94,enc,enc62,old31,5,3,2669,0,586.497,589.497,2
94,95,enc,enc63,old74,8,,0,1,591.497,594.497,1
95,96,ctl,ctl30,,8,3,1200,0,595.497,598.496,4
96,97,enc,enc64,old69,9,3,2414,0,602.496,605.496,0.5
97,98,enc,enc65,old77,8,3,2719,0,605.996,608.995,4
98,99,enc,enc66,old66,8,,0,1,612.995,615.995,3.5
99,100,ctl,ctl31,,8,3,965,0,619.495,622.494,1
100,101,ctl,ctl32,,5,3,855,0,623.494,626.494,0.5
101,102,enc,enc67,old12,5,3,2757,0,626.994,629.994,2.5
102,103,ctl,ctl33,,9,3,1003,0,632.493,635.493,0.5
103,104,ctl,ctl34,,9,3,958,0,635.993,638.993,9
104,105,ctl,ctl35,,6,3,961,0,647.992,650.992,2
105,106,enc,enc68,old03,9,3,2748,0,652.992,655.992,0.5
106,107,ctl,ctl36,,6,3,981,0,656.492,659.491,2
107,108,ctl,ctl37,,5,3,1087,0,661.491,664.491,4.5
108,109,ctl,ctl38,,6,3,1247,0,668.991,671.99,4.5
109,110,enc,enc69,old30,5,,0,1,676.49,679.49,3.5
110,111,enc,enc70,old50,9,3,2819,0,682.989,685.989,1.5
111,112,enc,enc71,old27,8,,0,1,687.489,690.489,4.5
112,113,enc,enc72,old25,6,3,2812,0,694.988,697.988,0.5
113,114,enc,enc73,old73,9,,0,1,698.488,701.488,0.5
114,115,ctl,ctl39,,9,3,961,0,701.988,704.988,5
115,116,enc,enc74,old51,5,3,2676,0,709.987,712.987,4.5
116,117,enc,enc75,old44,6,3,2460,0,717.486,720.486,5.5
117,118,enc,enc76,old20,5,3,2983,0,725.986,728.986,1
118,119,enc,enc77,old32,5,3,2791,0,729.985,732.985,0.5
119,120,enc,enc78,old17,8,,0,1,733.485,736.485,13.5
