trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
73	ctl	ctl21	nan	9	3	957	0	462.992	465.991	2
74	enc	enc50	old10	8	3	869	0	467.991	470.991	3
75	enc	enc51	old57	9	3	1270	0	473.991	476.991	3
76	ctl	ctl22	nan	8	3	982	0	479.99	482.99	4
77	enc	enc52	old51	8	3	927	0	486.99	489.989	0.5
78	enc	enc53	old21	9	3	1175	0	490.489	493.489	8
79	ctl	ctl23	nan	9	3	1252	0	501.488	504.488	3
80	ctl	ctl24	nan	6	3	812	0	507.488	510.488	0.5
81	enc	enc54	old42	5	3	940	0	510.988	513.987	1.5
82	enc	enc55	old30	8	3	1792	0	515.487	518.487	4
83	enc	enc56	old39	5	3	1445	0	522.487	525.486	5
84	ctl	ctl25	nan	6	3	925	0	530.486	533.486	7.5
85	enc	enc57	old78	6	3	782	0	540.985	543.985	1
86	ctl	ctl26	nan	6	3	946	0	544.985	547.984	1.5
87	ctl	ctl27	nan	9	3	890	0	549.484	552.484	0.5
88	enc	enc58	old24	5	3	1023	0	552.984	555.984	1.5
89	enc	enc59	old70	6	3	1403	0	557.484	560.483	2
90	enc	enc60	old50	8	3	871	0	562.483	565.483	1
91	ctl	ctl28	nan	5	3	808	0	566.483	569.483	5
92	ctl	ctl29	nan	8	3	768	0	574.482	577.482	2
93	ctl	ctl30	nan	9	3	705	0	579.482	582.482	5.5
94	ctl	ctl31	nan	6	3	785	0	587.981	590.981	0.5
95	enc	enc61	old38	5	3	653	0	591.481	594.48	8
96	ctl	ctl32	nan	5	3	1137	0	602.48	605.48	1
97	enc	enc62	old64	5	3	1522	0	606.479	609.479	0.5
98	ctl	ctl33	nan	5	3	1243	0	609.979	612.979	3.5
99	enc	enc63	old07	5	3	1663	0	616.479	619.478	1.5
100	enc	enc64	old13	9	3	1043	0	620.978	623.978	2.5
101	enc	enc65	old60	9	3	1984	0	626.478	629.477	9.5
102	enc	enc66	old72	5	3	1699	0	638.977	641.976	0.5
103	enc	enc67	old61	8	3	1824	0	642.476	645.476	1
104	ctl	ctl34	nan	8	3	1141	0	646.476	649.476	3
105	enc	enc68	old27	6	3	1669	0	652.476	655.475	1
106	enc	enc69	old03	6	3	1013	0	656.475	659.475	2
107	ctl	ctl35	nan	8	3	1190	0	661.475	664.474	0.5
108	ctl	ctl36	nan	6	3	814	0	664.974	667.974	2
109	enc	enc70	old62	5	3	963	0	669.974	672.974	8.5
110	ctl	ctl37	nan	5	3	915	0	681.473	684.473	1.5
111	enc	enc71	old44	6	3	743	0	685.973	688.972	1
112	enc	enc72	old08	8	3	1595	0	689.972	692.972	1
113	enc	enc73	old52	9	3	1140	0	693.972	696.972	4
114	enc	enc74	old15	8	3	1532	0	700.971	703.971	9.5
115	enc	enc75	old77	9	3	813	0	713.47	716.47	4.5
116	ctl	ctl38	nan	8	3	842	0	720.97	723.969	0.5
117	ctl	ctl39	nan	9	3	765	0	724.469	727.469	4
118	enc	enc76	old65	6	3	1018	0	731.469	734.469	1
119	enc	enc77	old31	5	3	1242	0	735.468	738.468	11.5
120	enc	enc78	old23	6	3	2091	0			
