trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	ctl	ctl0	nan	9	3	1249	0	5.031	8.031	3
2	enc	enc00	nan	5	3	848	0	11.03	14.03	2
3	enc	enc000	nan	9	3	1153	0	16.03	19.03	1
4	ctl	ctl01	nan	6	3	857	0	20.03	23.029	8
5	enc	enc01	old54	8	3	1193	0	31.029	34.028	7.5
6	enc	enc02	old09	5	3	1226	0	41.528	44.528	0.5
7	enc	enc03	old58	5	3	1327	0	45.028	48.027	6
8	enc	enc04	old45	6	3	2002	0	54.027	57.026	2
9	enc	enc05	old49	5	3	1219	0	59.026	62.026	2
10	enc	enc06	old76	9	3	1300	0	64.026	67.026	4
11	ctl	ctl02	nan	5	3	1108	0	71.025	74.025	2.5
12	ctl	ctl03	nan	6	3	909	0	76.525	79.525	1.5
13	ctl	ctl04	nan	6	3	809	0	81.024	84.024	5
14	ctl	ctl05	nan	9	3	862	0	89.024	92.024	1
15	enc	enc07	old53	6	3	1189	0	93.023	96.023	3
16	enc	enc08	old06	8	3	1566	0	99.023	102.023	3
17	ctl	ctl06	nan	9	3	1358	0	105.022	108.022	2.5
18	enc	enc09	old48	9	3	1247	0	110.522	113.522	6.5
19	enc	enc10	old11	5	3	1795	0	120.021	123.021	2.5
20	enc	enc11	old37	9	3	1032	0	125.521	128.52	2
21	enc	enc12	old36	5	3	1372	0	130.52	133.52	4.5
22	enc	enc13	old75	8	3	2005	0	138.02	141.019	4.5
23	enc	enc14	old67	8	3	1080	0	145.519	148.519	2.5
24	enc	enc15	old74	9	3	1917	0	151.018	154.018	1
25	enc	enc16	old73	8	3	1466	0	155.018	158.018	1.5
26	enc	enc17	old02	5	3	1674	0	159.518	162.517	4
27	ctl	ctl07	nan	5	3	1406	0	166.517	169.517	3
28	ctl	ctl08	nan	8	3	847	0	172.517	175.516	1
29	enc	enc18	old29	8	3	967	0	176.516	179.516	1
30	enc	enc19	old22	8	3	1568	0	180.516	183.516	0.5
31	enc	enc20	old16	5	3	1776	0	184.016	187.015	3.5
32	enc	enc21	old66	9	3	1667	0	190.515	193.515	4.5
33	enc	enc22	old26	9	3	1392	0	198.014	201.014	9.5
34	ctl	ctl09	nan	8	3	1517	0	210.513	213.513	3.5
35	enc	enc23	old01	6	3	1130	0	217.013	220.013	4
36	ctl	ctl10	nan	9	3	1030	0	224.012	227.012	4
37	enc	enc24	old18	8	3	1150	0	231.012	234.011	1
38	enc	enc25	old40	8	3	1150	0	235.011	238.011	6
39	enc	enc26	old20	9	3	1727	0	244.011	247.01	6.5
40	enc	enc27	old46	5	3	1415	0	253.51	256.509	2
41	enc	enc28	old28	6	3	1588	0	258.509	261.509	1.5
42	enc	enc29	old47	9	3	1229	0	263.009	266.009	2.5
43	enc	enc30	old41	8	3	1649	0	268.508	271.508	4.5
44	enc	enc31	old34	6	3	1558	0	276.008	279.007	0.5
45	enc	enc32	old05	6	3	1345	0	279.507	282.507	1
46	ctl	ctl11	nan	6	3	1174	0	283.507	286.507	1.5
47	enc	enc33	old12	9	3	1022	0	288.007	291.006	2
48	enc	enc34	old59	8	3	1810	0	293.006	296.006	4
49	ctl	ctl12	nan	6	3	1123	0	300.006	303.005	2
50	enc	enc35	old04	9	3	1283	0	305.005	308.005	2.5
51	enc	enc36	old56	8	3	2444	0	310.505	313.505	2
52	enc	enc37	old25	9	3	1824	0	315.504	318.504	14.5
53	enc	enc38	old71	6	3	2064	0	333.003	336.003	4
54	enc	enc39	old19	5	3	1029	0	340.002	343.002	1.5
55	ctl	ctl13	nan	5	3	846	0	344.502	347.502	1
56	enc	enc40	old14	6	3	1050	0	348.502	351.501	3
57	ctl	ctl14	nan	9	3	1050	0	354.501	357.501	5.5
58	ctl	ctl15	nan	8	3	859	0	363	366	2
59	ctl	ctl16	nan	9	3	887	0	368	371	2.5
60	enc	enc41	old43	6	3	1207	0	373.499	376.499	3
61	enc	enc42	old33	8	3	996	0	379.499	382.499	3
62	enc	enc43	old32	9	3	1140	0	385.498	388.498	2
63	enc	enc44	old68	5	3	1229	0	390.498	393.498	5
64	enc	enc45	old63	6	3	1349	0	398.497	401.497	4.5
65	enc	enc46	old55	9	3	1701	0	405.997	408.996	10.5
66	ctl	ctl17	nan	8	3	1065	0	419.495	422.495	2.5
67	enc	enc47	old69	6	3	911	0	424.995	427.995	2.5
68	enc	enc48	old35	9	3	1019	0	430.495	433.494	6
69	ctl	ctl18	nan	5	3	1095	0	439.494	442.494	3.5
70	ctl	ctl19	nan	5	3	840	0	445.993	448.993	1.5
71	enc	enc49	old17	6	3	1036	0	450.493	453.493	2.5
72	ctl	ctl20	nan	8	3	1176	0	455.992	458.992	4
