trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	8	3	1270	0	7.524	10.533	0.5
2	enc	enc000	nan	9	3	836	0	11.034	14.043	0.5
3	ctl	ctl0	nan	8	3	1222	0	14.545	17.554	6.5
4	enc	enc01	old63	6	3	1366	0	24.056	27.065	2
5	enc	enc02	old08	5	3	807	0	29.055	32.063	1.5
6	enc	enc03	old26	6	3	992	0	33.551	36.56	1
7	enc	enc04	old69	9	3	1128	0	37.546	40.555	8.5
8	enc	enc05	old61	8	3	1525	0	49.047	52.056	2
9	enc	enc06	old42	9	3	1007	0	54.046	57.055	2.5
10	enc	enc07	old30	8	3	1984	0	59.545	62.554	1.5
11	ctl	ctl01	nan	8	3	869	0	64.042	67.051	1.5
12	ctl	ctl02	nan	5	3	796	0	68.539	71.548	0.5
13	enc	enc08	old49	6	3	1163	0	72.049	75.058	0.5
14	ctl	ctl03	nan	6	3	972	0	75.56	78.569	2
15	enc	enc09	old22	5	3	1277	0	80.558	83.567	1.5
16	enc	enc10	old27	6	3	1111	0	85.055	88.064	2
17	ctl	ctl04	nan	8	3	854	0	90.053	93.062	7.5
18	enc	enc11	old03	6	3	1048	0	100.551	103.56	5
19	enc	enc12	old24	8	3	1102	0	108.558	111.567	1.5
20	enc	enc13	old72	5	3	1046	0	113.055	116.064	3
21	enc	enc14	old16	9	3	1245	0	119.056	122.065	1
22	enc	enc15	old36	9	3	1148	0	123.068	126.077	1.5
23	enc	enc16	old38	5	3	1528	0	127.565	130.574	8.5
24	enc	enc17	old21	5	3	1247	0	139.066	142.075	2
25	enc	enc18	old10	5	3	1049	0	144.064	147.073	1
26	ctl	ctl05	nan	8	3	835	0	148.076	151.085	1.5
27	ctl	ctl06	nan	5	3	607	0	152.572	155.581	6.5
28	enc	enc19	old46	8	3	1327	0	162.067	165.076	1.5
29	enc	enc20	old75	6	3	927	0	166.564	169.573	6.5
30	enc	enc21	old54	5	3	1062	0	176.076	179.085	3.5
31	ctl	ctl07	nan	5	3	734	0	182.579	185.588	8
32	enc	enc22	old67	6	3	775	0	193.578	196.587	13
33	enc	enc23	old02	5	3	1183	0	209.576	212.585	1
34	ctl	ctl08	nan	6	3	849	0	213.588	216.597	2.5
35	enc	enc24	old13	8	3	1021	0	219.087	222.096	1.5
36	enc	enc25	old40	5	3	1105	0	223.584	226.593	3.5
37	enc	enc26	old58	9	3	928	0	230.087	233.096	2
38	enc	enc27	old44	8	3	1009	0	235.085	238.094	3
39	enc	enc28	old20	9	3	1099	0	241.086	244.095	7
40	enc	enc29	old31	8	3	1170	0	251.083	254.092	1
41	enc	enc30	old59	6	3	1812	0	255.095	258.104	0.5
42	ctl	ctl09	nan	9	3	1160	0	258.605	261.614	1
43	ctl	ctl10	nan	8	3	1066	0	262.617	265.626	0.5
44	enc	enc31	old09	9	3	1182	0	266.127	269.136	7
45	enc	enc32	old76	6	3	1016	0	276.124	279.133	4
46	enc	enc33	old17	9	3	994	0	283.128	286.137	2
47	enc	enc34	old14	6	3	838	0	288.126	291.135	2.5
48	ctl	ctl11	nan	5	3	744	0	293.626	296.635	4.5
49	enc	enc35	old70	5	3	876	0	301.132	304.141	0.5
50	enc	enc36	old04	9	3	1010	0	304.642	307.651	3
51	ctl	ctl12	nan	9	3	812	0	310.643	313.652	2
52	enc	enc37	old07	8	3	770	0	315.642	318.651	0.5
53	ctl	ctl13	nan	6	3	803	0	319.152	322.161	1
54	ctl	ctl14	nan	6	3	701	0	323.164	326.173	2.5
55	ctl	ctl15	nan	6	3	513	0	328.664	331.673	6.5
56	ctl	ctl16	nan	9	3	589	0	338.175	341.184	9.5
57	enc	enc38	old43	6	3	589	0	350.679	353.688	3
58	enc	enc39	old65	6	3	581	0	356.681	359.69	3
59	enc	enc40	old57	5	3	939	0	362.682	365.691	1
60	enc	enc41	old68	6	3	762	0	366.694	369.703	2
61	enc	enc42	old62	9	3	973	0	371.692	374.701	1
62	enc	enc43	old23	8	3	967	0	375.704	378.713	0.5
63	enc	enc44	old34	9	3	1243	0	379.214	382.223	2.5
64	enc	enc45	old25	8	3	2117	0	384.714	387.723	8.5
65	enc	enc46	old32	9	3	1057	0	396.215	399.224	5.5
66	enc	enc47	old35	6	3	819	0	404.724	407.733	2
