	Condition	CorrectSource	Stim_RT
0	CTL	8	1.216
1	Enc	6	0.939
2	Enc	5	1.036
3	Enc	6	0.0
4	Enc	9	0.813
5	Enc	8	0.923
6	Enc	9	0.861
7	CTL	5	1.203
8	CTL	6	1.317
9	Enc	8	1.049
10	CTL	8	0.892
11	Enc	6	0.987
12	Enc	5	1.237
13	CTL	8	0.815
14	Enc	6	0.872
15	Enc	6	1.915
16	Enc	8	1.901
17	Enc	5	1.601
18	Enc	9	1.04
19	Enc	9	0.893
20	Enc	5	1.371
21	Enc	5	1.07
22	CTL	5	1.254
23	Enc	5	1.413
24	Enc	8	1.033
25	CTL	5	1.453
26	Enc	6	0.906
27	Enc	5	1.674
28	Enc	6	0.862
29	Enc	5	1.289
30	Enc	8	1.299
31	Enc	5	1.086
32	Enc	9	1.397
33	CTL	6	1.023
34	CTL	9	1.448
35	CTL	8	1.351
36	CTL	5	1.103
37	Enc	8	0.808
38	CTL	9	1.354
39	Enc	9	0.814
40	CTL	6	1.024
41	Enc	8	0.744
42	Enc	6	0.562
43	Enc	9	0.832
44	Enc	6	1.034
45	Enc	9	0.673
46	Enc	6	0.911
47	CTL	6	1.008
48	Enc	5	0.989
49	Enc	9	0.847
50	Enc	8	0.776
51	Enc	6	0.924
52	CTL	6	1.466
53	CTL	9	0.589
54	Enc	6	0.646
55	Enc	5	1.199
56	Enc	6	0.712
57	CTL	8	0.969
58	Enc	9	0.765
59	Enc	8	1.072
60	Enc	9	0.767
61	CTL	9	0.763
62	Enc	8	0.797
63	Enc	9	1.325
64	CTL	8	1.3
65	CTL	5	1.094
66	CTL	5	0.706
67	CTL	8	0.588
68	CTL	9	0.8
69	CTL	8	0.737
70	Enc	6	0.665
71	Enc	6	1.109
72	Enc	8	1.205
73	Enc	9	0.998
74	Enc	6	0.623
75	CTL	9	0.649
76	CTL	5	1.205
77	Enc	5	0.0
78	Enc	9	0.0
79	Enc	8	0.0
80	Enc	8	0.0
81	CTL	6	0.0
82	Enc	6	0.0
83	CTL	6	0.0
84	Enc	9	0.662
85	Enc	9	0.437
86	Enc	5	0.62
87	CTL	9	0.554
88	Enc	8	0.689
89	CTL	8	0.578
90	Enc	8	0.573
91	CTL	8	0.557
92	Enc	5	0.614
93	CTL	5	0.788
94	Enc	8	0.458
95	Enc	9	0.852
96	CTL	9	0.556
97	CTL	9	0.429
98	Enc	8	0.734
99	Enc	8	0.554
100	CTL	6	0.629
101	Enc	5	0.873
102	Enc	9	0.578
103	Enc	5	0.715
104	Enc	9	0.703
105	Enc	8	1.051
106	CTL	6	0.877
107	Enc	6	0.594
108	Enc	9	0.766
109	CTL	5	0.664
110	CTL	6	0.636
111	Enc	5	0.485
112	Enc	6	0.858
113	CTL	9	0.784
114	Enc	5	0.756
115	Enc	5	0.837
116	Enc	8	1.145
