	Condition	CorrectSource	Stim_RT
0	Enc	8	1.787
1	CTL	6	1.961
2	Enc	5	1.34
3	Enc	5	1.205
4	CTL	5	1.223
5	CTL	6	1.411
6	Enc	6	1.949
7	Enc	5	1.745
8	CTL	6	1.31
9	Enc	9	1.613
10	CTL	9	0.86
11	Enc	6	1.56
12	CTL	9	0.861
13	CTL	5	0.601
14	Enc	8	1.326
15	Enc	9	1.136
16	Enc	5	1.674
17	Enc	9	1.272
18	Enc	5	1.348
19	Enc	8	1.278
20	Enc	8	1.753
21	Enc	9	1.189
22	Enc	8	1.23
23	Enc	5	1.466
24	CTL	8	0.852
25	Enc	8	1.454
26	Enc	8	1.087
27	Enc	5	1.393
28	CTL	8	0.677
29	Enc	9	1.109
30	Enc	9	0.956
31	Enc	6	1.337
32	Enc	8	1.501
33	Enc	8	1.044
34	Enc	9	1.076
35	Enc	5	1.242
36	Enc	6	0.827
37	CTL	9	1.264
38	CTL	6	0.897
39	CTL	6	0.761
40	CTL	5	0.781
41	Enc	9	1.131
42	Enc	8	1.489
43	CTL	9	1.097
44	Enc	6	1.285
45	Enc	6	1.313
46	Enc	9	1.045
47	Enc	8	1.241
48	CTL	8	0.776
49	Enc	9	1.303
50	CTL	9	0.622
51	CTL	8	0.689
52	Enc	8	1.406
53	Enc	9	1.176
54	Enc	6	1.405
55	CTL	5	1.037
56	Enc	5	1.837
57	Enc	6	0.821
58	Enc	6	1.338
59	Enc	8	1.418
60	Enc	9	1.49
61	CTL	5	0.73
62	Enc	5	1.433
63	CTL	8	0.694
64	CTL	9	0.832
65	Enc	6	1.371
66	CTL	8	0.678
67	Enc	9	1.387
68	Enc	6	1.438
69	Enc	9	1.09
70	Enc	6	1.558
71	Enc	8	2.034
72	Enc	9	0.931
73	Enc	8	1.401
74	CTL	9	0.811
75	Enc	9	1.074
76	CTL	6	0.696
77	Enc	5	1.376
78	Enc	8	1.059
79	Enc	5	0.974
80	Enc	6	1.144
81	CTL	6	2.206
82	Enc	5	1.78
83	Enc	6	1.709
84	Enc	8	1.107
85	CTL	6	0.906
86	CTL	9	0.687
87	CTL	5	0.549
88	Enc	5	1.635
89	Enc	5	1.396
90	CTL	8	0.902
91	Enc	5	1.264
92	Enc	9	1.675
93	CTL	9	0.89
94	Enc	9	0.679
95	Enc	5	0.635
96	CTL	6	0.617
97	CTL	5	0.732
98	Enc	8	1.215
99	Enc	6	0.849
100	CTL	5	0.678
101	CTL	8	0.646
102	Enc	6	1.361
103	Enc	5	0.998
104	CTL	8	0.891
105	CTL	6	0.579
106	Enc	6	1.786
107	Enc	8	1.631
108	CTL	5	0.557
109	CTL	8	0.587
110	Enc	9	0.934
111	Enc	8	0.849
112	CTL	9	0.739
113	Enc	9	1.564
114	Enc	6	1.248
115	Enc	5	1.026
116	Enc	6	1.324
