	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	25.073	3.0	28.073	0.5	Old61	Enc01
1	28.573	3.0	31.573	0.5	False	CTL01
2	32.073	3.0	35.072	4.5	Old06	Enc02
3	39.572	3.0	42.572	2.0	Old57	Enc03
4	44.572	3.0	47.57100000000001	3.5	False	CTL02
5	51.07100000000001	3.0	54.07100000000001	1.5	False	CTL03
6	55.57100000000001	3.0	58.57	2.5	Old66	Enc04
7	61.07	3.0	64.07	1.0	Old78	Enc05
8	65.07	3.0	68.069	3.0	False	CTL04
9	71.069	3.0	74.069	4.0	Old41	Enc06
10	78.069	3.0	81.068	0.5	False	CTL05
11	81.568	3.0	84.568	2.5	Old54	Enc07
12	87.068	3.0	90.068	2.5	False	CTL06
13	92.56700000000001	3.0	95.56700000000001	3.5	False	CTL07
14	99.06700000000001	3.0	102.066	1.0	Old08	Enc08
15	103.066	3.0	106.066	2.0	Old69	Enc09
16	108.066	3.0	111.066	0.5	Old07	Enc10
17	111.566	3.0	114.565	4.5	Old28	Enc11
18	119.065	3.0	122.065	7.0	Old30	Enc12
19	129.064	3.0	132.064	0.5	Old43	Enc13
20	132.564	3.0	135.563	2.0	Old45	Enc14
21	137.563	3.0	140.563	1.0	Old46	Enc15
22	141.563	3.0	144.563	1.0	Old48	Enc16
23	145.562	3.0	148.562	3.5	Old02	Enc17
24	152.062	3.0	155.062	1.0	False	CTL08
25	156.062	3.0	159.061	2.0	Old31	Enc18
26	161.061	3.0	164.061	0.5	Old22	Enc19
27	164.561	3.0	167.561	3.5	Old19	Enc20
28	171.06	3.0	174.06	7.0	False	CTL09
29	181.059	3.0	184.059	2.5	Old40	Enc21
30	186.559	3.0	189.559	5.0	Old18	Enc22
31	194.558	3.0	197.558	1.0	Old12	Enc23
32	198.558	3.0	201.558	10.0	Old25	Enc24
33	211.557	3.0	214.556	1.5	Old67	Enc25
34	216.056	3.0	219.056	0.5	Old15	Enc26
35	219.556	3.0	222.556	2.5	Old73	Enc27
36	225.055	3.0	228.055	3.5	Old32	Enc28
37	231.555	3.0	234.555	1.0	False	CTL10
38	235.554	3.0	238.554	0.5	False	CTL11
39	239.054	3.0	242.054	1.5	False	CTL12
40	243.554	3.0	246.553	7.0	False	CTL13
41	253.553	3.0	256.553	7.0	Old72	Enc29
42	263.552	3.0	266.552	2.0	Old75	Enc30
43	268.551	3.0	271.551	6.5	False	CTL14
44	278.051	3.0	281.05	3.5	Old39	Enc31
45	284.55	3.0	287.55	2.5	Old05	Enc32
46	290.05	3.0	293.049	4.0	Old09	Enc33
47	297.049	3.0	300.049	3.5	Old58	Enc34
