	Condition	CorrectSource	Stim_RT
0	Enc	8	1.106
1	CTL	6	1.211
2	Enc	5	1.165
3	Enc	5	0.867
4	CTL	5	1.052
5	CTL	6	0.99
6	Enc	6	1.277
7	Enc	5	0.945
8	CTL	6	0.901
9	Enc	9	1.019
10	CTL	9	1.327
11	Enc	6	1.096
12	CTL	9	0.812
13	CTL	5	0.64
14	Enc	8	0.474
15	Enc	9	1.046
16	Enc	5	1.064
17	Enc	9	1.162
18	Enc	5	1.015
19	Enc	8	1.354
20	Enc	8	1.588
21	Enc	9	1.781
22	Enc	8	1.625
23	Enc	5	1.405
24	CTL	8	1.783
25	Enc	8	1.779
26	Enc	8	2.076
27	Enc	5	1.134
28	CTL	8	0.991
29	Enc	9	0.0
30	Enc	9	0.0
31	Enc	6	0.775
32	Enc	8	0.0
33	Enc	8	0.773
34	Enc	9	0.876
35	Enc	5	0.837
36	Enc	6	0.898
37	CTL	9	0.915
38	CTL	6	0.959
39	CTL	6	0.921
40	CTL	5	1.024
41	Enc	9	0.723
42	Enc	8	0.0
43	CTL	9	0.576
44	Enc	6	0.6
45	Enc	6	0.817
46	Enc	9	1.005
47	Enc	8	1.305
48	CTL	8	0.0
49	Enc	9	0.0
50	CTL	9	2.238
51	CTL	8	0.644
52	Enc	8	1.12
53	Enc	9	0.631
54	Enc	6	0.763
55	CTL	5	0.745
56	Enc	5	0.973
57	Enc	6	0.818
58	Enc	6	0.759
59	Enc	8	0.686
60	Enc	9	1.193
61	CTL	5	1.265
62	Enc	5	1.504
63	CTL	8	1.841
64	CTL	9	0.909
65	Enc	6	0.0
66	CTL	8	1.389
67	Enc	9	0.59
68	Enc	6	0.669
69	Enc	9	0.694
70	Enc	6	1.176
71	Enc	8	2.023
72	Enc	9	1.172
73	Enc	8	0.0
74	CTL	9	0.0
75	Enc	9	0.0
76	CTL	6	0.0
77	Enc	5	0.0
78	Enc	8	0.518
79	Enc	5	0.799
80	Enc	6	0.677
81	CTL	6	0.769
82	Enc	5	1.114
83	Enc	6	1.326
84	Enc	8	0.0
85	CTL	6	0.627
86	CTL	9	0.637
87	CTL	5	0.632
88	Enc	5	1.458
89	Enc	5	1.438
90	CTL	8	0.0
91	Enc	5	0.0
92	Enc	9	0.0
93	CTL	9	1.852
94	Enc	9	0.511
95	Enc	5	0.713
96	CTL	6	0.562
97	CTL	5	0.508
98	Enc	8	0.491
99	Enc	6	0.578
100	CTL	5	1.833
101	CTL	8	0.0
102	Enc	6	0.0
103	Enc	5	0.0
104	CTL	8	1.501
105	CTL	6	0.587
106	Enc	6	0.565
107	Enc	8	0.737
108	CTL	5	0.795
109	CTL	8	0.684
110	Enc	9	0.542
111	Enc	8	0.895
112	CTL	9	0.0
113	Enc	9	0.0
114	Enc	6	0.489
115	Enc	5	1.168
116	Enc	6	0.0
