	Condition	CorrectSource	Stim_RT
0	CTL	6	1.994
1	Enc	8	1.905
2	Enc	5	1.412
3	Enc	5	1.48
4	Enc	6	2.604
5	Enc	5	1.769
6	Enc	9	2.435
7	CTL	5	1.532
8	CTL	6	1.286
9	CTL	6	1.029
10	CTL	9	0.912
11	Enc	6	1.433
12	Enc	8	2.302
13	CTL	9	1.377
14	Enc	9	1.516
15	Enc	5	1.981
16	Enc	9	1.993
17	Enc	5	2.1
18	Enc	8	2.247
19	Enc	8	1.574
20	Enc	9	2.141
21	Enc	8	2.189
22	Enc	5	2.989
23	CTL	5	1.23
24	CTL	8	0.833
25	Enc	8	1.165
26	Enc	8	1.716
27	Enc	5	1.422
28	Enc	9	1.548
29	Enc	9	1.128
30	CTL	8	0.881
31	Enc	6	1.046
32	CTL	9	0.83
33	Enc	8	0.882
34	Enc	8	1.388
35	Enc	9	1.819
36	Enc	5	1.461
37	Enc	6	1.253
38	Enc	9	1.674
39	Enc	8	1.726
40	Enc	6	1.548
41	Enc	6	1.208
42	CTL	6	0.975
43	Enc	9	0.958
44	Enc	8	0.913
45	CTL	6	0.751
46	Enc	9	0.887
47	Enc	8	0.951
48	Enc	9	0.891
49	Enc	6	0.895
50	Enc	5	1.256
51	CTL	5	0.801
52	Enc	6	0.929
53	CTL	9	0.862
54	CTL	8	0.8
55	CTL	9	0.891
56	Enc	6	0.695
57	Enc	8	0.743
58	Enc	9	1.125
59	Enc	5	1.232
60	Enc	6	0.869
61	Enc	9	1.007
62	CTL	8	0.665
63	Enc	6	1.026
64	Enc	9	0.833
65	CTL	5	0.725
66	CTL	5	0.636
67	Enc	6	0.92
68	CTL	8	0.653
69	CTL	9	0.747
70	Enc	8	0.739
71	Enc	9	0.768
72	CTL	8	0.718
73	Enc	8	0.794
74	Enc	9	0.854
75	CTL	9	0.89
76	CTL	6	0.63
77	Enc	5	0.568
78	Enc	8	1.325
79	Enc	5	0.962
80	CTL	6	0.845
81	Enc	6	1.141
82	CTL	6	0.726
83	CTL	9	0.825
84	Enc	5	1.117
85	Enc	6	1.288
86	Enc	8	1.049
87	CTL	5	0.699
88	CTL	8	0.69
89	CTL	9	0.735
90	CTL	6	0.711
91	Enc	5	1.013
92	CTL	5	0.766
93	Enc	5	0.987
94	CTL	5	0.725
95	Enc	5	1.027
96	Enc	9	0.944
97	Enc	9	1.185
98	Enc	5	1.018
99	Enc	8	0.902
100	CTL	8	0.825
101	Enc	6	1.125
102	Enc	6	0.922
103	CTL	8	0.849
104	CTL	6	0.75
105	Enc	5	1.016
106	CTL	5	0.766
107	Enc	6	0.912
108	Enc	8	0.85
109	Enc	9	1.075
110	Enc	8	1.33
111	Enc	9	0.754
112	CTL	8	0.826
113	CTL	9	0.75
114	Enc	6	0.88
115	Enc	5	0.991
116	Enc	6	1.008
