	Condition	CorrectSource	Stim_RT
0	CTL	6	0.781
1	Enc	8	0.553
2	Enc	5	0.834
3	Enc	5	0.679
4	Enc	6	0.832
5	Enc	5	0.918
6	Enc	9	0.712
7	CTL	5	0.721
8	CTL	6	1.021
9	CTL	6	0.617
10	CTL	9	0.719
11	Enc	6	0.744
12	Enc	8	0.908
13	CTL	9	0.643
14	Enc	9	1.042
15	Enc	5	1.15
16	Enc	9	0.662
17	Enc	5	1.185
18	Enc	8	0.907
19	Enc	8	1.057
20	Enc	9	0.863
21	Enc	8	1.588
22	Enc	5	0.968
23	CTL	5	0.839
24	CTL	8	0.699
25	Enc	8	0.889
26	Enc	8	0.966
27	Enc	5	1.274
28	Enc	9	1.66
29	Enc	9	1.141
30	CTL	8	0.803
31	Enc	6	0.939
32	CTL	9	0.707
33	Enc	8	1.263
34	Enc	8	0.923
35	Enc	9	1.016
36	Enc	5	1.277
37	Enc	6	1.022
38	Enc	9	1.031
39	Enc	8	0.789
40	Enc	6	0.73
41	Enc	6	0.928
42	CTL	6	0.833
43	Enc	9	0.973
44	Enc	8	0.885
45	CTL	6	0.718
46	Enc	9	0.89
47	Enc	8	1.555
48	Enc	9	1.767
49	Enc	6	1.873
50	Enc	5	1.882
51	CTL	5	1.046
52	Enc	6	1.837
53	CTL	9	0.705
54	CTL	8	0.719
55	CTL	9	0.674
56	Enc	6	1.764
57	Enc	8	2.384
58	Enc	9	1.575
59	Enc	5	1.542
60	Enc	6	1.359
61	Enc	9	1.495
62	CTL	8	0.829
63	Enc	6	0.978
64	Enc	9	0.902
65	CTL	5	0.811
66	CTL	5	0.848
67	Enc	6	1.072
68	CTL	8	1.712
69	CTL	9	2.3
70	Enc	8	1.144
71	Enc	9	1.529
72	CTL	8	0.664
73	Enc	8	1.679
74	Enc	9	1.21
75	CTL	9	1.083
76	CTL	6	1.283
77	Enc	5	1.546
78	Enc	8	1.636
79	Enc	5	1.411
80	CTL	6	0.631
81	Enc	6	0.551
82	CTL	6	0.812
83	CTL	9	0.792
84	Enc	5	0.639
85	Enc	6	1.065
86	Enc	8	2.016
87	CTL	5	0.0
88	CTL	8	0.0
89	CTL	9	0.0
90	CTL	6	0.0
91	Enc	5	2.123
92	CTL	5	0.653
93	Enc	5	0.549
94	CTL	5	0.505
95	Enc	5	0.483
96	Enc	9	0.532
97	Enc	9	0.611
98	Enc	5	0.502
99	Enc	8	0.886
100	CTL	8	0.664
101	Enc	6	0.892
102	Enc	6	0.475
103	CTL	8	0.527
104	CTL	6	0.585
105	Enc	5	0.738
106	CTL	5	0.579
107	Enc	6	0.582
108	Enc	8	0.869
109	Enc	9	0.953
110	Enc	8	1.085
111	Enc	9	0.961
112	CTL	8	0.577
113	CTL	9	0.662
114	Enc	6	0.568
115	Enc	5	0.739
116	Enc	6	0.759
