	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	sporting_americanfootball.bmp	Old53	0	2	8.785	False	0
1	OLD	food_croissant01.bmp	Old19	1	1	6.013	5.0	7346
2	New	food_bread.bmp	New28	1	2	1.607	5.0	7346
3	New	musical_uculele_new.bmp	New39	0	1	2.323	6.0	492
4	New	sporting_baseball bat_new.bmp	New08	1	2	2.182	6.0	492
5	New	animal_giraffe.bmp	New03	0	1	1.787	8.0	2482
6	New	kitchen_toaster_old.bmp	New30	1	2	3.091	8.0	2482
7	New	vegie_snowpea01.bmp	New27	1	2	1.436	8.0	2482
8	New	sporting_flippers.bmp	New02	1	2	1.67	8.0	2482
9	New	food_walnut01c.bmp	New34	1	2	10.903	8.0	2482
10	OLD	animal_sheep.bmp	Old11	0	2	4.566	8.0	2482
11	OLD	fruit_blackberry_new.bmp	Old66	0	2	1.029	8.0	2482
12	New	food_bagel01.bmp	New17	1	2	0.985	8.0	2482
13	OLD	sporting_soccer ball_new.bmp	Old65	0	2	1.101	8.0	2482
14	New	musical_french horn_old.bmp	New12	1	2	1.446	8.0	2482
15	OLD	food_softcheese.bmp	Old24	0	2	1.192	8.0	2482
16	New	sporting_weighlifting.bmp	New25	1	2	0.989	8.0	2482
17	OLD	musical_piano_old.bmp	Old48	0	2	4.29	8.0	2482
18	New	food_pizza.bmp	New22	1	2	1.042	8.0	2482
19	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	2.117	8.0	4271
20	OLD	vegie_carrot.bmp	Old78	0	2	1.873	8.0	4271
21	New	animal_pigeon.bmp	New32	1	2	0.899	8.0	4271
22	OLD	musical_xylophone_old.bmp	Old52	0	2	1.109	8.0	4271
23	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.964	6.0	2572
24	OLD	sporting_karate clothing.bmp	Old60	0	2	1.538	6.0	2572
25	New	fruit_apricot_new.bmp	New04	1	2	1.312	6.0	2572
26	OLD	fruit_pineapple_old.bmp	Old70	0	2	6.448	6.0	2572
27	OLD	kitchen_coffee pot.bmp	Old29	0	2	3.291	6.0	2572
28	OLD	animal_camel_new.bmp	Old01	0	2	5.403	6.0	2572
29	OLD	animal_siamese cat.bmp	Old12	0	2	1.046	6.0	2572
30	OLD	food_cracker02.bmp	Old18	0	2	1.24	6.0	2572
31	OLD	food_toast.bmp	Old26	1	1	2.371	5.0	2658
32	OLD	sporting_skipping rope.bmp	Old63	1	1	5.252	8.0	1065
33	OLD	sporting_rollerblade.bmp	Old62	0	2	1.283	8.0	1065
34	OLD	musical_harmonica_new.bmp	Old47	1	1	6.452	5.0	3415
35	OLD	food_pecan02.bmp	Old21	1	1	1.827	9.0	648
36	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	5.131	8.0	2556
37	OLD	musical_double bass.bmp	Old45	0	2	4.69	8.0	2556
38	OLD	sporting_boxing_gloves.bmp	Old56	0	2	4.259	8.0	2556
39	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.558	8.0	6094
40	New	musical_bagpipes.bmp	New35	1	2	1.293	8.0	6094
41	New	fruit_rasberry.bmp	New10	1	2	1.022	8.0	6094
42	OLD	sporting_snow shoes_old.bmp	Old64	0	2	0.835	8.0	6094
43	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.526	5.0	4591
44	New	kitchen_fork_old.bmp	New18	1	2	1.308	5.0	4591
45	OLD	food_baguette01.bmp	Old14	0	2	1.989	5.0	4591
46	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.234	5.0	4591
47	OLD	food_chocolatemilk.bmp	Old17	1	1	1.237	9.0	1386
48	New	animal_horse.bmp	New20	1	2	3.214	9.0	1386
49	OLD	kitchen_peppermill.bmp	Old33	0	2	1.994	9.0	1386
50	OLD	musical_tuba.bmp	Old50	1	1	0.87	8.0	3721
51	OLD	musical_clarinet_new.bmp	Old44	0	2	4.625	8.0	3721
52	OLD	Kitchen_apron.bmp	Old27	0	2	7.972	8.0	3721
53	OLD	sporting_bicycle_old.bmp	Old55	0	2	1.233	8.0	3721
54	New	musical_zamponia windflute.bmp	New29	1	2	1.062	8.0	3721
55	OLD	hard_musical_recorder.bmp	Old40	1	1	1.095	5.0	1857
56	OLD	musical_drums_old.bmp	Old46	0	2	1.085	5.0	1857
57	New	food_drink.bmp	New05	1	2	1.63	5.0	1857
58	OLD	food_bottleofredwine01.bmp	Old15	1	1	0.945	9.0	961
59	New	vegie_cucumber.bmp	New33	0	1	4.799	5.0	11230
60	OLD	animal_lion_new.bmp	Old07	1	1	1.729	8.0	1330
61	OLD	animal_zebra_old.bmp	Old13	1	1	1.906	6.0	7452
62	OLD	fruit_lemon_new.bmp	Old69	1	1	2.358	9.0	2975
63	New	kitchen_spatula_old.bmp	New37	1	2	1.365	9.0	2975
64	New	animal_ostrich.bmp	New26	1	2	0.826	9.0	2975
65	OLD	food_rawchicken.bmp	Old23	0	2	4.086	9.0	2975
66	New	vegie_pumpkin.bmp	New21	1	2	0.879	9.0	2975
67	New	musical_bongo drum.bmp	New23	1	2	0.864	9.0	2975
68	New	kitchen_kettle_new.bmp	New24	1	2	0.826	9.0	2975
69	OLD	sporting_fishing rod.bmp	Old59	0	2	2.775	9.0	2975
70	New	sporting_windsurf.bmp	New31	1	2	1.028	9.0	2975
71	OLD	vegie_radish.bmp	Old77	0	2	1.887	9.0	2975
72	OLD	food_frenchfries.bmp	Old20	1	1	4.049	8.0	3164
73	OLD	vegie_corn02.bmp	Old73	1	1	2.707	8.0	708
74	New	animal_dolphin_old.bmp	New09	1	2	1.292	8.0	708
75	OLD	kitchen_ladle.bmp	Old31	0	2	2.045	8.0	708
76	New	animal_gorilla.bmp	New15	0	1	0.967	8.0	1583
77	OLD	food_shellpasta.bmp	Old25	1	1	1.276	6.0	4016
78	OLD	musical_triangle.bmp	Old49	0	2	1.076	6.0	4016
79	OLD	animal_monarch_old.bmp	Old08	1	1	8.597	5.0	2436
80	New	fruit_cherry.bmp	Old67	0	2	3.686	5.0	2436
81	New	sporting_basketball_new.bmp	New14	1	2	2.584	5.0	2436
82	OLD	vegie_garlic01a.bmp	Old74	1	1	1.445	5.0	4714
83	OLD	musical_harp_new.bmp	Old43	1	1	1.762	6.0	1434
84	OLD	kitchen_white strainer.bmp	Old38	0	2	3.725	6.0	1434
85	OLD	food_candy.bmp	Old16	0	2	1.501	6.0	1434
86	OLD	vegie_cauliflower.bmp	Old72	1	1	1.295	8.0	2618
87	OLD	animal_dalmation_old.bmp	Old04	1	1	1.133	8.0	5055
88	OLD	animal_cheetah.bmp	Old02	1	1	2.753	8.0	689
89	OLD	musical_violin_old.bmp	Old51	0	2	1.858	8.0	689
90	OLD	sporting_footballhelmet.bmp	Old57	0	2	1.476	8.0	689
91	OLD	kitchen_martini glass.bmp	Old32	0	2	2.734	8.0	689
92	OLD	animal_farm pig.bmp	Old05	0	2	1.983	8.0	689
93	New	kitchen_ramekin.bmp	New13	1	2	1.821	8.0	689
94	OLD	kitchen_big cooking pot.bmp	Old28	0	2	1.104	8.0	689
95	New	vegie_broccoli.bmp	New36	1	2	1.248	8.0	689
96	OLD	animal_parrot.bmp	Old09	0	2	1.258	8.0	689
97	OLD	sporting_hockey stick_old.bmp	Old58	0	2	1.332	8.0	689
98	New	fruit_granny smith apple.bmp	New16	1	2	1.092	8.0	689
99	OLD	fruit_watermelon_old.bmp	Old71	0	2	9.27	8.0	689
100	OLD	animal_penguin.bmp	Old10	0	2	1.44	8.0	689
101	OLD	kitchen_plate.bmp	Old35	0	2	4.604	8.0	689
102	New	kitchen_garlic press.bmp	New07	1	2	1.097	8.0	689
103	OLD	musical_accordion_old.bmp	Old41	0	2	4.842	8.0	689
104	New	kitchen_baking spatula.bmp	New01	1	2	1.211	8.0	689
105	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.328	5.0	1554
106	OLD	fruit_green grapes.bmp	Old68	1	1	2.12	6.0	2194
107	OLD	kitchen_pitcher.bmp	Old34	0	2	1.367	6.0	2194
108	OLD	animal_chimpanzee.bmp	Old03	1	1	1.007	8.0	629
109	OLD	vegie_mushroom.bmp	Old76	0	2	3.272	8.0	629
110	New	sporting_golf ball.bmp	New19	1	2	1.306	8.0	629
111	OLD	food_pickle01a.bmp	Old22	0	2	2.874	8.0	629
112	OLD	vegie_green capsicum.bmp	Old75	0	2	1.221	8.0	629
113	New	musical_tambourine_new.bmp	New06	1	2	1.185	8.0	629
114	OLD	animal_frog.bmp	Old06	0	2	1.095	8.0	629
115	New	food_cookie01.bmp	New11	0	1	2.632	9.0	5509
116	New	animal_seal.bmp	New38	1	2	1.189	9.0	5509
