	Condition	CorrectSource	Stim_RT
0	Enc	6	1.455
1	Enc	5	1.083
2	Enc	6	1.498
3	Enc	9	0.883
4	Enc	8	0.946
5	Enc	9	1.499
6	Enc	8	1.075
7	CTL	8	1.119
8	CTL	5	0.806
9	Enc	6	0.831
10	CTL	6	2.579
11	Enc	5	0.722
12	Enc	6	0.591
13	CTL	8	0.549
14	Enc	6	0.715
15	Enc	8	1.285
16	Enc	5	0.965
17	Enc	9	1.35
18	Enc	9	1.207
19	Enc	5	0.97
20	Enc	5	1.104
21	Enc	5	0.659
22	CTL	8	1.485
23	CTL	5	0.459
24	Enc	8	1.027
25	Enc	6	1.092
26	Enc	5	0.869
27	CTL	5	1.468
28	Enc	6	0.795
29	Enc	5	1.21
30	CTL	6	0.66
31	Enc	8	1.197
32	Enc	5	1.392
33	Enc	9	0.872
34	Enc	8	1.246
35	Enc	9	1.01
36	Enc	8	1.151
37	Enc	6	1.344
38	CTL	9	1.427
39	CTL	8	0.762
40	Enc	9	0.548
41	Enc	6	0.606
42	Enc	9	0.58
43	Enc	6	0.891
44	CTL	5	1.238
45	Enc	5	1.108
46	Enc	9	1.122
47	CTL	9	0.835
48	Enc	8	0.934
49	CTL	6	0.726
50	CTL	6	0.484
51	CTL	6	0.642
52	CTL	9	0.701
53	Enc	6	0.636
54	Enc	6	0.963
55	Enc	5	0.758
56	Enc	6	0.567
57	Enc	9	1.134
58	Enc	8	0.989
59	Enc	9	0.912
60	Enc	8	0.844
61	Enc	9	0.962
62	Enc	6	0.586
63	Enc	6	0.559
64	Enc	8	1.358
65	Enc	9	0.976
66	Enc	6	0.748
67	CTL	8	1.115
68	Enc	5	0.641
69	CTL	9	0.835
70	CTL	8	0.773
71	CTL	5	0.842
72	Enc	9	0.724
73	Enc	8	0.642
74	Enc	8	1.108
75	Enc	6	0.801
76	CTL	5	0.646
77	Enc	9	0.847
78	CTL	8	0.935
79	Enc	9	1.078
80	CTL	9	0.661
81	CTL	8	1.104
82	CTL	9	0.592
83	CTL	5	0.632
84	Enc	5	0.99
85	CTL	6	1.024
86	CTL	6	0.813
87	Enc	8	0.757
88	CTL	9	0.57
89	Enc	8	1.066
90	Enc	5	0.668
91	Enc	8	1.265
92	CTL	8	0.884
93	Enc	9	1.085
94	Enc	8	0.709
95	Enc	8	0.6
96	CTL	8	0.984
97	CTL	5	0.733
98	Enc	5	0.817
99	CTL	9	0.827
100	CTL	9	0.685
101	CTL	6	0.724
102	Enc	9	0.823
103	CTL	6	0.579
104	CTL	5	0.897
105	CTL	6	0.546
106	Enc	5	0.997
107	Enc	9	0.667
108	Enc	8	0.896
109	Enc	6	0.0
