	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	14.591	3.0	17.59	6.5	Old63	Enc01
1	24.09	3.0	27.09	2.0	Old01	Enc02
2	29.089	3.0	32.089	1.5	Old18	Enc03
3	33.589	3.0	36.589	1.0	Old70	Enc04
4	37.589	3.0	40.589	8.5	Old58	Enc05
5	49.088	3.0	52.088	2.0	Old47	Enc06
6	54.087	3.0	57.087	2.5	Old29	Enc07
7	59.587	3.0	62.587	1.5	False	CTL01
8	64.087	3.0	67.086	1.5	False	CTL02
9	68.586	3.0	71.586	0.5	Old42	Enc08
10	72.086	3.0	75.086	0.5	False	CTL03
11	75.586	3.0	78.585	2.0	Old16	Enc09
12	80.585	3.0	83.585	1.5	Old32	Enc10
13	85.085	3.0	88.085	2.0	False	CTL04
14	90.084	3.0	93.084	7.5	Old11	Enc11
15	100.584	3.0	103.583	5.0	Old26	Enc12
16	108.583	3.0	111.583	1.5	Old69	Enc13
17	113.083	3.0	116.082	3.0	Old24	Enc14
18	119.082	3.0	122.082	1.0	Old35	Enc15
19	123.082	3.0	126.082	1.5	Old34	Enc16
20	127.581	3.0	130.581	8.5	Old22	Enc17
21	139.08	3.0	142.097	2.0	Old05	Enc18
22	144.08	3.0	147.08	1.0	False	CTL05
23	148.08	3.0	151.079	1.5	False	CTL06
24	152.579	3.0	155.579	6.5	Old52	Enc19
25	162.095	3.0	165.095	1.5	Old77	Enc20
26	166.595	3.0	169.595	6.5	Old61	Enc21
27	176.094	3.0	179.094	3.5	False	CTL07
28	182.594	3.0	185.593	8.0	Old66	Enc22
29	193.593	3.0	196.592	13.0	Old07	Enc23
30	209.591	3.0	212.591	1.0	False	CTL08
31	213.591	3.0	216.591	2.5	Old04	Enc24
32	219.091	3.0	222.09	1.5	Old48	Enc25
33	223.59	3.0	226.59	3.5	Old56	Enc26
34	230.09	3.0	233.089	2.0	Old40	Enc27
35	235.089	3.0	238.089	3.0	Old25	Enc28
36	241.089	3.0	244.089	7.0	Old30	Enc29
37	251.088	3.0	254.088	1.0	Old59	Enc30
38	255.088	3.0	258.087	0.5	False	CTL09
39	258.587	3.0	261.587	1.0	False	CTL10
40	262.587	3.0	265.587	0.5	Old08	Enc31
41	266.087	3.0	269.086	7.0	Old76	Enc32
42	276.086	3.0	279.086	4.0	Old20	Enc33
43	283.085	3.0	286.085	2.0	Old19	Enc34
44	288.085	3.0	291.085	2.5	False	CTL11
45	293.584	3.0	296.584	4.5	Old68	Enc35
46	301.084	3.0	304.084	0.5	Old12	Enc36
47	304.584	3.0	307.583	3.0	False	CTL12
48	310.583	3.0	313.583	2.0	Old06	Enc37
49	315.583	3.0	318.582	0.5	False	CTL13
50	319.082	3.0	322.082	1.0	False	CTL14
51	323.082	3.0	326.082	2.5	False	CTL15
52	328.582	3.0	331.581	6.5	False	CTL16
53	338.081	3.0	341.081	9.5	Old50	Enc38
54	350.58	3.0	353.58	3.0	Old57	Enc39
55	356.579	3.0	359.579	3.0	Old54	Enc40
56	362.579	3.0	365.579	1.0	Old67	Enc41
57	366.578	3.0	369.578	2.0	Old60	Enc42
58	371.578	3.0	374.578	1.0	Old14	Enc43
59	375.578	3.0	378.577	0.5	Old39	Enc44
60	379.077	3.0	382.077	2.5	Old21	Enc45
61	384.577	3.0	387.577	8.5	Old38	Enc46
62	396.076	3.0	399.076	5.5	Old31	Enc47
63	404.575	3.0	407.575	2.0	Old13	Enc48
64	409.575	3.0	412.575	6.0	Old46	Enc49
65	418.574	3.0	421.574	6.0	Old49	Enc50
66	427.573	3.0	430.573	1.5	Old09	Enc51
67	432.073	3.0	435.076	2.0	False	CTL17
