	Condition	CorrectSource	Stim_RT
0	CTL	8	0.971
1	Enc	6	2.47
2	Enc	5	0.37
3	Enc	6	1.494
4	Enc	9	0.971
5	Enc	8	1.472
6	Enc	9	1.272
7	CTL	5	0.472
8	CTL	6	0.9
9	Enc	8	1.562
10	CTL	8	0.853
11	Enc	6	1.938
12	Enc	5	2.048
13	CTL	8	0.914
14	Enc	6	2.357
15	Enc	6	1.744
16	Enc	8	0.975
17	Enc	5	1.538
18	Enc	9	2.323
19	Enc	9	1.633
20	Enc	5	0.975
21	Enc	5	1.325
22	CTL	5	1.066
23	Enc	5	0.476
24	Enc	8	1.476
25	CTL	5	0.898
26	Enc	6	0.477
27	Enc	5	1.977
28	Enc	6	0.978
29	Enc	5	1.392
30	Enc	8	1.422
31	Enc	5	0.979
32	Enc	9	2.268
33	CTL	6	0.979
34	CTL	9	1.109
35	CTL	8	0.479
36	CTL	5	0.48
37	Enc	8	0.48
38	CTL	9	0.48
39	Enc	9	1.481
40	CTL	6	0.481
41	Enc	8	1.981
42	Enc	6	1.594
43	Enc	9	1.982
44	Enc	6	0.483
45	Enc	9	1.483
46	Enc	6	2.483
47	CTL	6	0.979
48	Enc	5	0.983
49	Enc	9	1.984
50	Enc	8	0.985
51	Enc	6	2.018
52	CTL	6	0.677
53	CTL	9	0.678
54	Enc	6	2.486
55	Enc	5	1.486
56	Enc	6	1.988
57	CTL	8	0.764
58	Enc	9	0.488
59	Enc	8	1.598
60	Enc	9	1.174
61	CTL	9	0.728
62	Enc	8	0.989
63	Enc	9	1.989
64	CTL	8	0.013
65	CTL	5	0.761
66	CTL	5	0.71
67	CTL	8	0.003
68	CTL	9	0.705
69	CTL	8	0.614
70	Enc	6	0.491
71	Enc	6	1.337
72	Enc	8	1.269
73	Enc	9	0.992
74	Enc	6	0.013
75	CTL	9	0.013
76	CTL	5	0.659
77	Enc	5	0.993
78	Enc	9	1.493
79	Enc	8	1.174
80	Enc	8	0.002
81	CTL	6	0.825
82	Enc	6	0.592
83	CTL	6	0.003
84	Enc	9	1.495
85	Enc	9	1.622
86	Enc	5	0.002
87	CTL	9	0.784
88	Enc	8	0.002
89	CTL	8	0.678
90	Enc	8	1.09
91	CTL	8	0.002
92	Enc	5	0.998
93	CTL	5	0.631
94	Enc	8	0.002
95	Enc	9	1.498
96	CTL	9	0.499
97	CTL	9	0.002
98	Enc	8	1.5
99	Enc	8	0.003
100	CTL	6	0.501
101	Enc	5	0.002
102	Enc	9	0.002
103	Enc	5	1.502
104	Enc	9	0.002
105	Enc	8	1.003
106	CTL	6	0.003
107	Enc	6	1.847
108	Enc	9	1.503
109	CTL	5	0.505
110	CTL	6	0.609
111	Enc	5	0.504
112	Enc	6	1.005
113	CTL	9	0.663
114	Enc	5	1.006
115	Enc	5	0.0
116	Enc	8	0.0
