motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift.1	slow_drift.2	slow_drift.3	slow_drift.4	slow_drift.5	slow_drift.6	slow_drift.7	slow_drift.8	slow_drift.9	slow_drift.10	slow_drift.11	slow_drift.12	slow_drift.13	slow_drift.14	wm_avg	vent_avg	global_signal_pca	compcor	compcor.1	compcor.2	compcor.3	compcor.4
0.09487307071685801	0.168410301208496	-0.18642807006835896	0.068816803395748	0.016427544876933	-0.191086828708649	0.151765838265419	0	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	-1207.18896484375	8877.7734375	-0.34223073720932	-0.114883452653885	-0.10547849535942098	0.012411535717546999	0.009892724454403	0.104010380804539
0.09793150424957302	0.076754093170166	-0.20349502563476604	0.09529507160186801	0.0066476510837669995	-0.20064723491668698	0.12362307310104399	0	1.4073182344436652	1.4116407632827759	1.40673828125	1.410770773887634	1.4055784940719598	1.4093214273452759	1.403839588165283	1.4072930812835691	1.401521921157837	1.4046865701675422	1.3986268043518073	1.401503086090088	1.395155191421509	1.397743821144104	1.3911086320877082	-2447.3791503906245	-3025.289794921875	-1.648318886756897	-0.134779497981071	-0.102373979985714	-0.005495111923665	-0.030676875263453002	-0.017525104805827
0.08089530467987101	0.162706851959229	-0.19398498535156197	0.08751216530799902	0.010931194759905	-0.20132803916931197	0.13076362013816803	0	1.4071007966995241	1.410770773887634	1.4047814607620241	1.4072930812835691	1.400146484375	1.401503086090088	1.3932037353515618	1.3934104442596442	1.383964419364929	1.3830283880233758	1.3724437952041633	1.370374083518982	1.358660697937012	1.355468273162842	1.342637896537781	-2514.7333984375	-9174.2236328125	-1.4408217668533332	-0.13620847463607802	-0.10637719184160199	-0.031509928405285	-0.033701810985804	0.01840971596539
0.067648112773895	0.138249397277832	-0.23678207397460896	0.114343002438545	-0.006458965595811999	-0.18795315921306602	0.09499931335449198	0	1.40673828125	1.4093214273452759	1.401521921157837	1.401503086090088	1.3911086320877082	1.38850462436676	1.375536799430847	1.370374083518982	1.354864001274109	1.34717857837677	1.329166650772095	1.319003701210022	1.298539638519287	1.2859535217285158	1.263096332550049	-2366.03369140625	-9270.322265625	-1.093180537223816	-0.131440684199333	-0.11468637734651599	0.005154864396899999	-0.05196999385952901	-0.0026328351814299995
0.08245241641998301	0.12657642364502	-0.216087341308594	0.080221682786942	-0.026334393769502997	-0.18714384734630604	0.100242681801319	0	1.406230807304382	1.4072930812835691	1.3969630002975457	1.3934104442596442	1.3784881830215447	1.370374083518982	1.350927710533142	1.338335394859314	1.314462661743164	1.297504782676697	1.269332647323608	1.24815046787262	1.215834140777588	1.1905966997146609	1.154318571090698	-1865.7429199218752	-10378.320312500002	-1.214861989021301	-0.12683941423893	-0.099013328552246	0.007858846336603	-0.0348852686584	0.015325052663683999
0.062841057777405	0.15841150283813502	-0.20473098754882801	0.08589001744985601	-0.0042447731830179995	-0.17199884355068198	0.07801086455583599	0	1.4055784940719598	1.4046865701675422	1.3911086320877082	1.3830283880233758	1.362317442893982	1.34717857837677	1.319500207901001	1.297504782676697	1.263096332550049	1.234516859054565	1.193684697151184	1.15886116027832	1.1119775772094729	1.071313858032227	1.0188132524490359	-1487.5751953124998	-7621.753906249999	-1.508509397506714	-0.119572520256042	-0.100173369050026	0.034433882683516	-0.034527380019426	0.050798438489437
0.07621556520462	0.12466716766357401	-0.197868347167969	0.098814867436886	0.004130481276661	-0.17823438346385997	0.056869912892580005	0	1.4047814607620241	1.401503086090088	1.383964419364929	1.370374083518982	1.342637896537781	1.319003701210022	1.281412243843079	1.24815046787262	1.201191902160645	1.15886116027832	1.103161811828613	1.052454471588135	0.9887697696685791	0.9305022954940799	0.859705567359924	-1819.57666015625	-9880.9765625	-1.6171385049819953	-0.127581611275673	-0.10132072865963	0.032427936792374004	-0.044097580015659006	-0.027537204325198995
0.07138711214065599	0.136039733886719	-0.185638427734375	0.0758111551404	-0.001088473829441	-0.173868387937546	0.067880116403103	0	1.403839588165283	1.397743821144104	1.375536799430847	1.355468273162842	1.319500207901001	1.2859535217285158	1.236855626106262	1.1905966997146609	1.129264116287231	1.071313858032227	0.998887658119202	0.9305022954940799	0.848346292972565	0.7709915637969971	0.6806651949882511	-1912.2431640624998	-7928.572265625	-1.9947330951690667	-0.12199897319078398	-0.092244155704975	0.021891159936786	-0.030222846195102005	0.03122035600245
0.077469229698181	0.14800214767456102	-0.18264389038085896	0.11190868169069301	0.00130755326245	-0.18905071914196	0.098239816725254	0	1.402752995491028	1.3934104442596442	1.3658337593078607	1.338335394859314	1.292963624000549	1.24815046787262	1.186054468154907	1.1252214908599851	1.047910809516907	0.972773551940918	0.8821567893028259	0.794805824756622	0.693140745162964	0.595987141132355	0.485821396112442	-2500.088623046875	-10517.179687499998	-2.3038311004638667	-0.13160215318203	-0.108025185763836	0.0013779775472359999	-0.048339433968067	-0.032538540661335
0.074260830879211	0.11914157867431599	-0.197319030761719	0.07889401912689199	-0.015834739431739	-0.180197939276695	0.06392802298069	0	1.401521921157837	1.38850462436676	1.354864001274109	1.319003701210022	1.263096332550049	1.205734014511108	1.129264116287231	1.052454471588135	0.957808256149292	0.864251255989075	0.7544182538986209	0.6473695039749151	0.5258432030677801	0.409005999565125	0.279667854309082	-2771.1267089843755	-10224.467773437502	-2.2934284210205083	-0.132860362529755	-0.11534601449966402	-0.019906980916858	-0.046469144523144004	0.014964446425438
