motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift.1	slow_drift.2	slow_drift.3	slow_drift.4	slow_drift.5	slow_drift.6	slow_drift.7	slow_drift.8	slow_drift.9	slow_drift.10	slow_drift.11	slow_drift.12	slow_drift.13	wm_avg	vent_avg	global_signal_pca	compcor	compcor.1	compcor.2	compcor.3	compcor.4
0.062735915184021	-0.0654296875	-0.038447380065918	0.142995148897171	0.08072817325592	-0.054746832698584005	0.45360434055328397	0	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	33.07185745239257	505.77554321289057	1.402166724205017	-0.022827327251434	-0.061187520623207	0.054390303790569	0.07083704322576499	-0.08794578164815899
0.09109711647033698	0.0036277770996090003	-0.18881797790527302	0.050736334174871	0.017979962751268997	-0.13558650016784698	0.176114976406097	0	1.4067872762680047	1.411420226097107	1.4061152935028078	1.4104125499725342	1.40477192401886	1.4087334871292108	1.402757525444031	1.406383991241455	1.400073170661926	1.4033651351928709	1.3967200517654421	1.3996784687042243	1.392699956893921	1.395325541496277	56.70066833496094	-82.24032592773438	0.8055653572082521	0.040210545063019	-0.036439787596464	0.069544605910778	0.086547754704952	-0.045273724943399
0.061407566070557	0.017961502075195	-0.09674072265625	0.059006355702876996	-0.003920931834727999	-0.119904235005379	0.142618983983994	0	1.406535267829895	1.4104125499725342	1.4038485288620002	1.406383991241455	1.3984801769256592	1.3996784687042243	1.3904403448104858	1.390308499336243	1.3797444105148322	1.378291964530945	1.3664127588272088	1.363651752471924	1.3504706621170042	1.3464157581329352	64.6287612915039	-155.03355407714844	0.7332535982131959	0.062133111059666	-0.0200972892344	0.08930961042642599	0.060046963393687994	-0.038679920136929
0.058160305023193	0.004932403564453	-0.15780925750732402	0.0009010747307910001	-0.017851827666163	-0.11714180558919901	0.12914088368415802	0	1.4061152935028078	1.4087334871292108	1.400073170661926	1.3996784687042243	1.3880146741867072	1.384629726409912	1.3699914216995241	1.363651752471924	1.346080780029297	1.33683443069458	1.31638491153717	1.304292678833008	1.281031131744385	1.266165614128113	75.04585266113281	-45.29347610473633	1.034754633903503	0.040710732340812995	0.015130016021430001	0.09831052273511899	0.081462636590004	-0.055260296911001
0.049934744834900006	0.026063919067383	-0.2158203125	-0.006084033288062	0.003920695278794	-0.098031394183636	0.24289193749427804	0	1.405527472496033	1.406383991241455	1.3947932720184328	1.390308499336243	1.373406529426575	1.363651752471924	1.3415300846099851	1.326616883277893	1.2994064092636108	1.279485583305359	1.247356176376343	1.2226166725158691	1.185775518417358	1.156442999839783	71.01315307617188	-13.250710487365724	0.672410905361176	0.027969047427177002	0.043336842209100994	0.091405041515827	0.09755240380764	-0.06868020445108401
0.059279799461364996	-0.056821823120117	-0.296961784362793	-0.02622009254992	-0.03730221837759	-0.079726696014404	0.107235260307789	0	1.40477192401886	1.4033651351928709	1.3880146741867072	1.378291964530945	1.354699373245239	1.33683443069458	1.305222034454346	1.279485583305359	1.240170836448669	1.206927180290222	1.160319089889526	1.120021462440491	1.06661593914032	1.01980185508728	42.73567199707031	-67.93961334228516	1.154988646507263	-0.002236302243546	0.068915337324142	0.058104407042265	0.104656994342804	-0.049679793417454
0.061286330223083	-0.057668685913086	-0.37105464935302707	-0.023388618603349	-0.009170452132821	-0.075981296598911	0.255335003137589	0	1.4038485288620002	1.3996784687042243	1.3797444105148322	1.363651752471924	1.3319486379623409	1.304292678833008	1.2612788677215578	1.2226166725158691	1.168944597244263	1.120021462440491	1.0565253496170042	0.9982624053955079	0.925944745540619	0.859422743320465	73.23163604736328	158.16920471191403	1.7438329458236688	-0.045485369861126	0.035099495202303	0.09022004902362801	0.11274711042642599	-0.000914441538043
0.065414071083069	-0.06353569030761701	-0.18472576141357397	0.019490076228976003	-0.003206663997844	-0.05720172822475401	0.133494779467583	0	1.402757525444031	1.395325541496277	1.3699914216995241	1.3464157581329352	1.305222034454346	1.266165614128113	1.209956884384155	1.156442999839783	1.086413502693176	1.01980185508728	0.9374675154685971	0.859422743320465	0.766586065292358	0.6790388822555539	105.76502227783205	362.6804504394531	2.6362485885620117	-0.057454910129309006	-0.024593021720648	0.11025734245777101	0.051831759512424004	-0.02347432076931
0.05364990234375	-0.091114044189453	-0.1776123046875	0.05403154343366599	0.022553518414497004	-0.017764270305634	0.239389106631279	0	1.401499032974243	1.390308499336243	1.3587661981582642	1.326616883277893	1.274599075317383	1.2226166725158691	1.151554942131042	1.0814679861068728	0.9933724403381351	0.907459378242493	0.804857850074768	0.7058780789375309	0.5917391777038571	0.482849061489105	138.8819580078125	355.5578308105469	2.108270645141602	-0.025591904297471	-0.06535662710666701	0.146755501627922	0.011597821488976002	-0.010189762338996
0.043021321296692	-0.063045501708984	-0.130575180053711	-0.018905384466051996	-0.058974452316760996	-0.039374869316816004	0.248222395777702	0	1.400073170661926	1.384629726409912	1.346080780029297	1.304292678833008	1.240170836448669	1.173832416534424	1.086413502693176	0.9982624053955079	0.890717446804047	0.7843297123909	0.6606032848358149	0.540255725383759	0.404914140701294	0.275419980287552	103.0771484375	239.99002075195312	1.616960287094116	-0.017164567485452	-0.05251364409923599	0.11723525822162599	0.04794763401150701	-0.07005748897790899
