	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	6	1.787	16.087	3.0	19.086	1.0	False	CTL01
1	1	8	1.494	20.086	3.0	23.086	8.0	Old61	Enc01
2	1	5	0.852	31.085	3.0	34.085	7.5	Old09	Enc02
3	1	5	1.7080000000000002	41.585	3.0	44.583999999999996	0.5	Old62	Enc03
4	1	6	1.109	45.083999999999996	3.0	48.083999999999996	6.0	Old45	Enc04
5	1	5	1.0659999999999998	54.083999999999996	3.0	57.083	2.0	Old40	Enc05
6	1	9	1.8940000000000001	59.083	3.0	62.083	2.0	Old78	Enc06
7	0	5	1.052	64.083	3.0	67.083	4.0	False	CTL02
8	0	6	1.088	71.082	3.0	74.082	2.5	False	CTL03
9	0	6	0.983	76.582	3.0	79.582	1.5	False	CTL04
10	0	9	0.927	81.081	3.0	84.081	5.0	False	CTL05
11	1	6	0.831	89.081	3.0	92.081	1.0	Old58	Enc07
12	1	8	1.1440000000000001	93.081	3.0	96.08	3.0	Old06	Enc08
13	0	9	1.046	99.08	3.0	102.08	3.0	False	CTL06
14	1	9	0.833	105.08	3.0	108.079	2.5	Old48	Enc09
15	1	5	0.853	110.579	3.0	113.579	6.5	Old02	Enc10
16	1	9	0.713	120.07799999999999	3.0	123.07799999999999	2.5	Old31	Enc11
17	1	5	1.014	125.57799999999999	3.0	128.578	2.0	Old37	Enc12
18	1	8	0.895	130.578	3.0	133.577	4.5	Old67	Enc13
19	1	8	0.0	138.077	3.0	141.077	4.5	Old68	Enc14
20	1	9	0.92	145.576	3.0	148.576	2.5	Old75	Enc15
21	1	8	1.085	151.076	3.0	154.076	1.0	Old73	Enc16
22	1	5	2.063	155.076	3.0	158.075	1.5	Old13	Enc17
23	0	5	0.9570000000000001	159.575	3.0	162.575	4.0	False	CTL07
24	0	8	1.469	166.575	3.0	169.575	3.0	False	CTL08
25	1	8	0.9059999999999999	172.574	3.0	175.574	1.0	Old35	Enc18
26	1	8	1.079	176.574	3.0	179.574	1.0	Old14	Enc19
27	1	5	0.0	180.574	3.0	183.57299999999998	0.5	Old26	Enc20
28	1	9	1.859	184.07299999999998	3.0	187.07299999999998	3.5	Old70	Enc21
29	1	9	0.7440000000000001	190.57299999999998	3.0	193.57299999999998	4.5	Old25	Enc22
30	0	8	0.898	198.072	3.0	201.072	9.5	False	CTL09
31	1	6	1.003	210.571	3.0	213.571	3.5	Old03	Enc23
32	0	9	1.4609999999999999	217.071	3.0	220.071	4.0	False	CTL10
33	1	8	1.735	224.07	3.0	227.07	4.0	Old17	Enc24
34	1	8	1.805	231.07	3.0	234.06900000000002	1.0	Old47	Enc25
35	1	9	1.026	235.06900000000002	3.0	238.06900000000002	6.0	Old15	Enc26
36	1	5	0.8190000000000001	244.06900000000002	3.0	247.06799999999998	6.5	Old46	Enc27
37	1	6	0.0	253.56799999999998	3.0	256.568	2.0	Old28	Enc28
38	1	9	1.101	258.568	3.0	261.567	1.5	Old51	Enc29
39	1	8	0.794	263.067	3.0	266.067	2.5	Old49	Enc30
40	1	6	0.758	268.567	3.0	271.567	4.5	Old29	Enc31
41	1	6	0.0	276.066	3.0	279.066	0.5	Old01	Enc32
42	0	6	1.422	279.566	3.0	282.566	1.0	False	CTL11
43	1	9	0.8109999999999999	283.566	3.0	286.565	1.5	Old08	Enc33
44	1	8	0.785	288.065	3.0	291.065	2.0	Old54	Enc34
45	0	6	0.488	293.065	3.0	296.065	4.0	False	CTL12
46	1	9	0.8490000000000001	300.064	3.0	303.064	2.0	Old07	Enc35
47	1	8	0.895	305.064	3.0	308.064	2.5	Old63	Enc36
48	1	9	1.2819999999999998	310.563	3.0	313.563	2.0	Old16	Enc37
49	1	6	0.0	315.563	3.0	318.563	14.0	Old72	Enc38
50	1	5	0.721	333.06199999999995	3.0	336.061	4.0	Old20	Enc39
51	0	5	0.652	340.061	3.0	343.061	1.5	False	CTL13
52	1	6	0.72	344.561	3.0	347.561	1.0	Old21	Enc40
53	0	9	0.858	348.561	3.0	351.56	3.0	False	CTL14
54	0	8	0.981	354.56	3.0	357.56	5.5	False	CTL15
55	0	9	0.9259999999999999	363.059	3.0	366.059	2.0	False	CTL16
56	1	6	1.2109999999999999	368.059	3.0	371.059	2.5	Old43	Enc41
57	1	8	0.0	373.559	3.0	376.55800000000005	3.0	Old27	Enc42
58	1	9	2.531	379.55800000000005	3.0	382.55800000000005	3.0	Old39	Enc43
59	1	5	0.754	385.55800000000005	3.0	388.55699999999996	2.0	Old69	Enc44
60	1	6	0.731	390.55699999999996	3.0	393.55699999999996	5.0	Old55	Enc45
61	1	9	0.794	398.55699999999996	3.0	401.556	4.5	Old59	Enc46
62	0	8	0.0	406.056	3.0	409.056	10.0	False	CTL17
63	1	6	0.871	419.555	3.0	422.555	2.5	Old77	Enc47
