	Condition	CorrectSource	Stim_RT
0	CTL	6	0.854
1	Enc	8	0.77
2	Enc	5	1.274
3	Enc	5	0.896
4	Enc	6	0.945
5	Enc	5	0.759
6	Enc	9	1.177
7	CTL	5	0.794
8	CTL	6	0.893
9	CTL	6	0.777
10	CTL	9	0.681
11	Enc	6	0.793
12	Enc	8	0.853
13	CTL	9	0.715
14	Enc	9	0.738
15	Enc	5	0.702
16	Enc	9	0.759
17	Enc	5	0.811
18	Enc	8	0.82
19	Enc	8	0.722
20	Enc	9	0.776
21	Enc	8	0.908
22	Enc	5	1.096
23	CTL	5	0.848
24	CTL	8	0.531
25	Enc	8	0.593
26	Enc	8	0.821
27	Enc	5	1.065
28	Enc	9	0.699
29	Enc	9	0.62
30	CTL	8	0.665
31	Enc	6	0.665
32	CTL	9	0.691
33	Enc	8	0.623
34	Enc	8	0.625
35	Enc	9	0.661
36	Enc	5	0.659
37	Enc	6	0.643
38	Enc	9	0.572
39	Enc	8	0.675
40	Enc	6	0.656
41	Enc	6	0.638
42	CTL	6	1.072
43	Enc	9	0.596
44	Enc	8	0.62
45	CTL	6	0.492
46	Enc	9	0.52
47	Enc	8	0.498
48	Enc	9	0.526
49	Enc	6	0.56
50	Enc	5	0.649
51	CTL	5	0.572
52	Enc	6	0.524
53	CTL	9	0.552
54	CTL	8	0.47
55	CTL	9	0.434
56	Enc	6	0.467
57	Enc	8	0.512
58	Enc	9	0.598
59	Enc	5	0.541
60	Enc	6	0.678
61	Enc	9	0.471
62	CTL	8	0.645
63	Enc	6	0.625
64	Enc	9	0.557
65	CTL	5	0.514
66	CTL	5	0.599
67	Enc	6	0.497
68	CTL	8	0.544
69	CTL	9	0.539
70	Enc	8	0.575
71	Enc	9	0.577
72	CTL	8	0.431
73	Enc	8	0.462
74	Enc	9	0.449
75	CTL	9	1.035
76	CTL	6	0.491
77	Enc	5	0.45
78	Enc	8	0.587
79	Enc	5	0.538
80	CTL	6	0.485
81	Enc	6	0.478
82	CTL	6	0.476
83	CTL	9	0.616
84	Enc	5	0.518
85	Enc	6	0.632
86	Enc	8	0.511
87	CTL	5	0.569
88	CTL	8	0.517
89	CTL	9	0.478
90	CTL	6	0.456
91	Enc	5	0.49
92	CTL	5	0.563
93	Enc	5	0.492
94	CTL	5	0.464
95	Enc	5	0.466
96	Enc	9	0.522
97	Enc	9	0.449
98	Enc	5	0.421
99	Enc	8	0.517
100	CTL	8	0.479
101	Enc	6	0.459
102	Enc	6	0.377
103	CTL	8	0.493
104	CTL	6	0.439
105	Enc	5	0.553
106	CTL	5	0.491
107	Enc	6	0.485
108	Enc	8	0.54
109	Enc	9	0.489
110	Enc	8	0.485
111	Enc	9	0.473
112	CTL	8	0.448
113	CTL	9	0.494
114	Enc	6	0.496
115	Enc	5	0.468
116	Enc	6	0.48
