	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	14.542	3.0	17.551	6.5	Old62	Enc01
1	24.054	3.0	27.063	2.0	Old08	Enc02
2	29.052	3.0	32.061	1.5	Old22	Enc03
3	33.549	3.0	36.558	1.0	Old70	Enc04
4	37.561	3.0	40.57	8.5	Old65	Enc05
5	49.062	3.0	52.07100000000001	2.0	Old40	Enc06
6	54.06	3.0	57.069	2.5	Old36	Enc07
7	59.56	3.0	62.568	1.5	False	CTL01
8	64.056	3.0	67.065	1.5	False	CTL02
9	68.553	3.0	71.562	0.5	Old46	Enc08
10	72.063	3.0	75.072	0.5	False	CTL03
11	75.574	3.0	78.583	2.0	Old21	Enc09
12	80.572	3.0	83.581	1.5	Old35	Enc10
13	85.069	3.0	88.07799999999999	2.0	False	CTL04
14	90.06700000000001	3.0	93.07600000000001	7.5	Old10	Enc11
15	100.565	3.0	103.574	5.0	Old20	Enc12
16	108.572	3.0	111.581	1.5	Old75	Enc13
17	113.069	3.0	116.078	3.0	Old25	Enc14
18	119.07	3.0	122.079	1.0	Old32	Enc15
19	123.066	3.0	126.075	1.5	Old37	Enc16
20	127.562	3.0	130.571	8.5	Old19	Enc17
21	139.063	3.0	142.072	2.0	Old06	Enc18
22	144.062	3.0	147.07	1.0	False	CTL05
23	148.073	3.0	151.082	1.5	False	CTL06
24	152.57	3.0	155.579	6.5	Old44	Enc19
25	162.082	3.0	165.091	1.5	Old76	Enc20
26	166.579	3.0	169.588	6.5	Old59	Enc21
27	176.09	3.0	179.099	3.5	False	CTL07
28	182.593	3.0	185.602	8.0	Old69	Enc22
29	193.593	3.0	196.602	13.0	Old12	Enc23
30	209.59	3.0	212.599	1.0	False	CTL08
31	213.586	3.0	216.594	2.5	Old01	Enc24
32	219.085	3.0	222.094	1.5	Old42	Enc25
33	223.582	3.0	226.591	3.5	Old63	Enc26
34	230.085	3.0	233.094	2.0	Old45	Enc27
35	235.083	3.0	238.092	3.0	Old24	Enc28
36	241.084	3.0	244.093	7.0	Old33	Enc29
37	251.081	3.0	254.09	1.0	Old54	Enc30
38	255.093	3.0	258.102	0.5	False	CTL09
39	258.603	3.0	261.612	1.0	False	CTL10
40	262.598	3.0	265.607	0.5	Old03	Enc31
41	266.109	3.0	269.118	7.0	Old74	Enc32
42	276.105	3.0	279.114	4.0	Old23	Enc33
43	283.11	3.0	286.118	2.0	Old26	Enc34
44	288.108	3.0	291.117	2.5	False	CTL11
45	293.607	3.0	296.616	4.5	Old72	Enc35
46	301.113	3.0	304.122	0.5	Old09	Enc36
47	304.624	3.0	307.633	3.0	False	CTL12
48	310.625	3.0	313.634	2.0	Old13	Enc37
49	315.623	3.0	318.632	0.5	False	CTL13
50	319.134	3.0	322.143	1.0	False	CTL14
51	323.146	3.0	326.155	2.5	False	CTL15
52	328.645	3.0	331.654	6.5	False	CTL16
53	338.157	3.0	341.166	9.5	Old47	Enc38
54	350.661	3.0	353.67	3.0	Old61	Enc39
55	356.662	3.0	359.671	3.0	Old53	Enc40
56	362.663	3.0	365.672	1.0	Old66	Enc41
57	366.659	3.0	369.668	2.0	Old58	Enc42
58	371.657	3.0	374.666	1.0	Old17	Enc43
59	375.669	3.0	378.6780000000001	0.5	Old30	Enc44
60	379.179	3.0	382.188	2.5	Old14	Enc45
61	384.679	3.0	387.688	8.5	Old31	Enc46
62	396.18	3.0	399.189	5.5	Old28	Enc47
63	404.689	3.0	407.698	2.0	Old07	Enc48
64	409.687	3.0	412.696	6.0	Old48	Enc49
65	418.6969999999999	3.0	421.706	6.0	Old51	Enc50
66	427.707	3.0	430.716	1.5	Old04	Enc51
67	432.204	3.0	435.213	2.0	False	CTL17
68	437.202	3.0	440.211	1.5	Old52	Enc52
69	441.699	3.0	444.708	4.0	False	CTL18
70	448.703	3.0	451.712	0.5	False	CTL19
71	452.214	3.0	455.223	6.0	False	CTL20
72	461.224	3.0	464.233	0.5	Old57	Enc53
73	464.735	3.0	467.7430000000001	2.5	Old50	Enc54
74	470.234	3.0	473.2430000000001	1.5	Old60	Enc55
75	474.731	3.0	477.74	2.5	Old34	Enc56
76	480.231	3.0	483.24	5.5	False	CTL21
77	488.739	3.0	491.748	4.5	Old56	Enc57
78	496.245	3.0	499.254	2.5	False	CTL22
79	501.745	3.0	504.754	6.5	Old68	Enc58
80	511.2569999999999	3.0	514.266	6.5	False	CTL23
81	520.768	3.0	523.7769999999999	1.5	False	CTL24
82	525.265	3.0	528.274	4.5	False	CTL25
83	532.771	3.0	535.78	1.5	False	CTL26
84	537.2669999999999	3.0	540.276	0.5	Old64	Enc59
85	540.778	3.0	543.7869999999999	10.0	False	CTL27
86	554.285	3.0	557.294	4.5	False	CTL28
87	561.7909999999999	3.0	564.8	2.0	Old55	Enc60
88	566.789	3.0	569.798	1.5	False	CTL29
89	571.286	3.0	574.295	12.0	Old11	Enc61
90	586.7819999999999	3.0	589.7909999999999	2.0	Old39	Enc62
91	591.78	3.0	594.789	1.0	Old78	Enc63
92	595.7919999999999	3.0	598.8009999999999	4.0	False	CTL30
93	602.7959999999999	3.0	605.805	0.5	Old71	Enc64
94	606.307	3.0	609.316	4.0	Old67	Enc65
95	613.311	3.0	616.32	3.5	Old73	Enc66
96	619.814	3.0	622.823	1.0	False	CTL31
97	623.826	3.0	626.835	0.5	False	CTL32
98	627.336	3.0	630.345	2.5	Old02	Enc67
99	632.836	3.0	635.845	0.5	False	CTL33
100	636.346	3.0	639.355	9.0	False	CTL34
101	648.349	3.0	651.3580000000001	2.0	False	CTL35
102	653.347	3.0	656.3560000000001	0.5	Old05	Enc68
103	656.857	3.0	659.8660000000001	2.0	False	CTL36
104	661.8560000000001	3.0	664.865	4.5	False	CTL37
105	669.3610000000001	3.0	672.37	4.5	False	CTL38
106	676.867	3.0	679.8760000000001	3.5	Old29	Enc69
107	683.37	3.0	686.3789999999999	1.5	Old49	Enc70
