	Condition	CorrectSource	Stim_RT
0	Enc	6	0.978
1	Enc	5	0.433
2	Enc	6	0.995
3	Enc	9	0.794
4	Enc	8	0.91
5	Enc	9	0.641
6	Enc	8	1.05
7	CTL	8	0.742
8	CTL	5	0.718
9	Enc	6	0.677
10	CTL	6	0.879
11	Enc	5	0.544
12	Enc	6	0.77
13	CTL	8	0.768
14	Enc	6	0.378
15	Enc	8	0.488
16	Enc	5	0.529
17	Enc	9	0.752
18	Enc	9	0.902
19	Enc	5	0.898
20	Enc	5	0.818
21	Enc	5	0.549
22	CTL	8	0.574
23	CTL	5	0.418
24	Enc	8	0.505
25	Enc	6	0.0
26	Enc	5	0.616
27	CTL	5	0.505
28	Enc	6	0.529
29	Enc	5	0.513
30	CTL	6	0.492
31	Enc	8	0.615
32	Enc	5	0.42
33	Enc	9	1.003
34	Enc	8	0.708
35	Enc	9	1.094
36	Enc	8	0.477
37	Enc	6	0.687
38	CTL	9	0.667
39	CTL	8	0.613
40	Enc	9	0.49
41	Enc	6	0.643
42	Enc	9	0.487
43	Enc	6	0.521
44	CTL	5	0.715
45	Enc	5	0.56
46	Enc	9	0.47
47	CTL	9	0.911
48	Enc	8	0.661
49	CTL	6	0.671
50	CTL	6	0.68
51	CTL	6	0.572
52	CTL	9	0.641
53	Enc	6	0.569
54	Enc	6	0.848
55	Enc	5	0.551
56	Enc	6	0.574
57	Enc	9	1.114
58	Enc	8	0.812
59	Enc	9	0.863
60	Enc	8	0.713
61	Enc	9	0.509
62	Enc	6	0.8
63	Enc	6	0.49
64	Enc	8	0.732
65	Enc	9	0.706
66	Enc	6	1.024
67	CTL	8	0.783
68	Enc	5	0.992
69	CTL	9	1.415
70	CTL	8	0.635
71	CTL	5	0.636
72	Enc	9	0.554
73	Enc	8	0.691
74	Enc	8	0.815
75	Enc	6	0.814
76	CTL	5	0.714
77	Enc	9	0.646
78	CTL	8	0.62
79	Enc	9	0.519
80	CTL	9	0.535
81	CTL	8	0.6
82	CTL	9	0.559
83	CTL	5	0.517
84	Enc	5	0.652
85	CTL	6	0.869
86	CTL	6	0.57
87	Enc	8	0.584
88	CTL	9	0.617
89	Enc	8	0.6
90	Enc	5	0.672
91	Enc	8	0.898
92	CTL	8	1.078
93	Enc	9	0.697
94	Enc	8	1.394
95	Enc	8	0.694
96	CTL	8	0.559
97	CTL	5	0.635
98	Enc	5	0.557
99	CTL	9	0.584
100	CTL	9	0.938
101	CTL	6	0.527
102	Enc	9	0.593
103	CTL	6	0.691
104	CTL	5	0.572
105	CTL	6	0.554
106	Enc	5	0.52
107	Enc	9	1.073
108	Enc	8	0.808
109	Enc	6	0.894
110	Enc	9	1.071
111	CTL	9	0.889
112	Enc	5	0.642
113	Enc	6	0.608
114	Enc	5	0.923
115	Enc	5	1.15
116	Enc	8	1.072
