motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift.1	slow_drift.2	slow_drift.3	slow_drift.4	slow_drift.5	slow_drift.6	slow_drift.7	slow_drift.8	slow_drift.9	slow_drift.10	slow_drift.11	slow_drift.12	slow_drift.13	wm_avg	vent_avg	global_signal_pca	compcor	compcor.1	compcor.2	compcor.3	compcor.4
-0.209427356719971	0.13043737411499	-1.020082473754883	-1.150403380393982	-0.27820140123367304	0.231384083628654	0.10692784190177901	0	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	1.4068711996078491	1.411756157875061	49.733299255371094	64.58132934570314	2.213574647903442	-0.095971666276455	-0.089980371296406	-0.10318380594253501	-0.069464609026909	0.07096270471811299
-0.201660633087158	0.10336017608642599	-1.0187034606933592	-1.134721279144287	-0.328450083732605	0.246475175023079	0.09943870455026599	0	1.4067872762680047	1.411420226097107	1.4061152935028078	1.4104125499725342	1.40477192401886	1.4087334871292108	1.402757525444031	1.406383991241455	1.400073170661926	1.4033651351928709	1.3967200517654421	1.3996784687042243	1.392699956893921	1.395325541496277	80.40369415283203	-4.681585788726807	2.3077149391174316	-0.10931992530822801	-0.055882610380650004	-0.096548669040203	-0.06048010662198099	0.09963069111108801
-0.21128416061401398	0.065238952636719	-1.014270782470703	-1.103821635246277	-0.307359308004379	0.248642235994339	0.088093623518944	0	1.406535267829895	1.4104125499725342	1.4038485288620002	1.406383991241455	1.3984801769256592	1.3996784687042243	1.3904403448104858	1.390308499336243	1.3797444105148322	1.378291964530945	1.3664127588272088	1.363651752471924	1.3504706621170042	1.3464157581329352	61.369895935058594	-13.866463661193848	1.7901163101196291	-0.10617645829916	-0.07589530944824201	-0.08814893662929499	-0.050575636327267	0.097134970128536
-0.22339534759521498	0.052059173583984	-0.992944717407227	-1.0907325744628908	-0.32746231555938693	0.262978821992874	0.022880496457219	0	1.4061152935028078	1.4087334871292108	1.400073170661926	1.3996784687042243	1.3880146741867072	1.384629726409912	1.3699914216995241	1.363651752471924	1.346080780029297	1.33683443069458	1.31638491153717	1.304292678833008	1.281031131744385	1.266165614128113	67.5091781616211	-77.90277099609374	1.8823521137237549	-0.109609022736549	-0.071253143250942	-0.09121648222208001	-0.04792274534702299	0.085949197411537
-0.21726608276367199	0.054581165313720995	-0.986456871032715	-1.093264818191528	-0.32385843992233304	0.260243862867355	0.116550259292126	0	1.405527472496033	1.406383991241455	1.3947932720184328	1.390308499336243	1.373406529426575	1.363651752471924	1.3415300846099851	1.326616883277893	1.2994064092636108	1.279485583305359	1.247356176376343	1.2226166725158691	1.185775518417358	1.156442999839783	51.34817886352539	-86.22506713867188	1.986209511756897	-0.104210421442986	-0.08622890710830701	-0.08958849310874901	-0.067363619804382	0.05623419210314799
-0.23270893096923803	0.10112953186035199	-0.9966154098510741	-1.077585101127625	-0.296417772769928	0.25248500704765303	0.114197850227356	0	1.40477192401886	1.4033651351928709	1.3880146741867072	1.378291964530945	1.354699373245239	1.33683443069458	1.305222034454346	1.279485583305359	1.240170836448669	1.206927180290222	1.160319089889526	1.120021462440491	1.06661593914032	1.01980185508728	51.47411346435546	-94.30551147460936	1.257606625556946	-0.10149745643138901	-0.08868211507797198	-0.091206721961498	-0.06346783787012099	0.056931667029857996
-0.23722839355468803	0.10407876968383802	-0.948838233947754	-1.0536742210388181	-0.325596570968628	0.238020718097687	0.16944961249828303	0	1.4038485288620002	1.3996784687042243	1.3797444105148322	1.363651752471924	1.3319486379623409	1.304292678833008	1.2612788677215578	1.2226166725158691	1.168944597244263	1.120021462440491	1.0565253496170042	0.9982624053955079	0.925944745540619	0.859422743320465	19.473806381225586	-106.9676284790039	1.244426965713501	-0.086438424885273	-0.120523281395435	-0.085883796215057	0.039223130792379	0.013009372167288999
-0.227835178375244	-0.0037126541137699996	-0.9779682159423829	-1.041126489639282	-0.32744574546814004	0.250134587287903	0.130061820149422	0	1.402757525444031	1.395325541496277	1.3699914216995241	1.3464157581329352	1.305222034454346	1.266165614128113	1.209956884384155	1.156442999839783	1.086413502693176	1.01980185508728	0.9374675154685971	0.859422743320465	0.766586065292358	0.6790388822555539	52.04388046264648	-43.41600036621094	1.9454802274703982	-0.108663387596607	-0.087219946086407	-0.08747030794620501	0.012673126533628001	0.071665033698082
-0.21620845794677698	0.051449775695800996	-0.970911979675293	-1.05105185508728	-0.288825750350952	0.23426061868667603	0.126943498849869	0	1.401499032974243	1.390308499336243	1.3587661981582642	1.326616883277893	1.274599075317383	1.2226166725158691	1.151554942131042	1.0814679861068728	0.9933724403381351	0.907459378242493	0.804857850074768	0.7058780789375309	0.5917391777038571	0.482849061489105	25.644533157348636	-52.05637741088867	1.7172278165817259	-0.09389346837997399	-0.11289352923631697	-0.087353639304638	0.028990305960177997	0.041163615882397
-0.225521564483643	0.10351276397705099	-0.948222160339355	-1.023038983345032	-0.29722493886947604	0.246982663869858	0.058991495519875994	0	1.400073170661926	1.384629726409912	1.346080780029297	1.304292678833008	1.240170836448669	1.173832416534424	1.086413502693176	0.9982624053955079	0.890717446804047	0.7843297123909	0.6606032848358149	0.540255725383759	0.404914140701294	0.275419980287552	63.15337371826172	-44.39430236816406	2.0454854965209956	-0.10880929231643699	-0.07409390807151801	-0.079791456460953	-0.033856544643641004	0.08495905250310902
