	Condition	CorrectSource	Stim_RT
0	Enc	6	0.466
1	Enc	5	0.966
2	Enc	6	0.966
3	Enc	9	1.466
4	Enc	8	2.466
5	Enc	9	0.967
6	Enc	8	0.967
7	CTL	8	0.468
8	CTL	5	0.93
9	Enc	6	1.469
10	CTL	6	0.469
11	Enc	5	1.969
12	Enc	6	1.969
13	CTL	8	0.815
14	Enc	6	1.881
15	Enc	8	1.969
16	Enc	5	0.624
17	Enc	9	1.97
18	Enc	9	0.971
19	Enc	5	1.971
20	Enc	5	2.471
21	Enc	5	0.971
22	CTL	8	0.845
23	CTL	5	0.796
24	Enc	8	2.355
25	Enc	6	0.473
26	Enc	5	0.974
27	CTL	5	0.707
28	Enc	6	1.959
29	Enc	5	1.474
30	CTL	6	0.475
31	Enc	8	1.476
32	Enc	5	0.976
33	Enc	9	1.476
34	Enc	8	2.178
35	Enc	9	2.476
36	Enc	8	1.477
37	Enc	6	1.42
38	CTL	9	1.064
39	CTL	8	0.621
40	Enc	9	1.751
41	Enc	6	1.478
42	Enc	9	1.479
43	Enc	6	1.275
44	CTL	5	0.749
45	Enc	5	1.479
46	Enc	9	1.48
47	CTL	9	0.48
48	Enc	8	1.813
49	CTL	6	0.902
50	CTL	6	0.575
51	CTL	6	0.658
52	CTL	9	0.777
53	Enc	6	1.981
54	Enc	6	1.264
55	Enc	5	0.982
56	Enc	6	1.855
57	Enc	9	0.983
58	Enc	8	0.984
59	Enc	9	1.984
60	Enc	8	0.984
61	Enc	9	0.484
62	Enc	6	1.724
63	Enc	6	0.489
64	Enc	8	0.49
65	Enc	9	1.491
66	Enc	6	1.959
67	CTL	8	0.49
68	Enc	5	0.49
69	CTL	9	0.694
70	CTL	8	0.476
71	CTL	5	0.493
72	Enc	9	1.494
73	Enc	8	0.496
74	Enc	8	0.003
75	Enc	6	0.497
76	CTL	5	0.653
77	Enc	9	1.491
78	CTL	8	0.67
79	Enc	9	0.992
80	CTL	9	0.671
81	CTL	8	0.54
82	CTL	9	0.002
83	CTL	5	0.002
84	Enc	5	0.493
85	CTL	6	0.774
86	CTL	6	0.541
87	Enc	8	0.995
88	CTL	9	0.886
89	Enc	8	1.495
90	Enc	5	0.996
91	Enc	8	0.996
92	CTL	8	0.704
93	Enc	9	0.002
94	Enc	8	1.497
95	Enc	8	1.833
96	CTL	8	0.498
97	CTL	5	0.543
98	Enc	5	0.499
99	CTL	9	0.002
100	CTL	9	0.489
101	CTL	6	0.557
102	Enc	9	1.999
103	CTL	6	0.886
104	CTL	5	0.493
105	CTL	6	0.523
106	Enc	5	1.001
107	Enc	9	2.002
108	Enc	8	0.002
109	Enc	6	0.002
110	Enc	9	1.508
111	CTL	9	0.502
112	Enc	5	0.003
113	Enc	6	0.012
114	Enc	5	1.939
115	Enc	5	1.767
116	Enc	8	1.918
