trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	1.126	108.522	3.0	111.522	1.5	Old66	Enc13	114.522	7.999000000000009	7.999000000000009	223.044	False	7.999000000000009	7.999000000000009	111.522
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	9	0.938	113.022	3.0	116.022	3.0	Old22	Enc14	119.022	4.5	4.5	232.044	False	4.5	4.5	116.022
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	9	0.879	119.021	3.0	122.021	1.0	Old32	Enc15	125.021	5.998999999999995	5.998999999999995	244.042	False	5.998999999999995	5.998999999999995	122.021
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	5	0.928	123.021	3.0	126.021	1.5	Old34	Enc16	129.02100000000002	4.0	4.0	252.04200000000003	False	4.0	4.0	126.021
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	1.175	127.521	3.0	130.52	8.5	Old19	Enc17	133.52	4.5	4.499000000000009	261.041	False	4.5	4.499000000000009	130.52
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	5	0.797	139.02	3.0	142.019	2.0	Old09	Enc18	145.019	11.49900000000001	11.498999999999995	284.039	False	11.49900000000001	11.498999999999995	142.019
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	8	0.989	152.518	3.0	155.518	6.5	Old41	Enc19	158.518	4.498999999999995	4.5	311.036	False	4.498999999999995	4.5	155.518
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	6	0.7140000000000001	162.017	3.0	165.017	1.5	Old77	Enc20	168.017	9.498999999999995	9.498999999999995	330.034	False	9.498999999999995	9.498999999999995	165.017
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	5	0.962	166.517	3.0	169.517	6.5	Old57	Enc21	172.517	4.5	4.5	339.034	False	4.5	4.5	169.517
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	6	0.885	182.516	3.0	185.515	8.0	Old75	Enc22	188.515	6.5	6.498999999999995	371.03099999999995	False	6.5	6.498999999999995	185.515
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	5	0.7120000000000001	193.515	3.0	196.514	13.0	Old02	Enc23	199.514	10.998999999999995	10.999000000000024	393.029	False	10.998999999999995	10.999000000000024	196.514
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	8	1.004	213.513	3.0	216.513	2.5	Old04	Enc24	219.513	4.0	4.0	433.026	False	4.0	4.0	216.513
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	5	0.855	219.012	3.0	222.012	1.5	Old42	Enc25	225.012	5.498999999999995	5.498999999999995	444.024	False	5.498999999999995	5.498999999999995	222.012
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	9	1.005	223.512	3.0	226.512	3.5	Old53	Enc26	229.512	4.5	4.5	453.024	False	4.5	4.5	226.512
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	8	0.716	230.011	3.0	233.011	2.0	Old50	Enc27	236.011	6.498999999999995	6.498999999999995	466.022	False	6.498999999999995	6.498999999999995	233.011
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	9	0.8809999999999999	235.011	3.0	238.011	3.0	Old24	Enc28	241.011	5.0	5.0	476.022	False	5.0	5.0	238.011
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	8	1.256	241.01	3.0	244.01	7.0	Old38	Enc29	247.01	5.998999999999995	5.998999999999995	488.02	False	5.998999999999995	5.998999999999995	244.01
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	6	0.865	251.01	3.0	254.009	1.0	Old63	Enc30	257.009	10.0	9.998999999999995	508.019	False	10.0	9.998999999999995	254.009
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	9	0.942	262.508	3.0	265.508	0.5	Old05	Enc31	268.508	3.998999999999967	3.998999999999967	531.016	False	3.998999999999967	3.998999999999967	265.508
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	6	0.943	266.008	3.0	269.008	7.0	Old70	Enc32	272.008	3.5	3.5	538.016	False	3.5	3.5	269.008
42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	9	0.866	276.007	3.0	279.007	4.0	Old26	Enc33	282.007	9.999000000000024	9.999000000000024	558.014	False	9.999000000000024	9.999000000000024	279.007
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	6	1.031	283.007	3.0	286.006	2.0	Old20	Enc34	289.006	7.0	6.998999999999967	572.0129999999999	False	7.0	6.998999999999967	286.006
45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	5	1.211	293.506	3.0	296.505	4.5	Old74	Enc35	299.505	5.5	5.499000000000024	593.011	False	5.5	5.499000000000024	296.505
46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	9	0.79	301.005	3.0	304.005	0.5	Old06	Enc36	307.005	7.499000000000024	7.5	608.01	False	7.499000000000024	7.5	304.005
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	8	0.8079999999999999	310.504	3.0	313.504	2.0	Old03	Enc37	316.504	5.999000000000024	6.0	627.008	False	5.999000000000024	6.0	313.504
53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	6	0.7859999999999999	338.00199999999995	3.0	341.001	9.5	Old51	Enc38	344.001	9.49899999999991	9.499000000000024	682.0029999999999	False	9.49899999999991	9.499000000000024	341.001
54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	6	1.259	350.501	3.0	353.5	3.0	Old58	Enc39	356.5	12.499000000000024	12.499000000000024	707.001	False	12.499000000000024	12.499000000000024	353.5
55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	5	1.161	356.5	3.0	359.5	3.0	Old60	Enc40	362.5	5.999000000000024	6.0	719.0	False	5.999000000000024	6.0	359.5
56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	6	0.691	362.5	3.0	365.499	1.0	Old68	Enc41	368.499	6.0	5.999000000000024	730.999	False	6.0	5.999000000000024	365.499
57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	9	0.988	366.499	3.0	369.499	2.0	Old55	Enc42	372.499	3.9990000000000236	4.0	738.998	False	3.999000000000024	4.0	369.499
58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	8	1.6369999999999998	371.499	3.0	374.4980000000001	1.0	Old25	Enc43	377.4980000000001	5.0	4.9990000000000805	748.9970000000001	False	5.0	4.9990000000000805	374.4980000000001
59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	9	1.271	375.4980000000001	3.0	378.4980000000001	0.5	Old39	Enc44	381.4980000000001	3.9990000000000805	4.0	756.9960000000002	False	3.999000000000081	4.0	378.4980000000001
60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	8	1.386	378.9980000000001	3.0	381.9980000000001	2.5	Old21	Enc45	384.9980000000001	3.5	3.5	763.9960000000002	False	3.5	3.5	381.9980000000001
61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	9	0.846	384.4980000000001	3.0	387.497	8.5	Old33	Enc46	390.497	5.5	5.49899999999991	774.9950000000001	False	5.5	5.49899999999991	387.497
