category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	vegie_mushroom.bmp	old76	0	2	17099	nan	0	
new	animal_ostrich.bmp	new26	1	2	2259	nan	0	
old	animal_lion_new.bmp	old07	1	1	3108	9	1342	
old	sporting_karate clothing.bmp	old60	1	1	1989	5	811	
new	kitchen_ramekin.bmp	new13	1	2	2335	5	811	
old	musical_drums_old.bmp	old46	1	1	1846	6	2083	
old	animal_parrot.bmp	old09	1	1	1909	5	1023	
new	food_bagel01.bmp	new17	1	2	2921	5	1023	
new	sporting_weighlifting.bmp	new25	1	2	1031	5	1023	
old	animal_frog.bmp	old06	1	1	2930	9	1163	
old	kitchen_pitcher.bmp	old34	1	1	2250	5	510	
old	kitchen_cookie cutter.bmp	old30	1	1	1846	5	475	
old	hard_musical_recorder.bmp	old40	1	1	2148	6	901	
new	animal_gorilla.bmp	new15	0	1	1414	9	804	
new	sporting_flippers.bmp	new02	1	2	1776	9	804	
old	sporting_hockey stick_old.bmp	old58	1	1	1446	8	659	
new	kitchen_kettle_new.bmp	new24	1	2	3125	8	659	
old	food_baguette01.bmp	old14	1	1	1325	9	710	
old	musical_tuba.bmp	old50	1	1	1870	5	602	
old	vegie_corn02.bmp	old73	1	1	1286	9	657	
old	musical_double bass.bmp	old45	1	1	2923	8	3020	
old	musical_piano_old.bmp	old48	1	1	1440	9	636	
new	musical_zamponia windflute.bmp	new29	1	2	2111	9	636	
old	food_toast.bmp	old26	1	1	1319	8	1024	
old	kitchen_apron.bmp	old27	1	1	1356	9	508	
old	sporting_badminton racquet.bmp	old54	1	1	2077	6	976	
old	musical_xylophone_old.bmp	old52	1	1	1861	6	577	
old	fruit_blackberry_new.bmp	old66	1	1	2448	9	3756	
old	food_bottleofredwine01.bmp	old15	1	1	1260	6	615	
old	animal_penguin.bmp	old10	1	1	1333	5	430	
old	musical_clarinet_new.bmp	old44	0	2	3481	5	430	
old	animal_farm pig.bmp	old05	1	1	1250	5	423	
old	kitchen_big cooking pot.bmp	old28	1	1	2202	8	561	
old	sporting_bicycle_old.bmp	old55	1	1	1415	5	413	
old	animal_cheetah.bmp	old02	0	2	6032	5	413	
new	food_drink.bmp	new05	1	2	1682	5	413	
old	musical_triangle.bmp	old49	1	1	1355	8	468	
new	sporting_baseball bat_new.bmp	new08	1	2	1623	8	468	
new	kitchen_fork_old.bmp	new18	1	2	971	8	468	
old	kitchen_martini glass.bmp	old32	1	1	1729	6	539	
old	kitchen_plate.bmp	old35	1	1	1235	9	504	
