category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	fruit_granny smith apple.bmp	new16	0	1	1500	6	1640	
old	food_rawchicken.bmp	old23	0	2	1716	6	1640	
new	sporting_baseball bat_new.bmp	new08	1	2	1765	6	1640	
old	kitchen_coffee pot.bmp	old29	0	2	1540	6	1640	
old	food_candy.bmp	old16	0	2	974	6	1640	
new	sporting_windsurf.bmp	new31	1	2	1125	6	1640	
old	sporting_mini-trampoline.bmp	old61	1	1	2807	9	1566	
old	vegie_carrot.bmp	old78	1	1	1749	5	919	
old	kitchen_scrubbing brush.bmp	old36	0	2	1463	5	919	
old	fruit_watermelon_old.bmp	old71	1	1	1458	9	1207	
new	fruit_cherry.bmp	old67	1	1	1612	8	1083	
old	fruit_blackberry_new.bmp	old66	0	2	1231	8	1083	
new	animal_dolphin_old.bmp	new09	1	2	1435	8	1083	
old	musical_tuba.bmp	old50	1	1	1977	8	1064	
old	sporting_americanfootball.bmp	old53	0	2	1371	8	1064	
new	kitchen_spatula_old.bmp	new37	1	2	1449	8	1064	
old	musical_harp_new.bmp	old43	0	2	1629	8	1064	
new	sporting_golf ball.bmp	new19	1	2	4880	8	1064	
new	animal_ostrich.bmp	new26	0	1	5715	6	478	
new	kitchen_ramekin.bmp	new13	1	2	1760	6	478	
new	food_bagel01.bmp	new17	0	1	4288	5	628	
old	sporting_rollerblade.bmp	old62	0	2	9321	5	628	
old	musical_piano_old.bmp	old48	1	1	3137	8	523	
new	animal_gorilla.bmp	new15	1	2	4060	8	523	
old	musical_double bass.bmp	old45	0	2	2408	8	523	
old	sporting_badminton racquet.bmp	old54	0	2	9030	8	523	
old	vegie_mushroom.bmp	old76	0	2	1643	8	523	
new	musical_bongo drum.bmp	new23	1	2	1408	8	523	
old	animal_camel_new.bmp	old01	0	2	2141	8	523	
new	musical_french horn_old.bmp	new12	1	2	2901	8	523	
old	fruit_pineapple_old.bmp	old70	0	2	2472	8	523	
old	food_chocolatemilk.bmp	old17	0	2	1707	8	523	
old	sporting_skipping rope.bmp	old63	0	2	3068	8	523	
old	sporting_hockey stick_old.bmp	old58	1	1	3424	5	1238	
old	animal_siamese cat.bmp	old12	0	2	3746	5	1238	
new	food_walnut01c.bmp	new34	0	1	3130	5	1660	
old	sporting_soccer ball_new.bmp	old65	0	2	3792	5	1660	
old	musical_clarinet_new.bmp	old44	0	2	3951	5	1660	
old	food_frenchfries.bmp	old20	0	2	4359	5	1660	
old	kitchen_pitcher.bmp	old34	0	2	3247	5	1660	
old	vegie_cauliflower.bmp	old72	0	2	4226	5	1660	
old	food_pickle01a.bmp	old22	1	1	3368	8	665	
