category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	fruit_watermelon_old.bmp	old71	1	1	2230	9	618	
old	sporting_badminton racquet.bmp	old54	1	1	1670	8	545	
old	musical_harp_new.bmp	old43	1	1	1496	6	451	
old	vegie_carrot.bmp	old78	1	1	3460	9	896	
old	musical_clarinet_new.bmp	old44	1	1	2353	5	314	
old	animal_parrot.bmp	old09	0	2	5922	5	314	
old	musical_accordion_old.bmp	old41	1	1	1633	5	359	
old	musical_triangle.bmp	old49	0	2	2941	5	359	
old	kitchen_martini glass.bmp	old32	1	1	1531	6	372	
old	food_shellpasta.bmp	old25	0	2	4202	6	372	
new	vegie_cucumber.bmp	new33	0	1	2142	5	3607	
old	sporting_karate clothing.bmp	old60	0	2	4242	5	3607	
old	animal_chimpanzee.bmp	old03	1	1	3148	5	1413	
old	kitchen_plate.bmp	old35	1	1	2009	5	238	
new	musical_bongo drum.bmp	new23	1	2	4082	5	238	
old	animal_penguin.bmp	old10	1	1	2324	6	3957	
old	animal_sheep.bmp	old11	1	1	1651	5	280	
new	sporting_flippers.bmp	new02	1	2	3065	5	280	
new	kitchen_ramekin.bmp	new13	1	2	3523	5	280	
old	food_rawchicken.bmp	old23	1	1	4074	5	285	
new	fruit_cherry.bmp	old67	1	1	1831	6	291	
new	sporting_baseball bat_new.bmp	new08	0	1	5477	9	656	
old	sporting_boxing_gloves.bmp	old56	1	1	1842	9	302	
old	food_bottleofredwine01.bmp	old15	1	1	1303	5	418	
old	vegie_cauliflower.bmp	old72	1	1	2087	5	362	
new	sporting_golf ball.bmp	new19	1	2	2392	5	362	
old	sporting_hockey stick_old.bmp	old58	1	1	2934	8	3351	
old	kitchen_scrubbing brush.bmp	old36	0	2	1974	8	3351	
new	kitchen_fork_old.bmp	new18	1	2	6941	8	3351	
new	musical_french horn_old.bmp	new12	1	2	3380	8	3351	
new	kitchen_garlic press.bmp	new07	1	2	3170	8	3351	
new	animal_pigeon.bmp	new32	1	2	2889	8	3351	
new	food_cookie01.bmp	new11	1	2	3545	8	3351	
old	hard_musical_recorder.bmp	old40	1	1	3312	8	1778	
new	musical_zamponia windflute.bmp	new29	0	1	2311	6	385	
old	food_softcheese.bmp	old24	1	1	1704	8	762	
old	sporting_skipping rope.bmp	old63	1	1	1801	6	688	
old	animal_farm pig.bmp	old05	1	1	2113	9	2939	
new	vegie_pumpkin.bmp	new21	1	2	3650	9	2939	
old	animal_camel_new.bmp	old01	1	1	3412	6	354	
old	animal_dalmation_old.bmp	old04	1	1	1304	8	346	
old	kitchen_big cooking pot.bmp	old28	0	2	2865	8	346	
old	fruit_green grapes.bmp	old68	1	1	1939	9	388	
old	musical_tuba.bmp	old50	0	2	9888	9	388	
new	kitchen_toaster_old.bmp	new30	1	2	1449	9	388	
old	animal_monarch_old.bmp	old08	1	1	1523	5	1932	
old	musical_xylophone_old.bmp	old52	1	1	4876	5	839	
old	food_pickle01a.bmp	old22	0	2	4482	5	839	
new	sporting_weighlifting.bmp	new25	1	2	4083	5	839	
old	food_frenchfries.bmp	old20	0	2	1749	5	839	
old	food_baguette01.bmp	old14	0	2	2500	5	839	
old	sporting_mini-trampoline.bmp	old61	0	2	2156	5	839	
old	kitchen_coffee pot.bmp	old29	1	1	6058	9	606	
old	kitchen_white strainer.bmp	old38	0	2	1962	9	606	
new	fruit_apricot_new.bmp	new04	1	2	3449	9	606	
old	fruit_blackberry_new.bmp	old66	0	2	1477	9	606	
new	sporting_windsurf.bmp	new31	1	2	4077	9	606	
old	kitchen_peppermill.bmp	old33	0	2	1967	9	606	
old	food_chocolatemilk.bmp	old17	0	2	1478	9	606	
old	vegie_corn02.bmp	old73	0	2	4895	9	606	
new	food_drink.bmp	new05	1	2	2353	9	606	
new	animal_gorilla.bmp	new15	0	1	3102	6	376	
new	food_bread.bmp	new28	1	2	6439	6	376	
old	sporting_footballhelmet.bmp	old57	0	2	7624	6	376	
old	sporting_americanfootball.bmp	old53	0	2	2878	6	376	
new	vegie_snowpea01.bmp	new27	1	2	4998	6	376	
new	sporting_basketball_new.bmp	new14	0	1	3348	6	436	
old	sporting_rollerblade.bmp	old62	0	2	2135	6	436	
old	vegie_green capsicum.bmp	old75	1	1	3038	9	1771	
new	animal_seal.bmp	new38	1	2	1648	9	1771	
old	animal_frog.bmp	old06	1	1	2683	5	518	
old	kitchen_pitcher.bmp	old34	1	1	2542	6	895	
new	fruit_granny smith apple.bmp	new16	0	1	5728	8	1817	
old	musical_piano_old.bmp	old48	1	1	1294	8	289	
new	musical_uculele_new.bmp	new39	0	1	1379	5	410	
new	kitchen_spatula_old.bmp	new37	1	2	1662	5	410	
old	musical_acoustic guitar_new.bmp	old42	1	1	1256	5	284	
old	vegie_radish.bmp	old77	1	1	1565	5	517	
old	vegie_mushroom.bmp	old76	0	2	3269	5	517	
old	vegie_garlic01a.bmp	old74	0	2	2175	5	517	
new	food_pizza.bmp	new22	1	2	1718	5	517	
old	sporting_soccer ball_new.bmp	old65	1	1	1382	6	349	
old	musical_harmonica_new.bmp	old47	0	2	3355	6	349	
new	animal_ostrich.bmp	new26	1	2	5690	6	349	
old	fruit_lemon_new.bmp	old69	1	1	2315	5	1229	
old	kitchen_cookie cutter.bmp	old30	1	1	2136	5	249	
old	musical_double bass.bmp	old45	1	1	2252	8	425	
new	animal_giraffe.bmp	new03	1	2	1566	8	425	
new	fruit_rasberry.bmp	new10	1	2	3763	8	425	
new	vegie_broccoli.bmp	new36	1	2	1481	8	425	
old	animal_siamese cat.bmp	old12	0	2	1298	8	425	
old	food_pecan02.bmp	old21	0	2	1468	8	425	
old	musical_violin_old.bmp	old51	1	1	2136	8	473	
new	kitchen_baking spatula.bmp	new01	1	2	3939	8	473	
old	kitchen_tea cup and saucer.bmp	old37	0	2	2017	8	473	
old	animal_lion_new.bmp	old07	1	1	1581	9	373	
new	kitchen_kettle_new.bmp	new24	1	2	3115	9	373	
old	animal_cheetah.bmp	old02	1	1	1964	8	516	
old	food_toast.bmp	old26	0	2	1788	8	516	
old	sporting_fishing rod.bmp	old59	0	2	2936	8	516	
new	food_walnut01c.bmp	new34	1	2	2336	8	516	
old	fruit_pineapple_old.bmp	old70	1	1	2239	5	412	
old	food_cracker02.bmp	old18	1	1	3542	6	1039	
old	animal_zebra_old.bmp	old13	1	1	2226	5	367	
old	food_croissant01.bmp	old19	1	1	1845	8	2433	
old	kitchen_ladle.bmp	old31	0	2	2205	8	2433	
new	food_bagel01.bmp	new17	0	1	4481	5	277	
old	kitchen_apron.bmp	old27	0	2	1638	5	277	
old	musical_drums_old.bmp	old46	0	2	1448	5	277	
new	musical_bagpipes.bmp	new35	1	2	2275	5	277	
old	kitchen_wooden spoon_old.bmp	old39	0	2	4596	5	277	
new	musical_tambourine_new.bmp	new06	1	2	5065	5	277	
new	animal_horse.bmp	new20	1	2	1291	5	277	
old	sporting_bicycle_old.bmp	old55	1	1	1933	9	1174	
old	food_candy.bmp	old16	1	1	1588	5	546	
new	animal_dolphin_old.bmp	new09	1	2	1728	5	546	
old	sporting_snow shoes_old.bmp	old64	0	2	2361	5	546	
