category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	musical_triangle.bmp	old49	0	2	1479		0	
new	musical_uculele_new.bmp	new39	0	1	1281	8.0	3293	
old	kitchen_pitcher.bmp	old34	0	2	2208	8.0	3293	
old	kitchen_cookie cutter.bmp	old30	1	1	1967	6.0	5207	
new	animal_pigeon.bmp	new32	1	2	1511	6.0	5207	
new	animal_horse.bmp	new20	1	2	802	6.0	5207	
old	animal_monarch_old.bmp	old08	1	1	1648	9.0	870	
old	animal_camel_new.bmp	old01	1	1	1649	6.0	863	
old	vegie_cauliflower.bmp	old72	1	1	1603	8.0	730	
old	kitchen_martini glass.bmp	old32	1	1	1515	6.0	1398	
new	kitchen_ramekin.bmp	new13	1	2	1197	6.0	1398	
old	food_croissant01.bmp	old19	1	1	1780	9.0	724	
old	kitchen_plate.bmp	old35	0	2	2102	9.0	724	
old	animal_cheetah.bmp	old02	1	1	1529	8.0	513	
old	sporting_karate clothing.bmp	old60	1	1	1901	5.0	871	
old	fruit_lemon_new.bmp	old69	0	2	1571	5.0	871	
old	musical_accordion_old.bmp	old41	1	1	1835	9.0	2721	
old	fruit_blackberry_new.bmp	old66	1	1	2083	6.0	415	
old	sporting_soccer ball_new.bmp	old65	1	1	2941	5.0	2759	
old	sporting_fishing rod.bmp	old59	1	1	1368	9.0	465	
old	kitchen_white strainer.bmp	old38	0	2	2005	9.0	465	
new	sporting_baseball bat_new.bmp	new08	1	2	2020	9.0	465	
old	kitchen_apron.bmp	old27	1	1	1898	9.0	781	
old	musical_piano_old.bmp	old48	1	1	1477	5.0	601	
old	hard_musical_recorder.bmp	old40	0	2	2152	5.0	601	
old	animal_chimpanzee.bmp	old03	1	1	1545	8.0	434	
old	sporting_footballhelmet.bmp	old57	0	2	1847	8.0	434	
old	animal_siamese cat.bmp	old12	1	1	1789	5.0	2931	
old	animal_zebra_old.bmp	old13	1	1	2086	8.0	513	
old	fruit_watermelon_old.bmp	old71	1	1	1923	9.0	877	
old	kitchen_ladle.bmp	old31	0	2	3265	9.0	877	
new	animal_dolphin_old.bmp	new09	1	2	1254	9.0	877	
new	fruit_apricot_new.bmp	new04	1	2	1163	9.0	877	
old	sporting_mini-trampoline.bmp	old61	1	1	1883	6.0	607	
