category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	animal_ostrich.bmp	new26	1	2	2353	nan	0	
old	sporting_snow shoes_old.bmp	old64	1	1	2513	8	787	
old	animal_sheep.bmp	old11	1	1	3928	8	739	
old	sporting_boxing_gloves.bmp	old56	1	1	2996	6	947	
old	food_rawchicken.bmp	old23	1	1	1653	8	442	
old	animal_dalmation_old.bmp	old04	0	2	1453	8	442	
old	sporting_badminton racquet.bmp	old54	1	1	1489	9	629	
new	musical_bagpipes.bmp	new35	1	2	1481	9	629	
new	sporting_baseball bat_new.bmp	new08	1	2	2212	9	629	
new	musical_french horn_old.bmp	new12	1	2	1562	9	629	
old	animal_lion_new.bmp	old07	0	2	2674	9	629	
old	food_croissant01.bmp	old19	1	1	1230	8	492	
new	musical_bongo drum.bmp	new23	1	2	1581	8	492	
new	kitchen_spatula_old.bmp	new37	1	2	995	8	492	
old	musical_accordion_old.bmp	old41	0	2	3122	8	492	
old	animal_parrot.bmp	old09	0	2	2875	8	492	
new	food_bagel01.bmp	new17	1	2	1072	8	492	
old	food_chocolatemilk.bmp	old17	1	1	3378	9	435	
old	kitchen_cookie cutter.bmp	old30	1	1	1393	9	593	
old	animal_chimpanzee.bmp	old03	0	2	1608	9	593	
old	kitchen_big cooking pot.bmp	old28	0	2	1119	9	593	
old	fruit_watermelon_old.bmp	old71	1	1	2168	6	337	
old	musical_clarinet_new.bmp	old44	1	1	1712	8	491	
new	fruit_rasberry.bmp	new10	1	2	1292	8	491	
new	musical_uculele_new.bmp	new39	0	1	2838	8	348	
old	fruit_pineapple_old.bmp	old70	1	1	1459	6	352	
old	sporting_skipping rope.bmp	old63	0	2	1848	6	352	
old	kitchen_apron.bmp	old27	1	1	1413	9	580	
new	sporting_windsurf.bmp	new31	1	2	1723	9	580	
old	animal_frog.bmp	old06	1	1	1732	8	638	
old	kitchen_ladle.bmp	old31	1	1	1289	6	429	
new	vegie_pumpkin.bmp	new21	0	1	2410	6	448	
old	animal_monarch_old.bmp	old08	1	1	3013	8	468	
old	sporting_americanfootball.bmp	old53	0	2	1688	8	468	
old	hard_musical_recorder.bmp	old40	1	1	2724	9	1654	
old	kitchen_coffee pot.bmp	old29	0	2	1403	9	1654	
old	vegie_garlic01a.bmp	old74	0	2	1104	9	1654	
old	food_bottleofredwine01.bmp	old15	1	1	1856	5	1973	
new	vegie_broccoli.bmp	new36	1	2	1316	5	1973	
new	food_pizza.bmp	new22	1	2	789	5	1973	
new	kitchen_ramekin.bmp	new13	1	2	963	5	1973	
old	kitchen_tea cup and saucer.bmp	old37	1	1	2315	5	701	
new	kitchen_garlic press.bmp	new07	1	2	1287	5	701	
old	animal_siamese cat.bmp	old12	0	2	1488	5	701	
new	food_walnut01c.bmp	new34	1	2	3433	5	701	
old	vegie_carrot.bmp	old78	1	1	1166	9	470	
old	fruit_lemon_new.bmp	old69	1	1	2800	8	560	
old	vegie_mushroom.bmp	old76	0	2	3752	8	560	
old	vegie_corn02.bmp	old73	1	1	1025	6	342	
old	sporting_bicycle_old.bmp	old55	1	1	1270	8	586	
new	vegie_snowpea01.bmp	new27	1	2	1263	8	586	
old	sporting_soccer ball_new.bmp	old65	0	2	867	8	586	
old	food_shellpasta.bmp	old25	1	1	1543	5	288	
old	sporting_karate clothing.bmp	old60	0	2	1042	5	288	
old	vegie_green capsicum.bmp	old75	0	2	967	5	288	
old	fruit_blackberry_new.bmp	old66	1	1	3591	5	263	
old	musical_triangle.bmp	old49	1	1	3435	5	321	
old	animal_penguin.bmp	old10	0	2	1506	5	321	
old	sporting_footballhelmet.bmp	old57	0	2	1484	5	321	
new	sporting_basketball_new.bmp	new14	1	2	1463	5	321	
old	kitchen_white strainer.bmp	old38	1	1	1523	6	301	
new	animal_pigeon.bmp	new32	1	2	1335	6	301	
old	animal_cheetah.bmp	old02	1	1	2856	8	445	
new	food_bread.bmp	new28	1	2	2210	8	445	
old	kitchen_peppermill.bmp	old33	0	2	1736	8	445	
new	animal_giraffe.bmp	new03	0	1	1593	9	464	
new	kitchen_toaster_old.bmp	new30	1	2	931	9	464	
old	food_baguette01.bmp	old14	1	1	1172	5	564	
new	animal_dolphin_old.bmp	new09	1	2	852	5	564	
old	animal_zebra_old.bmp	old13	0	2	4208	5	564	
old	kitchen_scrubbing brush.bmp	old36	0	2	1087	5	564	
old	sporting_hockey stick_old.bmp	old58	1	1	1202	6	361	
new	food_cookie01.bmp	new11	1	2	1312	6	361	
old	kitchen_wooden spoon_old.bmp	old39	1	1	2945	6	1147	
old	fruit_green grapes.bmp	old68	0	2	1580	6	1147	
old	musical_piano_old.bmp	old48	1	1	2314	6	309	
old	kitchen_pitcher.bmp	old34	0	2	853	6	309	
new	vegie_cucumber.bmp	new33	1	2	960	6	309	
new	food_drink.bmp	new05	1	2	840	6	309	
new	fruit_cherry.bmp	old67	0	2	1352	6	309	
new	sporting_flippers.bmp	new02	1	2	2672	6	309	
old	musical_drums_old.bmp	old46	0	2	1451	6	309	
old	musical_harp_new.bmp	old43	1	1	4095	5	307	
new	fruit_apricot_new.bmp	new04	1	2	1453	5	307	
old	food_candy.bmp	old16	1	1	1231	8	477	
old	sporting_mini-trampoline.bmp	old61	0	2	1743	8	477	
