category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	food_chocolatemilk.bmp	old17	1	1	3142	5	3079	
old	musical_violin_old.bmp	old51	1	1	2403	6	2802	
old	musical_harp_new.bmp	old43	1	1	1646	6	5611	
new	musical_zamponia windflute.bmp	new29	1	2	2331	6	5611	
new	food_drink.bmp	new05	1	2	1971	6	5611	
old	animal_chimpanzee.bmp	old03	1	1	1699	8	1413	
new	sporting_flippers.bmp	new02	1	2	1819	8	1413	
new	vegie_pumpkin.bmp	new21	0	1	1312	6	2370	
new	food_pizza.bmp	new22	1	2	1536	6	2370	
old	animal_frog.bmp	old06	1	1	1496	5	3875	
new	food_walnut01c.bmp	new34	0	1	1775	6	1879	
old	sporting_bicycle_old.bmp	old55	1	1	1642	9	1367	
new	musical_bongo drum.bmp	new23	1	2	1527	9	1367	
old	sporting_skipping rope.bmp	old63	0	2	4502	9	1367	
old	animal_siamese cat.bmp	old12	0	2	1743	9	1367	
old	food_softcheese.bmp	old24	0	2	1936	9	1367	
old	sporting_snow shoes_old.bmp	old64	1	1	1322	6	707	
old	animal_parrot.bmp	old09	1	1	1637	5	2178	
old	musical_clarinet_new.bmp	old44	1	1	1618	6	1664	
old	sporting_rollerblade.bmp	old62	1	1	1915	5	1414	
new	kitchen_garlic press.bmp	new07	1	2	2148	5	1414	
old	fruit_watermelon_old.bmp	old71	1	1	1116	6	662	
new	kitchen_baking spatula.bmp	new01	0	1	1794	6	657	
new	animal_gorilla.bmp	new15	0	1	3205	9	1732	
old	food_pecan02.bmp	old21	1	1	1484	5	680	
new	kitchen_kettle_new.bmp	new24	0	1	1379	6	1187	
old	musical_drums_old.bmp	old46	1	1	1449	9	4471	
new	kitchen_toaster_old.bmp	new30	0	1	2434	6	1985	
old	vegie_corn02.bmp	old73	1	1	1222	6	1220	
old	animal_monarch_old.bmp	old08	1	1	2680	6	2141	
new	animal_giraffe.bmp	new03	1	2	3717	6	2141	
old	fruit_green grapes.bmp	old68	1	1	1159	6	639	
old	food_toast.bmp	old26	1	1	1244	6	2649	
